Hips	Spine	Spine1	Spine2	Spine3	Neck	Head	RightShoulder	RightArm	RightForeArm	RightHand	LeftShoulder	LeftArm	LeftForeArm	LeftHand	RightUpLeg	RightLeg	RightFoot	LeftUpLeg	LeftLeg	LeftFoot	
0.951098 32.9899 5.6544	0.417661 35.2994 7.91725	0.327743 38.8693 8.599	0.400118 42.5015 8.73804	0.533754 46.1269 8.50358	0.989361 55.5755 6.64636	1.3818 60.5216 6.03767	1.98547 52.1614 6.28146	6.27949 55.6385 7.7026	17.4537 54.3264 9.362	26.0965 54.5186 9.23839	-0.309322 52.2674 6.2576	-4.4312 56.211 6.3406	-15.663 55.3213 7.88802	-24.2769 55.1158 8.60131	4.33677 32.0679 6.19393	4.39553 17.2691 4.32118	3.96732 3.24708 8.97715	-2.31967 31.961 4.73394	-3.16499 17.0764 4.23194	-4.38667 2.82531 7.95912	
0.749302 33.0302 5.6623	0.31988 35.3374 7.94952	0.253832 38.9068 8.63654	0.323226 42.5394 8.76476	0.440475 46.1634 8.50071	0.864341 55.5972 6.56226	1.31194 60.5437 5.9962	1.8692 52.1829 6.22368	6.20223 55.5975 7.67752	17.3483 54.1818 9.4385	25.9908 54.3816 9.31333	-0.425946 52.2822 6.205	-4.56667 56.2066 6.25361	-15.7915 55.2988 7.84032	-24.4063 55.12 8.54973	4.11122 31.9979 6.14797	4.28869 17.2296 4.05508	3.97466 3.28724 8.95312	-2.56454 32.112 4.77957	-3.14077 17.2346 3.85911	-4.40891 3.10066 7.99459	
0.612503 33.0908 5.7443	0.31434 35.4149 8.03524	0.29469 38.9877 8.70736	0.363853 42.621 8.81727	0.429899 46.2431 8.51246	0.71534 55.6601 6.47033	1.2276 60.6055 5.95096	1.75998 52.2554 6.15791	6.11502 55.6495 7.59381	17.221 54.1016 9.4911	25.8655 54.2307 9.41231	-0.536308 52.3256 6.16092	-4.6812 56.2458 6.13649	-15.9008 55.3184 7.74909	-24.512 55.0994 8.48967	3.9586 31.9696 6.13233	4.13635 17.2235 3.88823	3.96905 3.32683 8.92143	-2.74991 32.2598 4.96483	-3.31147 17.4189 3.56876	-4.44068 3.33954 7.92463	
0.536903 33.1674 5.7587	0.335309 35.4914 8.06029	0.347955 39.0647 8.73003	0.409714 42.6983 8.8297	0.429733 46.3191 8.50282	0.584299 55.7282 6.41065	1.14415 60.6714 5.92119	1.66563 52.3343 6.10486	6.01779 55.7444 7.51148	17.0923 54.0984 9.50771	25.7381 54.1044 9.5178	-0.631177 52.3777 6.13057	-4.76399 56.3097 6.04027	-15.9853 55.3846 7.64219	-24.5906 55.0981 8.42683	3.88546 32.0199 6.03129	3.9754 17.2571 3.8941	3.94035 3.35206 8.90685	-2.85655 32.3634 5.09395	-3.646 17.555 3.47952	-4.48451 3.47635 7.90288	
0.462404 33.2488 5.71271	0.306193 35.5655 8.02513	0.336557 39.137 8.70367	0.400765 42.7706 8.80368	0.405921 46.3914 8.47645	0.496445 55.8023 6.38839	1.07031 60.7444 5.90396	1.59201 52.4139 6.0717	5.93298 55.8412 7.47094	16.9952 54.1502 9.49733	25.6394 54.0256 9.60725	-0.704699 52.446 6.11654	-4.82977 56.3853 5.99947	-16.0585 55.4715 7.55535	-24.6604 55.133 8.35645	3.82184 32.1162 5.90052	3.83823 17.3138 4.05506	3.91681 3.35392 8.91242	-2.94249 32.4308 5.12838	-3.98542 17.6234 3.65523	-4.5142 3.48631 7.93798	
0.356409 33.339 5.65301	0.20931 35.654 7.96777	0.246478 39.2242 8.6525	0.32156 42.8575 8.75822	0.340797 46.4796 8.44672	0.44288 55.8986 6.39642	1.0042 60.8407 5.89665	1.5306 52.5094 6.06227	5.87214 55.932 7.47123	16.9338 54.2192 9.4823	25.5747 53.9936 9.66498	-0.765867 52.5458 6.11514	-4.89947 56.4762 5.99634	-16.1344 55.5493 7.49883	-24.7368 55.179 8.28017	3.72379 32.2252 5.80824	3.7621 17.3847 4.30053	3.91124 3.34653 8.92517	-3.04927 32.5021 5.10091	-4.16811 17.6681 3.99728	-4.55631 3.43991 7.98301	
0.249111 33.433 5.60201	0.0894292 35.7551 7.90874	0.120955 39.3263 8.58907	0.201955 42.9592 8.7011	0.244423 46.5827 8.40916	0.402008 56.0111 6.40586	0.942353 60.9546 5.89723	1.4715 52.6177 6.05663	5.82337 56.0214 7.47944	16.8827 54.2784 9.47762	25.5211 54.0023 9.7049	-0.824813 52.6665 6.10597	-4.97327 56.5817 6.00408	-16.2098 55.6033 7.46125	-24.8151 55.2081 8.19766	3.62204 32.3368 5.76223	3.75373 17.469 4.55929	3.91547 3.34918 8.92765	-3.15208 32.5769 5.05163	-4.16444 17.7107 4.3526	-4.57339 3.3949 8.00883	
0.16531 33.5239 5.56441	-0.0117317 35.8611 7.85456	0.00732272 39.4341 8.52583	0.0848716 43.0669 8.64427	0.145798 46.6914 8.36797	0.362998 56.1274 6.40653	0.884794 61.0735 5.90397	1.41327 52.7293 6.04458	5.77734 56.1147 7.47353	16.8265 54.3217 9.48369	25.464 54.0407 9.73774	-0.882821 52.7914 6.08936	-5.04048 56.6973 6.01105	-16.2744 55.6411 7.43343	-24.8838 55.2279 8.1097	3.54296 32.445 5.74136	3.78059 17.5612 4.7757	3.92715 3.37254 8.91568	-3.23025 32.6478 5.01075	-4.08706 17.7601 4.63849	-4.55972 3.37852 8.01871	
0.113606 33.6083 5.53711	-0.0747367 35.9632 7.80821	-0.0681956 39.5375 8.47257	-0.000547412 43.1703 8.59554	0.0665819 46.7955 8.32979	0.31352 56.2379 6.40304	0.830374 61.1857 5.91286	1.35197 52.8376 6.02743	5.72467 56.2106 7.45966	16.7616 54.3713 9.49498	25.3995 54.1129 9.75865	-0.943846 52.9073 6.07483	-5.10017 56.8151 6.02007	-16.3315 55.6883 7.40783	-24.9451 55.2636 8.02148	3.49581 32.5455 5.72438	3.82288 17.6509 4.97692	3.94026 3.40103 8.90213	-3.27784 32.713 4.98893	-4.00628 17.8143 4.87406	-4.53568 3.38191 8.02124	
0.085703 33.6832 5.50791	-0.10655 36.0537 7.76235	-0.108183 39.6282 8.42576	-0.0499991 43.2609 8.55613	0.0125194 46.8869 8.29942	0.253671 56.3354 6.40215	0.781235 61.2834 5.92536	1.2904 52.9362 6.01193	5.66726 56.302 7.44832	16.6973 54.44 9.50057	25.3359 54.202 9.75826	-1.00523 53.006 6.06772	-5.15559 56.9202 6.02219	-16.3879 55.7625 7.37642	-25.0046 55.3343 7.94138	3.47102 32.631 5.6989	3.8489 17.7277 5.18558	3.94532 3.42118 8.89955	-3.30389 32.7748 4.97001	-3.95979 17.8729 5.11091	-4.52329 3.39257 8.02319	
