Hips	Spine	Spine1	Spine2	Spine3	Neck	Head	RightShoulder	RightArm	RightForeArm	RightHand	LeftShoulder	LeftArm	LeftForeArm	LeftHand	RightUpLeg	RightLeg	RightFoot	LeftUpLeg	LeftLeg	LeftFoot	
-0.487002 34.9141 6.4561	-0.378832 36.8434 8.92602	-0.315071 40.1921 9.86763	-0.282214 43.6256 10.4279	-0.379847 47.0927 10.1567	-0.60241 56.026 7.86445	-0.698673 60.6788 6.75734	0.751968 53.3357 7.59343	5.84712 56.2902 8.20948	15.9244 53.6313 9.11287	25.0144 52.9541 7.22098	-1.61986 53.2206 7.37489	-6.77198 56.04 8.13362	-16.8494 53.235 8.25679	-25.7503 52.8508 5.55625	2.98738 33.7274 6.13923	4.45853 18.1523 2.40505	4.42148 3.5506 8.53853	-4.07498 34.1416 6.125	-3.57947 18.2337 8.44548	-3.33891 2.45739 9.81728	
-0.428903 34.766 6.19681	-0.269658 36.6809 8.6752	-0.17558 40.0169 9.65822	-0.123135 43.4413 10.2702	-0.237219 46.9119 10.0563	-0.527497 55.8755 7.89352	-0.640302 60.5284 6.78812	0.840326 53.1973 7.5745	5.92314 56.1704 8.20277	16.0199 53.5594 9.0246	25.0994 52.9318 7.06602	-1.53231 53.0714 7.37116	-6.67295 55.8932 8.19631	-16.7658 53.1432 8.29081	-25.672 52.8284 5.59861	3.01063 33.4818 5.8801	4.3004 17.5889 3.77216	4.36696 2.69855 9.16712	-4.03695 34.0979 5.8569	-3.52976 18.2266 8.4132	-3.34566 2.45262 9.82067	
-0.325806 34.681 5.98711	-0.152459 36.5788 8.47766	-0.0349728 39.9031 9.49725	0.0330922 43.3189 10.1542	-0.0948858 46.7913 9.98161	-0.440696 55.773 7.90377	-0.569697 60.4242 6.7929	0.938143 53.1046 7.55214	6.02512 56.0662 8.20045	16.1322 53.4695 8.93661	25.1964 52.8886 6.89499	-1.43499 52.969 7.36116	-6.58577 55.7502 8.25766	-16.6851 53.0233 8.32788	-25.5886 52.7855 5.61898	3.09943 33.3582 5.67402	4.12031 17.3402 4.63888	4.28978 2.24559 9.43009	-3.9403 34.0575 5.63113	-3.45776 18.215 8.36441	-3.345 2.44487 9.82152	
-0.19511 34.6712 5.83821	-0.0534553 36.5582 8.33895	0.0584874 39.8731 9.38916	0.12472 43.2819 10.0819	-0.00230709 46.7553 9.92916	-0.345081 55.7441 7.88197	-0.496112 60.3951 6.77292	1.03322 53.0766 7.52172	6.132 56.0126 8.1933	16.2363 53.3847 8.8528	25.2796 52.8256 6.71463	-1.33988 52.9423 7.32939	-6.50774 55.6678 8.29568	-16.5949 52.8966 8.3783	-25.4867 52.7024 5.62787	3.24011 33.3693 5.54775	3.95098 17.3039 5.2522	4.16432 2.04707 9.49664	-3.80288 34.029 5.44897	-3.38299 18.2021 8.28206	-3.33452 2.43972 9.8234	
-0.0377146 34.7241 5.74301	0.0230576 36.6084 8.24908	0.10193 39.9162 9.32422	0.149803 43.3193 10.046	0.03791 46.7935 9.90113	-0.247861 55.7858 7.86036	-0.417694 60.437 6.75513	1.12055 53.1122 7.50756	6.22934 56.0296 8.18424	16.3164 53.3224 8.7838	25.3326 52.7532 6.53645	-1.25167 52.9892 7.29776	-6.43625 55.6685 8.30292	-16.4931 52.7906 8.42583	-25.3727 52.5876 5.63704	3.42497 33.4839 5.51557	3.85648 17.4062 5.62663	4.07935 2.04379 9.47082	-3.62549 34.0188 5.2844	-3.31407 18.1947 8.14688	-3.32399 2.44592 9.82205	
0.124182 34.8114 5.68941	0.0856451 36.6994 8.19314	0.120212 40.0054 9.27631	0.142468 43.4061 10.0101	0.0501196 46.8812 9.87011	-0.160498 55.8787 7.84359	-0.338805 60.5316 6.74687	1.1978 53.1983 7.50316	6.31233 56.1056 8.18035	16.3731 53.2937 8.73815	25.357 52.6813 6.37544	-1.17216 53.0887 7.2626	-6.37026 55.738 8.27753	-16.387 52.7258 8.44723	-25.2591 52.4578 5.63976	3.61483 33.6383 5.55077	3.86227 17.5588 5.83362	4.05749 2.13485 9.42443	-3.43665 34.0361 5.14227	-3.25285 18.2013 7.95581	-3.30497 2.47288 9.81201	
0.257383 34.9068 5.6647	0.141425 36.8009 8.16139	0.138797 40.1085 9.24012	0.140445 43.5099 9.9712	0.0634184 46.9856 9.83834	-0.0883667 55.9917 7.84476	-0.263989 60.6459 6.75293	1.26518 53.3079 7.51229	6.3807 56.2153 8.18152	16.4154 53.3069 8.71357	25.364 52.6225 6.23952	-1.10164 53.2075 7.23898	-6.31049 55.8442 8.23132	-16.2913 52.7164 8.42485	-25.164 52.329 5.63339	3.76789 33.788 5.59653	3.9684 17.7107 6.01106	4.08721 2.23876 9.39273	-3.2798 34.0744 5.0519	-3.20394 18.223 7.77536	-3.27736 2.51453 9.79272	
0.349086 34.9902 5.659	0.205281 36.8947 8.14634	0.184063 40.2051 9.21612	0.174605 43.6084 9.93832	0.102271 47.0845 9.81415	-0.0286616 56.0997 7.86081	-0.204112 60.7542 6.77039	1.32664 53.4169 7.52771	6.44312 56.326 8.18185	16.4606 53.3549 8.69254	25.3773 52.591 6.12823	-1.03776 53.3188 7.23347	-6.25254 55.9573 8.18926	-16.2147 52.7688 8.35275	-25.0915 52.2263 5.60045	3.86894 33.9 5.61317	4.10276 17.8285 6.19724	4.13042 2.31357 9.37833	-3.17808 34.126 5.03273	-3.16651 18.2542 7.63623	-3.24601 2.56089 9.76799	
0.39899 35.0442 5.6664	0.275874 36.964 8.14306	0.253654 40.2781 9.20148	0.239304 43.6838 9.91191	0.160797 47.1601 9.79494	0.0172095 56.1822 7.87456	-0.144206 60.8368 6.78269	1.37758 53.5029 7.53355	6.49813 56.4068 8.17889	16.5119 53.4192 8.66525	25.408 52.5812 6.05311	-0.986229 53.4019 7.23555	-6.20367 56.0495 8.15072	-16.1628 52.8487 8.24339	-25.0473 52.1699 5.54686	3.9212 33.9633 5.59062	4.20986 17.9015 6.38108	4.18397 2.34945 9.37533	-3.13211 34.1665 5.08252	-3.15888 18.277 7.57509	-3.24882 2.58999 9.75292	
0.433393 35.0595 5.6734	0.364916 36.9944 8.14037	0.352161 40.3119 9.18833	0.335319 43.7197 9.88886	0.240301 47.1957 9.77702	0.0511575 56.2214 7.8777	-0.0952926 60.8787 6.79506	1.41872 53.5478 7.52137	6.54481 56.4426 8.16387	16.564 53.4682 8.61876	25.4563 52.5972 6.00454	-0.946713 53.4389 7.23947	-6.16127 56.1028 8.12329	-16.1256 52.917 8.12915	-25.0195 52.1383 5.49126	3.95046 33.9683 5.5339	4.24535 17.9232 6.61021	4.20963 2.33169 9.39157	-3.11101 34.1882 5.16539	-3.14981 18.2902 7.60299	-3.25531 2.59904 9.74958	
