Hips	Spine	Spine1	Spine2	Spine3	Neck	Head	RightShoulder	RightArm	RightForeArm	RightHand	LeftShoulder	LeftArm	LeftForeArm	LeftHand	RightUpLeg	RightLeg	RightFoot	LeftUpLeg	LeftLeg	LeftFoot	
0.775151 -0.0355776 0.0721849 0.62663	0.724593 -0.0527794 0.0524518 0.685148	0.705784 -0.0541792 0.0477841 0.704734	0.69269 -0.0158312 0.00369742 0.721052	0.694276 -0.00889852 -0.0131477 0.719533	0.72624 -0.0216354 -0.0417542 0.685831	0.80337 0.00620193 -0.124344 0.58232	0.726692 0.147414 0.315243 0.592292	0.88126 -0.102708 0.0254748 0.460632	0.887167 0.0101542 -0.0332891 0.460134	0.839599 0.120791 0.218519 0.482423	0.681071 -0.271755 -0.253072 0.631067	0.893979 0.0592724 -0.0352986 0.442766	0.89594 0.00182656 -0.00683483 0.444118	0.857666 -0.0808266 -0.169147 0.478816	0.73443 -0.0215189 0.00415642 0.67833	0.609663 -0.0219115 0.000471955 0.792358	0.683138 0.0486867 0.0513527 0.726852	0.733538 0.00955481 -0.0519846 0.67759	0.616785 0.0176789 -0.0498111 0.785355	0.721442 0.094738 -0.0409103 0.684743	
0.778876 -0.0370309 0.0662884 0.622564	0.727294 -0.0482512 0.0527481 0.682592	0.707434 -0.0500048 0.0483773 0.703346	0.692814 -0.0171067 0.00405107 0.720902	0.694129 -0.0109849 -0.0130544 0.719649	0.727834 -0.0262129 -0.0422982 0.683946	0.806859 0.00462644 -0.123428 0.577687	0.728959 0.141108 0.314986 0.591178	0.882738 -0.104715 0.0257649 0.457323	0.888862 0.0107891 -0.0338336 0.456797	0.838732 0.121633 0.222472 0.481913	0.68605 -0.271349 -0.250998 0.626661	0.896448 0.059554 -0.0355204 0.437691	0.898424 0.000502784 -0.00667476 0.439079	0.857166 -0.0828751 -0.17516 0.477197	0.73417 -0.0231522 0.0113429 0.678476	0.606381 -0.0247594 0.00718703 0.794756	0.682937 0.0483167 0.0512119 0.727076	0.726563 -0.000597254 -0.0309352 0.686403	0.621933 0.00379369 -0.0307075 0.782459	0.722447 0.0834773 -0.0466218 0.684784	
0.779008 -0.0409307 0.0532578 0.623406	0.728051 -0.0441632 0.0480419 0.68241	0.707908 -0.043938 0.045643 0.703457	0.690818 -0.013814 0.00511122 0.722878	0.691652 -0.00904633 -0.0119271 0.722076	0.729488 -0.032594 -0.0425023 0.681893	0.812845 0.00215636 -0.123663 0.569198	0.729787 0.133888 0.312372 0.593218	0.884684 -0.110362 0.0264239 0.452169	0.891479 0.0105286 -0.0350875 0.451579	0.839757 0.122639 0.22706 0.477715	0.687653 -0.270084 -0.247263 0.626936	0.897576 0.0619173 -0.0356334 0.435033	0.899709 0.00105089 -0.00612015 0.436447	0.857892 -0.0853832 -0.18328 0.472376	0.736413 -0.020185 0.0134288 0.676098	0.603375 -0.0222642 0.00959535 0.797089	0.681803 0.0415302 0.0456966 0.728925	0.735267 -0.0172568 -0.00337505 0.677549	0.613236 -0.0164621 -0.00617946 0.789704	0.711929 0.0818718 -0.0535604 0.695403	
0.77613 -0.0388562 0.0378693 0.628235	0.726536 -0.0372034 0.0390769 0.685007	0.707277 -0.0340321 0.0391472 0.70503	0.688349 -0.00519842 0.00594543 0.725337	0.689159 -0.00217605 -0.0106968 0.724528	0.732545 -0.039916 -0.0428645 0.678194	0.816651 -0.0027425 -0.125232 0.563374	0.728176 0.130833 0.309718 0.597258	0.88418 -0.11828 0.0272244 0.451103	0.892038 0.0058278 -0.0357727 0.450506	0.844863 0.119526 0.225753 0.47006	0.681884 -0.268941 -0.246267 0.63408	0.895317 0.0649143 -0.0349195 0.439288	0.897652 0.00526538 -0.00564594 0.440638	0.860315 -0.0862974 -0.184718 0.467216	0.737427 -0.0125836 0.00729986 0.67527	0.602929 -0.0136976 0.00490002 0.797663	0.680468 0.0406533 0.0441828 0.730314	0.743684 -0.0156584 -0.00128373 0.668346	0.609847 -0.0151643 -0.00410787 0.792364	0.699812 0.0816802 -0.0560806 0.707423	
0.775645 -0.0324033 0.0260117 0.6298	0.725943 -0.0291095 0.0302844 0.686471	0.706417 -0.0239267 0.0320843 0.706664	0.687097 0.00367846 0.00402629 0.726546	0.688396 0.00577936 -0.0120953 0.725211	0.735655 -0.0416409 -0.0448993 0.674582	0.819056 -0.00637409 -0.126946 0.559456	0.726687 0.132348 0.308575 0.599326	0.882235 -0.124507 0.027131 0.453236	0.890973 -0.00285565 -0.0350205 0.452695	0.848835 0.111374 0.217793 0.468659	0.675164 -0.268589 -0.246841 0.641158	0.891187 0.0666574 -0.0337953 0.447437	0.893621 0.00995541 -0.00532636 0.44868	0.858989 -0.0837486 -0.177602 0.472845	0.733606 -0.00653352 0.00149914 0.679542	0.605868 -0.00669395 0.000353668 0.795537	0.679842 0.0424819 0.0448817 0.730751	0.745092 -0.00313068 -0.0158582 0.666766	0.611841 -0.000203292 -0.016163 0.790816	0.694282 0.0841484 -0.0567801 0.712508	
0.776766 -0.0276509 0.0214563 0.628816	0.726329 -0.0245365 0.025439 0.686438	0.705936 -0.0191683 0.0274255 0.707485	0.686972 0.00867561 0.0005465 0.726632	0.688755 0.0111568 -0.0150424 0.724753	0.737443 -0.0395259 -0.0472329 0.672596	0.821878 -0.00795424 -0.127072 0.555253	0.725885 0.134479 0.308085 0.600075	0.879409 -0.127569 0.0258262 0.457929	0.888527 -0.0124017 -0.0338007 0.457409	0.84502 0.100989 0.209728 0.481411	0.673152 -0.267797 -0.247175 0.643472	0.887253 0.0673131 -0.0325555 0.455183	0.889716 0.0124357 -0.00440577 0.456324	0.851484 -0.0763872 -0.167111 0.491136	0.726379 -0.00391175 0.000215599 0.687283	0.612081 -0.00389837 -0.00038836 0.790785	0.680034 0.0445867 0.0463075 0.730357	0.739264 0.0136997 -0.035355 0.672347	0.617804 0.0193617 -0.0326004 0.785417	0.694863 0.0864729 -0.055842 0.711737	
0.777328 -0.0277449 0.0227989 0.62807	0.726391 -0.0253018 0.0250765 0.686358	0.705599 -0.0209453 0.0262166 0.707816	0.687987 0.00906714 -0.00220862 0.725663	0.689886 0.012837 -0.0174049 0.723595	0.737608 -0.0364727 -0.047766 0.672549	0.824785 -0.00765114 -0.125447 0.551302	0.726358 0.135877 0.306755 0.599869	0.87641 -0.128616 0.023425 0.463482	0.885551 -0.0208502 -0.0332339 0.462882	0.834626 0.0924913 0.207859 0.501636	0.675259 -0.265752 -0.246056 0.64254	0.884427 0.0676334 -0.0310111 0.460709	0.886905 0.013604 -0.0028743 0.461743	0.84415 -0.0704628 -0.160531 0.506632	0.718647 -0.00612758 0.00589024 0.695323	0.619874 -0.00685596 0.00502373 0.784655	0.680352 0.0463122 0.0474576 0.72988	0.729099 0.0278117 -0.0500831 0.682007	0.626562 0.0345421 -0.0457018 0.777264	0.697619 0.0882863 -0.0541109 0.708947	
0.777239 -0.0307459 0.027302 0.627861	0.726167 -0.0288607 0.0277296 0.686353	0.705708 -0.0258785 0.0276041 0.707492	0.689305 0.00625688 -0.00294382 0.724438	0.691087 0.0109892 -0.0179351 0.722466	0.737658 -0.0352796 -0.0465796 0.672641	0.827449 -0.00740601 -0.122976 0.547859	0.727047 0.13687 0.304481 0.599967	0.874934 -0.12957 0.0210287 0.466111	0.884057 -0.027245 -0.0331597 0.465405	0.827651 0.0861162 0.211801 0.51256	0.676752 -0.263663 -0.245011 0.642229	0.884048 0.0692645 -0.0299974 0.461261	0.886643 0.0142031 -0.00128037 0.462234	0.843054 -0.0673166 -0.160489 0.508893	0.712244 -0.0120657 0.0162627 0.70164	0.626917 -0.0138542 0.0147688 0.778823	0.680768 0.0456865 0.0471833 0.729549	0.718084 0.0305892 -0.048969 0.693558	0.636419 0.03585 -0.0452597 0.76918	0.699202 0.0827933 -0.0576645 0.707769	
0.775151 -0.0338554 0.0320264 0.630054	0.724975 -0.0323654 0.0312916 0.687302	0.705439 -0.0302737 0.0302198 0.707478	0.690081 0.00370601 -0.00267009 0.723718	0.692017 0.00893475 -0.0179932 0.721602	0.738682 -0.0339403 -0.0451393 0.671684	0.828802 -0.00725629 -0.120844 0.546288	0.727064 0.138062 0.30212 0.600866	0.876242 -0.131109 0.0199621 0.463262	0.885442 -0.0313292 -0.0324752 0.462553	0.828751 0.0826047 0.216988 0.50918	0.67768 -0.261769 -0.245047 0.642012	0.886142 0.0718094 -0.0292762 0.45688	0.888924 0.0147405 0.000131554 0.457817	0.848276 -0.0699412 -0.164056 0.49862	0.708286 -0.0195899 0.028048 0.705096	0.631962 -0.0223724 0.025883 0.774244	0.680726 0.0439831 0.0458222 0.729779	0.710565 0.0214329 -0.0350031 0.702433	0.644295 0.0245034 -0.0329268 0.763675	0.700308 0.0803823 -0.0581205 0.706916	
0.772383 -0.0358087 0.0349733 0.633182	0.723779 -0.0347023 0.0338937 0.688325	0.705072 -0.0329182 0.0323548 0.707632	0.689785 0.00279655 -0.00271018 0.724004	0.692027 0.00842029 -0.0185948 0.721583	0.740823 -0.032062 -0.0444715 0.669459	0.829446 -0.00686987 -0.119345 0.545645	0.727421 0.138793 0.299883 0.601386	0.880963 -0.132611 0.0201904 0.453774	0.89028 -0.0329182 -0.0308561 0.453173	0.83725 0.0799368 0.220824 0.493821	0.677966 -0.260341 -0.245754 0.64202	0.889262 0.0746799 -0.0293431 0.450305	0.892274 0.0145294 0.00109659 0.451259	0.853816 -0.0731349 -0.165677 0.488058	0.705375 -0.0274723 0.0397747 0.707184	0.635731 -0.0310916 0.0370144 0.770395	0.680965 0.0420851 0.044053 0.729777	0.706018 0.0104049 -0.0200195 0.707835	0.649679 0.011909 -0.019163 0.759874	0.700838 0.0790633 -0.0576984 0.706573	
