Hips	Spine	Spine1	Spine2	Spine3	Neck	Head	RightShoulder	RightArm	RightForeArm	RightHand	LeftShoulder	LeftArm	LeftForeArm	LeftHand	RightUpLeg	RightLeg	RightFoot	LeftUpLeg	LeftLeg	LeftFoot	
-3.2924 34.9844 7.4334	-3.18524 37.4921 9.30747	-3.34866 40.8746 10.0873	-3.52925 44.3151 10.5425	-3.83443 47.7725 10.7148	-4.57897 56.9181 9.86852	-4.70799 61.6072 8.95869	-3.11455 54.2661 9.17375	2.50694 55.6605 9.62235	12.9275 55.189 10.6602	21.1883 57.0953 7.74341	-5.43815 54.0607 8.99824	-11.1321 55.0644 8.43403	-21.4022 54.0645 10.2816	-29.9197 55.3452 7.79272	0.122953 33.8 7.41316	2.04925 18.2232 5.41013	3.80314 2.11915 9.47264	-6.80787 34.1468 7.34546	-5.62423 18.3716 7.02236	-4.38092 1.85004 9.12263	
-3.2111 34.9833 7.3239	-3.12549 37.5079 9.17624	-3.26943 40.8888 9.96698	-3.43178 44.3262 10.4509	-3.73275 47.7834 10.6354	-4.47494 56.9311 9.81032	-4.61574 61.626 8.93261	-3.01548 54.2795 9.10375	2.61956 55.6247 9.53202	13.0445 55.135 10.5162	21.2989 57.0422 7.5818	-5.34 54.076 8.9384	-11.0471 55.0276 8.41909	-21.3059 54.0454 10.3379	-29.8354 55.3694 7.91366	0.206144 33.8044 7.34637	1.89762 18.1094 6.26735	3.78883 1.86757 9.66556	-6.72427 34.1391 7.21052	-5.58168 18.3601 6.93388	-4.38105 1.8472 9.12567	
-3.10571 35.0711 7.2153	-3.10353 37.602 9.06095	-3.23833 40.9779 9.87438	-3.38381 44.4116 10.3898	-3.66492 47.8704 10.5743	-4.35919 57.0203 9.7322	-4.51969 61.719 8.87845	-2.91569 54.3594 9.02788	2.73892 55.6222 9.44894	13.166 55.0778 10.3804	21.4038 56.9786 7.39575	-5.24163 54.1682 8.86794	-10.9671 55.0371 8.40978	-21.2078 54.0197 10.4055	-29.7414 55.3791 8.01567	0.335473 33.9666 7.29436	1.83279 18.2255 6.71486	3.65924 1.91231 9.79125	-6.59761 34.1507 7.05012	-5.5059 18.3667 6.85957	-4.37958 1.85916 9.12925	
-3.01171 35.2091 7.1457	-3.1264 37.7473 8.97782	-3.28774 41.1209 9.79582	-3.43564 44.5525 10.3238	-3.67062 48.0147 10.5084	-4.23314 57.1731 9.65971	-4.41666 61.8736 8.82053	-2.82526 54.4917 8.96101	2.84119 55.7005 9.38135	13.2655 55.0373 10.2652	21.4827 56.9007 7.20116	-5.15319 54.3333 8.79425	-10.8922 55.1443 8.40336	-21.1022 54.012 10.4919	-29.6346 55.3634 8.09343	0.459756 34.2128 7.30121	1.87608 18.457 6.96852	3.59737 2.08009 9.75286	-6.46915 34.1795 6.91358	-5.4008 18.3933 6.79614	-4.35732 1.88762 9.11886	
-2.93231 35.3456 7.132	-3.14621 37.8993 8.93336	-3.35455 41.2756 9.72948	-3.51975 44.7084 10.2439	-3.70408 48.1733 10.4379	-4.11245 57.343 9.62471	-4.31153 62.0445 8.79468	-2.74578 54.6417 8.92092	2.92307 55.8436 9.32843	13.3413 55.0509 10.1767	21.5431 56.8255 7.02012	-5.07525 54.5222 8.74357	-10.8166 55.3329 8.38825	-20.9927 54.0684 10.5646	-29.537 55.3528 8.17149	0.558238 34.4359 7.36945	1.92953 18.6746 7.12217	3.56755 2.2532 9.68636	-6.35832 34.2297 6.84051	-5.29445 18.4428 6.78157	-4.3231 1.93262 9.10344	
-2.85871 35.438 7.159	-3.13436 38.0136 8.92033	-3.38465 41.3948 9.683	-3.57042 44.8306 10.17	-3.72059 48.2966 10.3713	-4.01282 57.4745 9.60033	-4.20848 62.1785 8.78418	-2.67638 54.7599 8.88946	2.99161 55.9721 9.27811	13.4085 55.12 10.0845	21.6124 56.7964 6.87989	-5.00635 54.6699 8.70158	-10.7424 55.5171 8.34546	-20.9014 54.2083 10.5749	-29.484 55.4109 8.27819	0.638574 34.5764 7.4663	2.00278 18.8139 7.25259	3.59148 2.3625 9.6497	-6.26517 34.2744 6.82736	-5.22859 18.4856 6.80419	-4.3082 1.96788 9.09253	
-2.78451 35.4818 7.1977	-3.08486 38.0786 8.92355	-3.35703 41.4644 9.65767	-3.55859 44.9026 10.1208	-3.6976 48.3693 10.3192	-3.93825 57.5496 9.56023	-4.10981 62.2582 8.76537	-2.61423 54.8289 8.84962	3.05584 56.036 9.2234	13.4784 55.2022 9.97388	21.6943 56.8202 6.7702	-4.94407 54.7517 8.65454	-10.6737 55.6321 8.27656	-20.8391 54.3961 10.518	-29.4714 55.5479 8.3873	0.71246 34.6357 7.54854	2.11768 18.876 7.4146	3.67866 2.3974 9.63712	-6.184 34.3029 6.84907	-5.20232 18.5106 6.85621	-4.31955 1.9837 9.09275	
-2.70291 35.485 7.2253	-2.99815 38.098 8.92745	-3.27415 41.4871 9.6445	-3.48588 44.9264 10.0948	-3.63355 48.3935 10.2797	-3.88497 57.5713 9.49373	-4.0175 62.2853 8.7243	-2.55686 54.8501 8.79235	3.11823 56.0351 9.16067	13.5486 55.2595 9.86337	21.7695 56.8682 6.6677	-4.8864 54.7694 8.59524	-10.6102 55.6765 8.19327	-20.7974 54.5842 10.4104	-29.4759 55.7223 8.46845	0.790812 34.6312 7.58973	2.236 18.8746 7.55789	3.76694 2.37554 9.6451	-6.10544 34.3135 6.88127	-5.1911 18.5173 6.93114	-4.34036 1.97972 9.1004	
-2.61322 35.4655 7.2341	-2.88509 38.0878 8.92582	-3.15445 41.4787 9.63681	-3.37208 44.9182 10.0829	-3.54084 48.3853 10.2474	-3.845 57.5566 9.4063	-3.93175 62.276 8.66283	-2.50206 54.8389 8.72016	3.17867 55.995 9.09337	13.6139 55.2703 9.77834	21.8222 56.9012 6.56172	-4.83127 54.7438 8.52559	-10.5487 55.6832 8.10691	-20.7589 54.7387 10.2857	-29.4709 55.8882 8.5074	0.877496 34.5938 7.58459	2.32582 18.8377 7.67605	3.80459 2.32207 9.66803	-6.02397 34.3117 6.91277	-5.17209 18.5123 7.03395	-4.35428 1.96096 9.10873	
-2.52022 35.4458 7.2236	-2.76507 38.0689 8.91811	-3.02525 41.4604 9.63021	-3.24691 44.8998 10.0746	-3.43911 48.3667 10.2183	-3.80619 57.5299 9.31635	-3.85024 62.253 8.59323	-2.44673 54.8166 8.6454	3.23937 55.9433 9.02645	13.6748 55.2355 9.72579	21.859 56.9037 6.46711	-4.77569 54.7047 8.45679	-10.4864 55.6773 8.02217	-20.7109 54.8443 10.1792	-29.4394 56.0218 8.50336	0.969239 34.5575 7.54373	2.3746 18.7989 7.77024	3.80939 2.27014 9.68369	-5.93903 34.3081 6.93157	-5.13922 18.5071 7.15174	-4.35873 1.94044 9.11545	
-2.43692 35.4335 7.19781	-2.65786 38.0508 8.90453	-2.90704 41.4427 9.61858	-3.12896 44.8827 10.0584	-3.3397 48.3491 10.1862	-3.7604 57.5053 9.23808	-3.77162 62.2304 8.52688	-2.38798 54.7961 8.57692	3.30251 55.9002 8.95902	13.734 55.1727 9.69561	21.8919 56.8856 6.39455	-4.71686 54.6704 8.39616	-10.4222 55.6684 7.94933	-20.6515 54.8981 10.1071	-29.3787 56.1202 8.45609	1.05302 34.5344 7.48035	2.38132 18.7723 7.86952	3.78025 2.22986 9.6891	-5.86158 34.3063 6.93501	-5.09886 18.5056 7.27648	-4.35418 1.92346 9.11959	
-2.37592 35.4324 7.17141	-2.57744 38.0442 8.88895	-2.81255 41.4374 9.6015	-3.02918 44.8787 10.0337	-3.25061 48.3448 10.1508	-3.70708 57.4962 9.17294	-3.69348 62.2223 8.46894	-2.32718 54.7897 8.51648	3.36708 55.8766 8.89134	13.7922 55.1055 9.6733	21.9259 56.8602 6.33488	-4.65617 54.6551 8.34381	-10.3597 55.6605 7.89072	-20.5866 54.9144 10.0683	-29.298 56.1916 8.37625	1.11508 34.5272 7.41924	2.36867 18.7644 7.98611	3.73468 2.20684 9.68965	-5.80451 34.3112 6.93584	-5.06581 18.5121 7.38673	-4.34579 1.91715 9.12147	
-2.33831 35.4374 7.1559	-2.52387 38.0517 8.87143	-2.74405 41.4472 9.5777	-2.95157 44.89 10.0024	-3.17415 48.3562 10.1134	-3.64157 57.5055 9.12065	-3.61632 62.2322 8.42082	-2.26101 54.7991 8.46521	3.43628 55.8711 8.83689	13.8558 55.0586 9.64967	21.9732 56.8383 6.28468	-4.59034 54.662 8.29912	-10.2967 55.6556 7.85523	-20.5197 54.9097 10.0512	-29.207 56.2476 8.28388	1.15296 34.5272 7.3805	2.36095 18.7661 8.07784	3.70056 2.19701 9.68791	-5.77016 34.3211 6.94576	-5.04866 18.5245 7.49975	-4.34375 1.91753 9.12207	
-2.30651 35.4465 7.1592	-2.48149 38.0734 8.8565	-2.69322 41.4716 9.55234	-2.89338 44.9156 9.9703	-3.10952 48.3824 10.078	-3.56546 57.5315 9.07884	-3.53916 62.2587 8.38215	-2.1905 54.8225 8.42242	3.50957 55.8795 8.79468	13.9269 55.0433 9.61227	22.042 56.8232 6.24197	-4.52041 54.6888 8.26183	-10.232 55.6602 7.83694	-20.452 54.8975 10.0412	-29.1096 56.2913 8.17424	1.185 34.5348 7.37362	2.3735 18.775 8.13274	3.6962 2.19935 9.68824	-5.74032 34.3319 6.97372	-5.0411 18.5368 7.59492	-4.34728 1.9203 9.12214	
-2.26841 35.4602 7.1712	-2.43632 38.1039 8.84301	-2.64708 41.5044 9.52755	-2.84396 44.9494 9.93893	-3.05064 48.4168 10.0451	-3.48318 57.567 9.04542	-3.46192 62.2944 8.35021	-2.11711 54.854 8.38662	3.585 55.9004 8.75763	14.0034 55.0622 9.55948	22.1317 56.814 6.20616	-4.44772 54.7268 8.23085	-10.1642 55.6765 7.82328	-20.3833 54.8966 10.0255	-29.0103 56.3303 8.04996	1.22365 34.5496 7.38148	2.40762 18.7913 8.1786	3.71586 2.21019 9.68646	-5.70318 34.3448 7.00972	-5.03245 18.5503 7.67559	-4.35387 1.92608 9.12356	
-2.22152 35.4733 7.1808	-2.38579 38.1305 8.83143	-2.59814 41.533 9.50509	-2.79417 44.9791 9.90885	-2.9921 48.4469 10.0154	-3.40045 57.5989 9.02194	-3.38347 62.3265 8.32767	-2.04328 54.8825 8.35908	3.65912 55.9306 8.7205	14.0805 55.1048 9.49573	22.2322 56.8126 6.17685	-4.37451 54.762 8.20742	-10.0933 55.7023 7.81058	-20.3142 54.9092 9.99974	-28.9118 56.3693 7.91853	1.27178 34.5666 7.38738	2.45411 18.809 8.19911	3.74681 2.22478 9.68684	-5.65606 34.3545 7.03942	-5.01809 18.5604 7.74698	-4.36269 1.92922 9.12329	
-2.17262 35.4859 7.1822	-2.33378 38.1502 8.82159	-2.54597 41.5545 9.48669	-2.74113 45.0015 9.88256	-2.93282 48.4697 9.98959	-3.32286 57.6233 9.00345	-3.30672 62.351 8.31011	-1.9726 54.9044 8.33652	3.7284 55.9646 8.68447	14.1534 55.1542 9.42574	22.3322 56.8179 6.15123	-4.30431 54.7891 8.18835	-10.0224 55.7345 7.79292	-20.247 54.9372 9.96317	-28.8192 56.4113 7.78893	1.3212 34.5805 7.38553	2.49541 18.8228 8.20758	3.77052 2.23656 9.68813	-5.60733 34.3661 7.05278	-5.00035 18.5726 7.7983	-4.37193 1.93634 9.12512	
-2.12362 35.495 7.1738	-2.28182 38.1607 8.81112	-2.49068 41.5662 9.47131	-2.6825 45.014 9.86128	-2.87058 48.4824 9.96783	-3.25094 57.6368 8.98497	-3.23045 62.3646 8.29222	-1.90453 54.9165 8.31581	3.79449 55.9916 8.65029	14.2229 55.1926 9.35604	22.428 56.8225 6.13068	-4.23652 54.804 8.16997	-9.95256 55.7602 7.77099	-20.1828 54.9756 9.91904	-28.735 56.4571 7.67211	1.37005 34.5883 7.37395	2.52392 18.8298 8.20937	3.77603 2.24166 9.68814	-5.55894 34.3766 7.0492	-4.97871 18.5834 7.82439	-4.37752 1.94405 9.12434	
-2.07832 35.4973 7.15911	-2.23251 38.1607 8.80061	-2.43491 41.5669 9.459	-2.62087 45.0155 9.8449	-2.80666 48.4841 9.94935	-3.18281 57.6383 8.96355	-3.15709 62.3663 8.27219	-1.83787 54.9172 8.29498	3.85946 56.0041 8.61998	14.2897 55.2071 9.30013	22.5127 56.8178 6.111	-4.16995 54.8057 8.1497	-9.88338 55.7723 7.73855	-20.1205 55.0132 9.86315	-28.6595 56.5038 7.57311	1.41432 34.586 7.35625	2.53998 18.8262 8.20568	3.76623 2.23657 9.68898	-5.51506 34.3833 7.03435	-4.95394 18.5903 7.82763	-4.37486 1.95 9.1253	
-2.03972 35.4926 7.14081	-2.18991 38.1527 8.78806	-2.3831 41.5593 9.44714	-2.56059 45.0084 9.83234	-2.7437 48.4773 9.93313	-3.11494 57.6306 8.93763	-3.08544 62.3588 8.24794	-1.77086 54.9082 8.27271	3.92552 56.0006 8.59598	14.3563 55.2015 9.26488	22.5888 56.8019 6.09494	-4.10291 54.7977 8.12612	-9.81448 55.7694 7.7015	-20.06 55.0419 9.79638	-28.5928 56.5489 7.4936	1.45164 34.5759 7.33561	2.54914 18.8148 8.19827	3.75033 2.22398 9.68862	-5.47807 34.3838 7.01404	-4.93014 18.5909 7.81848	-4.36907 1.9506 9.12387	
-2.00562 35.4837 7.11911	-2.15233 38.1406 8.77177	-2.33598 41.5474 9.43279	-2.50454 44.9968 9.81918	-2.68382 48.466 9.91626	-3.04638 57.6184 8.90903	-3.01721 62.3466 8.21912	-1.70362 54.8941 8.24922	3.99279 55.9853 8.57593	14.4231 55.1823 9.24792	22.6563 56.7812 6.07923	-4.03556 54.7852 8.09969	-9.74531 55.7619 7.66206	-19.9986 55.0623 9.72805	-28.5282 56.5885 7.42616	1.48435 34.5615 7.31287	2.55985 18.7996 8.18898	3.73962 2.20814 9.68898	-5.44555 34.3801 6.98925	-4.90914 18.5874 7.80289	-4.36361 1.94762 9.12216	
-1.96942 35.4755 7.10091	-2.11671 38.1305 8.75667	-2.29402 41.5372 9.41943	-2.45577 44.9869 9.80684	-2.6296 48.4564 9.9005	-2.97645 57.6083 8.8828	-2.94886 62.3365 8.19333	-1.63685 54.8812 8.22808	4.06068 55.9652 8.55926	14.4894 55.1549 9.24725	22.7157 56.7587 6.0633	-3.96871 54.7758 8.07495	-9.67604 55.76 7.62291	-19.9346 55.0799 9.66908	-28.4633 56.6214 7.37369	1.52006 34.5519 7.29669	2.57707 18.789 8.17658	3.73749 2.19752 9.69196	-5.40961 34.3733 6.96661	-4.88832 18.5804 7.78817	-4.36033 1.94104 9.11911	
