Hips	Spine	Spine1	Spine2	Spine3	Neck	Head	RightShoulder	RightArm	RightForeArm	RightHand	LeftShoulder	LeftArm	LeftForeArm	LeftHand	RightUpLeg	RightLeg	RightFoot	LeftUpLeg	LeftLeg	LeftFoot	
0.69598 -0.0858901 0.0795463 0.708454	0.712525 -0.0826644 0.0784438 0.69233	0.719102 -0.0893973 0.0737257 0.685176	0.70381 -0.122841 0.0806722 0.695021	0.702148 -0.126401 0.0867095 0.695336	0.696337 -0.0653005 0.100025 0.707705	0.655654 -0.0420145 0.12368 0.743677	0.707405 -0.0429413 0.154738 0.688324	0.893746 0.00609644 0.0884907 0.439716	0.893153 0.0331207 0.0751532 0.44219	0.80852 0.188976 0.380606 0.40709	0.676755 -0.0999048 0.0285346 0.728839	0.865161 -0.0822782 -0.122943 0.479178	0.868621 -0.0277813 -0.152794 0.470511	0.875913 -0.0435117 -0.157939 0.453804	0.731424 -0.0452129 0.0391639 0.679295	0.635662 -0.0499738 0.032873 0.769646	0.7104 -0.0603785 0.0400386 0.700059	0.727661 0.0292677 -0.0609691 0.682595	0.589612 0.0399881 -0.0545416 0.80485	0.687931 0.0284603 -0.0810608 0.720673	
0.706768 -0.0729392 0.07157 0.700026	0.706438 -0.0728281 0.0685056 0.700677	0.705983 -0.0759924 0.0665485 0.700989	0.710534 -0.0917103 0.079931 0.693067	0.709437 -0.0971244 0.0826515 0.693134	0.68865 -0.0860177 0.0859864 0.71482	0.678457 -0.0831001 0.0909841 0.724232	0.705635 -0.0386846 0.142803 0.692958	0.889943 0.00591549 0.0852461 0.447996	0.889804 0.0167816 0.0797695 0.449003	0.786082 0.162143 0.396532 0.445587	0.727088 -0.165804 0.0309975 0.665501	0.86615 -0.0516303 -0.129409 0.47997	0.867513 -0.0173951 -0.148257 0.474487	0.875148 -0.0526711 -0.209694 0.432862	0.73052 -0.0386413 0.0357632 0.680859	0.631654 -0.0431258 0.0302046 0.77346	0.707561 -0.0570988 0.0389619 0.703263	0.733789 0.0239734 -0.0500438 0.677108	0.583147 0.0335194 -0.0442217 0.810469	0.680989 0.0765641 -0.0793666 0.723943	
0.701423 -0.0715267 0.059583 0.706639	0.704765 -0.0673684 0.062512 0.703463	0.705372 -0.0684516 0.0624209 0.702757	0.708447 -0.0860485 0.0805906 0.695847	0.707598 -0.0923012 0.082808 0.69565	0.692201 -0.0938043 0.0835911 0.710683	0.682197 -0.0877507 0.0887446 0.720439	0.703178 -0.0477263 0.140791 0.695299	0.891052 -0.000955086 0.0876625 0.445354	0.890912 0.0158359 0.0792547 0.446927	0.787267 0.163969 0.403848 0.436156	0.724182 -0.164478 0.029504 0.669057	0.866048 -0.0474559 -0.129339 0.480604	0.86725 -0.0129606 -0.148359 0.475078	0.878508 -0.0501617 -0.217698 0.422274	0.731945 -0.0327592 0.0318863 0.679828	0.631387 -0.036837 0.0270728 0.774119	0.706293 -0.0553641 0.0393441 0.704654	0.73679 0.0189796 -0.0396088 0.674694	0.587639 0.0264887 -0.0350347 0.80793	0.673861 0.078846 -0.0767554 0.730619	
0.699528 -0.0661653 0.0467518 0.709998	0.702845 -0.0598472 0.0538242 0.706774	0.702769 -0.0585392 0.0558863 0.7068	0.707392 -0.0775014 0.0802094 0.697966	0.707657 -0.0842065 0.0822886 0.696677	0.695585 -0.10066 0.0809923 0.706732	0.68415 -0.0920464 0.0854207 0.71845	0.698957 -0.0507694 0.143799 0.698716	0.890016 -0.0108221 0.089003 0.447027	0.890022 0.0102898 0.0783756 0.449012	0.788035 0.162836 0.404206 0.43486	0.717838 -0.16509 0.0233346 0.675951	0.864948 -0.0432399 -0.127884 0.483365	0.866006 -0.00609311 -0.148503 0.477434	0.879864 -0.044832 -0.21884 0.419451	0.730463 -0.028142 0.0276464 0.681812	0.632742 -0.0315858 0.0236354 0.773357	0.704361 -0.0534763 0.0407604 0.70665	0.736055 0.0348511 -0.059081 0.673437	0.592172 0.0456031 -0.0512399 0.802887	0.668747 0.0802092 -0.0758787 0.735246	
0.700898 -0.0600183 0.0370467 0.709766	0.701453 -0.0527296 0.0461072 0.709265	0.699617 -0.0497119 0.0497631 0.711047	0.707427 -0.0704389 0.0794059 0.698771	0.709021 -0.0773418 0.0818571 0.696137	0.697595 -0.105522 0.0786655 0.7043	0.685776 -0.0956483 0.0815559 0.716876	0.697048 -0.0490678 0.148464 0.699768	0.887276 -0.0193498 0.0895571 0.452047	0.887486 0.00114298 0.0790953 0.453995	0.784338 0.156169 0.397637 0.449789	0.713237 -0.167118 0.0175423 0.680483	0.863704 -0.0399583 -0.127113 0.486067	0.864628 0.000412687 -0.14967 0.479602	0.873962 -0.0349818 -0.211285 0.436263	0.726218 -0.026169 0.025993 0.686475	0.635392 -0.029193 0.0225438 0.771308	0.702923 -0.0529992 0.041414 0.708078	0.730772 0.0560468 -0.0865655 0.674787	0.595831 0.0708586 -0.0749259 0.796461	0.666987 0.0813667 -0.0730976 0.736997	
0.703064 -0.0577157 0.0321316 0.708052	0.700605 -0.0495956 0.0415058 0.710613	0.69684 -0.0460931 0.0456498 0.714287	0.708243 -0.067241 0.0781456 0.698401	0.71083 -0.073831 0.0814337 0.694722	0.698132 -0.10785 0.0770825 0.70359	0.687473 -0.097809 0.0787624 0.71527	0.697782 -0.0465491 0.151585 0.698538	0.884181 -0.0241126 0.089382 0.457878	0.88447 -0.00841029 0.0812384 0.459393	0.775271 0.146045 0.392956 0.472451	0.712439 -0.168507 0.0161868 0.681009	0.862477 -0.037956 -0.127993 0.48817	0.8633 0.00452076 -0.151855 0.481283	0.865626 -0.0235797 -0.201469 0.457763	0.720581 -0.0274593 0.0292104 0.69221	0.639146 -0.030537 0.0259761 0.76804	0.702343 -0.0535662 0.0412521 0.70862	0.719732 0.0823758 -0.118056 0.679163	0.600113 0.100424 -0.103141 0.786855	0.668204 0.0829316 -0.0706411 0.735959	
0.703894 -0.0594395 0.0317985 0.707099	0.700162 -0.0507491 0.0402231 0.711041	0.695433 -0.0479523 0.0437057 0.715656	0.709186 -0.0675924 0.0766516 0.697575	0.712129 -0.073341 0.0811127 0.69348	0.698087 -0.1081 0.0768082 0.703626	0.688972 -0.0984573 0.0778227 0.71384	0.699829 -0.0458777 0.151727 0.696501	0.882582 -0.0252538 0.0891736 0.460933	0.882807 -0.0155342 0.0840928 0.461887	0.767059 0.138318 0.39693 0.484702	0.713811 -0.168191 0.0185211 0.67959	0.862504 -0.0371723 -0.129347 0.487827	0.863277 0.00683494 -0.154041 0.480601	0.862638 -0.0150027 -0.199837 0.464432	0.715263 -0.0307762 0.0357885 0.697259	0.6432 -0.0341477 0.0325873 0.764242	0.70237 -0.0547031 0.0405548 0.708548	0.705921 0.105635 -0.142178 0.685786	0.605496 0.124087 -0.126394 0.775888	0.670986 0.0847715 -0.0693257 0.733339	
0.703667 -0.0622619 0.0342355 0.706969	0.700104 -0.0531249 0.0414701 0.710854	0.695693 -0.0515078 0.043899 0.715144	0.70961 -0.0702344 0.0756243 0.696994	0.712368 -0.075568 0.0807762 0.693035	0.698508 -0.106842 0.0772893 0.703348	0.690327 -0.097978 0.078448 0.712527	0.700844 -0.0463447 0.150196 0.695781	0.884552 -0.0247288 0.0900951 0.456989	0.8847 -0.0186844 0.0869705 0.457594	0.766554 0.135859 0.406371 0.47833	0.715258 -0.165846 0.0207406 0.67858	0.864593 -0.0371784 -0.129906 0.483964	0.865353 0.0082312 -0.155117 0.476483	0.868434 -0.0154318 -0.207303 0.450122	0.710392 -0.0338217 0.0421122 0.701731	0.647174 -0.0373302 0.0390358 0.760427	0.702782 -0.0561633 0.0392179 0.708099	0.693363 0.122235 -0.157072 0.692557	0.610496 0.139232 -0.142224 0.766604	0.67377 0.086112 -0.0684318 0.730709	
0.702746 -0.0641855 0.0365865 0.707594	0.700234 -0.0549623 0.0431369 0.710487	0.697052 -0.0541427 0.0448871 0.713563	0.709481 -0.0729048 0.0745177 0.696971	0.711833 -0.0783338 0.0795626 0.693417	0.699717 -0.104099 0.0775784 0.702525	0.69128 -0.0970068 0.0795211 0.711617	0.699528 -0.0465487 0.148559 0.697441	0.888977 -0.0241622 0.0921123 0.447941	0.889117 -0.0182983 0.0891559 0.448538	0.772354 0.136622 0.415714 0.460419	0.716226 -0.163418 0.0211536 0.678136	0.867154 -0.0364392 -0.129799 0.479445	0.867878 0.00847461 -0.154431 0.472088	0.875009 -0.0210071 -0.217507 0.431982	0.706336 -0.0369264 0.0482075 0.705267	0.650301 -0.0405068 0.0452408 0.757246	0.703059 -0.0570369 0.0384058 0.707799	0.685271 0.130471 -0.162648 0.697801	0.613997 0.145702 -0.149157 0.761269	0.67573 0.0868015 -0.0676144 0.728891	
0.702039 -0.0654149 0.0372176 0.708151	0.700829 -0.0562654 0.0438193 0.709755	0.698848 -0.0555908 0.0453996 0.71166	0.709326 -0.073675 0.0729954 0.697209	0.71129 -0.0791267 0.0775386 0.694113	0.700664 -0.100764 0.0772537 0.702103	0.691529 -0.0959787 0.0803513 0.71142	0.69716 -0.0463836 0.147266 0.700093	0.892686 -0.0236679 0.0939316 0.440146	0.892848 -0.0164654 0.0903777 0.440889	0.778616 0.138147 0.421766 0.443605	0.716478 -0.161352 0.0204021 0.678387	0.868055 -0.0348949 -0.129408 0.478035	0.868724 0.00744159 -0.152546 0.471162	0.879238 -0.0269928 -0.222097 0.420577	0.703398 -0.0396657 0.0531156 0.707698	0.652156 -0.0432849 0.05021 0.75518	0.703281 -0.0572697 0.0383784 0.707562	0.680967 0.132421 -0.162092 0.701765	0.616558 0.146174 -0.149808 0.758978	0.676551 0.0867682 -0.0665751 0.728229	
