Hips	Spine	Spine1	Spine2	Spine3	Neck	Head	RightShoulder	RightArm	RightForeArm	RightHand	LeftShoulder	LeftArm	LeftForeArm	LeftHand	RightUpLeg	RightLeg	RightFoot	LeftUpLeg	LeftLeg	LeftFoot	
-2.3012 35.0702 8.0851	-2.29498 36.9367 10.6051	-2.31547 40.2698 11.6023	-2.37324 43.6962 12.2025	-2.49769 47.1663 11.9855	-2.6892 56.1504 9.89843	-2.66526 60.8757 9.15336	-1.30153 53.4773 9.62614	3.69567 56.494 10.6245	13.945 54.4256 10.9551	22.8614 54.6164 8.28497	-3.65981 53.3504 9.29604	-8.85984 56.139 9.79858	-18.9087 53.3748 8.89396	-27.4244 53.1538 5.13885	1.2091 33.9824 7.81215	2.66582 18.5171 3.64181	3.15128 4.17021 10.3323	-5.85993 34.214 7.65807	-4.94946 18.2649 9.52568	-4.1663 2.49564 10.77	
-2.2316 34.9792 7.8604	-2.18348 36.8435 10.3816	-2.17403 40.1693 11.4031	-2.21257 43.5901 12.036	-2.35208 47.0622 11.8654	-2.60717 56.0695 9.8877	-2.60624 60.7956 9.14747	-1.20747 53.4073 9.57285	3.7832 56.428 10.5915	14.0407 54.3954 10.8909	22.9572 54.6375 8.22538	-3.56751 53.2716 9.25917	-8.76815 56.0449 9.83495	-18.8276 53.322 8.92302	-27.36 53.1709 5.20262	1.25902 33.8338 7.57127	2.47923 18.0453 4.75621	3.07317 3.45043 10.8774	-5.80583 34.1822 7.44852	-4.91493 18.251 9.4723	-4.1732 2.48436 10.7736	
-2.13571 34.9451 7.67821	-2.0767 36.8049 10.2025	-2.04629 40.1243 11.244	-2.07117 43.5402 11.9035	-2.21972 47.0134 11.7649	-2.51637 56.035 9.86014	-2.54089 60.7615 9.12271	-1.10953 53.3803 9.5163	3.88769 56.3804 10.5633	14.1493 54.3634 10.8272	23.0615 54.6613 8.15335	-3.47085 53.239 9.21492	-8.68791 55.9623 9.87463	-18.7515 53.2556 8.9604	-27.2892 53.1789 5.24978	1.35185 33.7935 7.37699	2.31621 17.8324 5.64328	2.95738 2.98026 11.1053	-5.71264 34.1557 7.27523	-4.85916 18.2355 9.3988	-4.16755 2.47291 10.7748	
-2.02821 34.9428 7.53251	-1.98559 36.8048 10.0555	-1.95774 40.1188 11.1144	-1.98095 43.5303 11.7961	-2.12606 47.0043 11.677	-2.42111 56.0351 9.81544	-2.47508 60.763 9.08869	-1.01667 53.3811 9.45607	3.98535 56.3655 10.5249	14.2466 54.3437 10.7618	23.1528 54.6788 8.07193	-3.37871 53.2427 9.15905	-8.60986 55.9182 9.8981	-18.6696 53.1865 9.01666	-27.2069 53.163 5.30447	1.46617 33.8095 7.24121	2.20709 17.7608 6.47821	2.83902 2.66995 11.2425	-5.59985 34.1342 7.12092	-4.79915 18.2193 9.30455	-4.15307 2.46327 10.7745	
-1.92351 34.9513 7.41821	-1.912 36.821 9.93588	-1.89791 40.1309 11.0077	-1.92628 43.5389 11.7067	-2.0609 47.0138 11.6041	-2.32641 56.0537 9.78279	-2.40783 60.782 9.06136	-0.928833 53.3974 9.41424	4.07144 56.3841 10.4845	14.33 54.3461 10.6978	23.2305 54.6937 7.9908	-3.29065 53.2671 9.11187	-8.52944 55.9116 9.90598	-18.5788 53.1278 9.07058	-27.1147 53.1357 5.35499	1.5764 33.8254 7.16736	2.13144 17.7512 7.10222	2.73243 2.49343 11.3058	-5.48869 34.1329 6.97126	-4.74405 18.2215 9.19888	-4.13374 2.47347 10.7668	
-1.82171 34.9843 7.33141	-1.8538 36.859 9.84515	-1.85413 40.167 10.9229	-1.88734 43.5732 11.6306	-2.01017 47.0489 11.5397	-2.24029 56.0963 9.75106	-2.33869 60.8246 9.03182	-0.849197 53.437 9.37863	4.14898 56.4283 10.4463	14.4034 54.3673 10.6375	23.2966 54.7112 7.90637	-3.21007 53.3151 9.06554	-8.45682 55.9327 9.89563	-18.4921 53.0852 9.10667	-27.0333 53.0964 5.40338	1.68539 33.8701 7.13448	2.15868 17.8009 7.63288	2.66645 2.40929 11.3303	-5.37706 34.1526 6.83363	-4.69098 18.2377 9.05518	-4.10699 2.50197 10.7517	
-1.73471 35.0386 7.26711	-1.8017 36.9136 9.77999	-1.81538 40.2206 10.8604	-1.8535 43.6263 11.5703	-1.96583 47.1026 11.4872	-2.16624 56.1557 9.72451	-2.27848 60.8833 9.00229	-0.779603 53.4944 9.35084	4.21749 56.4893 10.4132	14.4688 54.4116 10.5875	23.3531 54.7411 7.82543	-3.13923 53.3789 9.02609	-8.39517 55.9722 9.87407	-18.4177 53.0687 9.12783	-26.9659 53.0515 5.44082	1.77744 33.9338 7.1121	2.26437 17.8872 8.09333	2.68384 2.39183 11.3412	-5.28166 34.1974 6.7272	-4.64728 18.2753 8.91277	-4.08162 2.55259 10.7312	
-1.65931 35.0866 7.2278	-1.74225 36.9684 9.73507	-1.76466 40.2757 10.8148	-1.80505 43.6814 11.5244	-1.91394 47.1579 11.4474	-2.10551 56.2149 9.70373	-2.22111 60.9413 8.974	-0.719592 53.5536 9.32725	4.27849 56.5499 10.3811	14.5296 54.4698 10.5386	23.4043 54.7841 7.74432	-3.07859 53.4402 8.99731	-8.33922 56.0224 9.84995	-18.3527 53.0823 9.12563	-26.9132 53.0026 5.46817	1.85484 33.9852 7.09531	2.35386 17.9676 8.46614	2.71577 2.3982 11.3462	-5.2023 34.24 6.6706	-4.60774 18.3092 8.80314	-4.05512 2.59686 10.7131	
-1.58981 35.1143 7.20561	-1.67056 37.0102 9.70233	-1.69966 40.319 10.777	-1.74428 43.7253 11.4833	-1.85618 47.2019 11.4111	-2.05723 56.2616 9.68245	-2.1715 60.9871 8.94693	-0.669787 53.6019 9.29968	4.32693 56.603 10.3464	14.5798 54.5303 10.4875	23.4471 54.8345 7.66875	-3.02916 53.4872 8.97287	-8.28999 56.0686 9.82697	-18.3001 53.1168 9.10508	-26.8744 52.965 5.48212	1.92471 34.0138 7.07494	2.40518 18.0288 8.78929	2.75447 2.40451 11.3566	-5.13308 34.2629 6.65758	-4.57506 18.3279 8.76841	-4.0506 2.61786 10.7053	
-1.52501 35.1113 7.1956	-1.593 37.0264 9.678	-1.62661 40.3382 10.7435	-1.67678 43.7457 11.4437	-1.79583 47.2221 11.3753	-2.0154 56.2838 9.65964	-2.1251 61.0092 8.92272	-0.626497 53.6263 9.26715	4.36692 56.6346 10.309	14.6243 54.5831 10.434	23.4882 54.8974 7.60568	-2.98716 53.5092 8.95069	-8.24053 56.1039 9.81027	-18.251 53.1569 9.07298	-26.8449 52.9396 5.50042	1.98928 34.0114 7.05417	2.41239 18.0611 9.0784	2.77424 2.39405 11.3686	-5.07081 34.2541 6.67364	-4.54435 18.32 8.79962	-4.05982 2.60566 10.7116	
