Hips	Spine	Spine1	Spine2	Spine3	Neck	Head	RightShoulder	RightArm	RightForeArm	RightHand	LeftShoulder	LeftArm	LeftForeArm	LeftHand	RightUpLeg	RightLeg	RightFoot	LeftUpLeg	LeftLeg	LeftFoot	
0.762909 -0.0539049 0.0849784 0.638626	0.711364 -0.0743021 0.0610964 0.69621	0.694646 -0.0778463 0.0537646 0.713103	0.685742 -0.037585 0.00730893 0.726837	0.687154 -0.0293623 -0.00904727 0.725862	0.719473 -0.0400169 -0.0340605 0.692529	0.792786 -0.0177953 -0.114557 0.598373	0.715176 0.152945 0.338906 0.591839	0.886477 -0.0896312 0.0745821 0.447841	0.890853 -0.0159997 0.0372836 0.452476	0.800214 0.104924 0.325247 0.49281	0.664512 -0.303393 -0.267269 0.628446	0.903981 0.0357864 -0.0628779 0.421406	0.904687 0.00198263 -0.0470874 0.423461	0.84733 -0.0981899 -0.255141 0.455295	0.732955 -0.0458345 0.0157063 0.67855	0.598095 -0.0479197 0.00715463 0.799959	0.679887 0.0227232 0.0490275 0.731323	0.705562 -0.0393885 0.0102287 0.707479	0.610481 -0.0403655 0.00516816 0.790985	0.712601 0.0633992 -0.0471103 0.697109	
0.765851 -0.0556732 0.0780716 0.635828	0.713878 -0.0698456 0.0603528 0.694159	0.695988 -0.0736185 0.0534835 0.712264	0.685749 -0.0389936 0.00583127 0.72677	0.686927 -0.0313895 -0.0111181 0.725963	0.722447 -0.0425212 -0.0356555 0.689195	0.798343 -0.0173279 -0.113937 0.591072	0.718625 0.14562 0.337658 0.590221	0.890931 -0.0928852 0.0759103 0.43801	0.89561 -0.0163765 0.0381854 0.442896	0.800956 0.104662 0.333675 0.485979	0.668885 -0.30249 -0.266276 0.624652	0.907557 0.0371906 -0.0639943 0.413354	0.908318 0.00111447 -0.047526 0.415569	0.848681 -0.0995104 -0.261817 0.448654	0.731939 -0.0449126 0.0193775 0.679612	0.596174 -0.0476871 0.0108886 0.801364	0.679944 0.0225419 0.0492237 0.731262	0.702578 -0.0595636 0.0408929 0.70793	0.604449 -0.0643798 0.0327916 0.793361	0.712966 0.049051 -0.0527732 0.697487	
0.765753 -0.0594428 0.0645678 0.637119	0.714335 -0.0656777 0.0552746 0.694519	0.695964 -0.0672679 0.0505387 0.71313	0.683491 -0.035673 0.00609147 0.729061	0.684586 -0.0293613 -0.0112579 0.728253	0.726674 -0.0483881 -0.0368258 0.684286	0.805691 -0.01764 -0.114855 0.580826	0.719502 0.137422 0.334957 0.592651	0.893158 -0.0994633 0.0777355 0.431663	0.898491 -0.0184169 0.0384447 0.436918	0.802202 0.105119 0.341012 0.478679	0.668367 -0.300888 -0.264723 0.626637	0.90903 0.040884 -0.0653226 0.409543	0.909942 0.00360774 -0.0484893 0.411876	0.850185 -0.0992676 -0.269985 0.440953	0.733219 -0.0395017 0.0173418 0.678622	0.594894 -0.0420295 0.00972823 0.802645	0.679187 0.0237786 0.0493054 0.731921	0.709553 -0.0636584 0.0514557 0.699882	0.596621 -0.0706525 0.0413317 0.798338	0.70216 0.050828 -0.0550513 0.708066	
0.764308 -0.0596809 0.0501219 0.640125	0.713112 -0.0608121 0.0472184 0.69681	0.694441 -0.0593445 0.0449371 0.715689	0.681124 -0.0283154 0.00638594 0.731592	0.682825 -0.0232055 -0.010853 0.730133	0.731928 -0.0547823 -0.0384992 0.678084	0.811394 -0.019845 -0.117691 0.572185	0.717681 0.132932 0.333078 0.596927	0.891906 -0.107311 0.0791505 0.432116	0.897981 -0.0253178 0.0393121 0.437542	0.805148 0.103173 0.340869 0.474237	0.663927 -0.299662 -0.26466 0.631948	0.907372 0.0443553 -0.0661947 0.412707	0.908398 0.0102411 -0.0506458 0.414902	0.852964 -0.0960292 -0.270678 0.435848	0.733799 -0.0333089 0.0121244 0.678441	0.595051 -0.034981 0.00572806 0.802906	0.678376 0.0263862 0.0501857 0.732524	0.716398 -0.0386331 0.0215415 0.696288	0.598182 -0.0415363 0.0152082 0.800139	0.693649 0.0587615 -0.0565141 0.715685	
0.764326 -0.0563051 0.0409499 0.64106	0.712255 -0.0563853 0.0401257 0.698501	0.69244 -0.0526855 0.0395376 0.718462	0.680044 -0.0215733 0.00599451 0.732829	0.682824 -0.0170695 -0.0107371 0.730305	0.736429 -0.0589874 -0.0408068 0.672701	0.816352 -0.021958 -0.120544 0.564409	0.716226 0.132598 0.332935 0.598826	0.889254 -0.113506 0.0796288 0.435892	0.895794 -0.0347999 0.0409559 0.441209	0.804636 0.0956916 0.334301 0.481298	0.660592 -0.298808 -0.265468 0.635499	0.905249 0.0461343 -0.0668174 0.41705	0.90626 0.017259 -0.0534913 0.418968	0.852197 -0.0880821 -0.265084 0.442417	0.730371 -0.0288758 0.00702943 0.682404	0.598642 -0.0296627 0.00182924 0.800465	0.677839 0.0290701 0.0527075 0.732742	0.717129 -0.0102677 -0.0158184 0.696685	0.602154 -0.00772792 -0.0172025 0.798157	0.689533 0.0658984 -0.0552254 0.719132	
0.76454 -0.0530089 0.0374421 0.641301	0.711972 -0.0542618 0.0357863 0.699193	0.691457 -0.0499272 0.0357697 0.719802	0.680467 -0.0185652 0.00476245 0.732528	0.683837 -0.0139718 -0.0110314 0.729417	0.739265 -0.060654 -0.0429372 0.669302	0.820947 -0.0224059 -0.121884 0.557394	0.716138 0.133904 0.333248 0.598466	0.885571 -0.11733 0.0788413 0.442472	0.892217 -0.0441613 0.0422145 0.447455	0.799479 0.0848657 0.327978 0.496045	0.660531 -0.29811 -0.26549 0.63588	0.903399 0.046804 -0.0672921 0.420893	0.904328 0.0226011 -0.0559996 0.422544	0.84624 -0.0762015 -0.259469 0.459072	0.724355 -0.0252511 0.00339999 0.688956	0.604479 -0.0254695 -0.000693944 0.796213	0.67752 0.0315185 0.0549012 0.732775	0.710634 0.0121227 -0.0440223 0.702079	0.608947 0.017976 -0.0419736 0.791896	0.689731 0.0686346 -0.0526323 0.718882	
0.76413 -0.051156 0.0376002 0.641931	0.711875 -0.0539562 0.034071 0.699401	0.691677 -0.0503285 0.0336813 0.719663	0.681945 -0.0192675 0.00343114 0.731141	0.685347 -0.0144623 -0.0112866 0.727986	0.740517 -0.0605631 -0.0438424 0.667866	0.824899 -0.0216027 -0.122062 0.551521	0.717466 0.135016 0.332982 0.596771	0.88328 -0.119082 0.0776288 0.446778	0.889824 -0.0507669 0.0430225 0.451426	0.793628 0.0756548 0.326821 0.507561	0.662552 -0.296924 -0.264307 0.634825	0.90271 0.0475417 -0.0677932 0.422207	0.903587 0.0259948 -0.0577025 0.423704	0.84008 -0.0650709 -0.259228 0.472051	0.717581 -0.0239009 0.00375572 0.696054	0.61114 -0.0241921 0.000313646 0.791152	0.677685 0.032533 0.0557549 0.732513	0.700407 0.025545 -0.0578527 0.710937	0.617998 0.0317507 -0.0546935 0.783632	0.691565 0.0700274 -0.050954 0.717104	
0.763284 -0.0496286 0.0395712 0.642938	0.711856 -0.0533579 0.0343037 0.699455	0.692614 -0.0511009 0.0329257 0.718742	0.683588 -0.0213597 0.00238108 0.729552	0.686901 -0.0165558 -0.0117292 0.726468	0.741466 -0.0590896 -0.0434174 0.666972	0.827536 -0.0201997 -0.121515 0.547732	0.719038 0.134886 0.332185 0.595351	0.88474 -0.119934 0.0773076 0.443706	0.891201 -0.0539362 0.0441616 0.44822	0.793856 0.0707628 0.329915 0.505906	0.663837 -0.295522 -0.263524 0.634462	0.904013 0.0493594 -0.0685526 0.419075	0.904927 0.0279991 -0.0586378 0.420577	0.840096 -0.0585119 -0.262811 0.470899	0.711471 -0.0257727 0.00802729 0.702197	0.616963 -0.0265809 0.00470375 0.786529	0.677912 0.0323328 0.0555245 0.73233	0.689466 0.027789 -0.0567671 0.721555	0.628481 0.032315 -0.0543183 0.775253	0.693799 0.0690958 -0.0512336 0.715013	
0.761568 -0.047614 0.0412624 0.645015	0.711515 -0.0520262 0.0349815 0.699868	0.693472 -0.0509155 0.0327449 0.717936	0.684851 -0.0227674 0.000906553 0.728327	0.688261 -0.0180392 -0.0133991 0.725115	0.743048 -0.0565345 -0.0430741 0.665454	0.828699 -0.0190591 -0.121126 0.546098	0.720099 0.134184 0.331331 0.594703	0.889256 -0.120474 0.0785465 0.434211	0.895778 -0.0536026 0.0458389 0.438871	0.799982 0.071122 0.334314 0.493158	0.664982 -0.293508 -0.264515 0.633785	0.907016 0.0516324 -0.0689942 0.412185	0.908013 0.0292381 -0.0588035 0.413762	0.844815 -0.056546 -0.267133 0.46014	0.706529 -0.030088 0.0150335 0.706884	0.62168 -0.0316006 0.0115193 0.782549	0.677958 0.030783 0.0543777 0.73244	0.682663 0.0187843 -0.0429377 0.729229	0.635831 0.0214269 -0.0416819 0.770404	0.69483 0.067484 -0.0518243 0.714123	
0.759825 -0.0453122 0.0411895 0.647237	0.711324 -0.0501042 0.0349742 0.700204	0.694032 -0.049384 0.0324678 0.717514	0.685658 -0.0225362 -0.00106683 0.727574	0.689338 -0.01771 -0.016161 0.724043	0.745084 -0.0541969 -0.0436462 0.663331	0.82906 -0.0181998 -0.120838 0.545643	0.721258 0.133135 0.330277 0.59412	0.893985 -0.120801 0.0806194 0.423908	0.900691 -0.0505785 0.0472501 0.428911	0.806856 0.0738398 0.338654 0.478377	0.665897 -0.291651 -0.266982 0.632647	0.910262 0.0538891 -0.069431 0.404598	0.911384 0.0293258 -0.0584964 0.406322	0.853371 -0.0598483 -0.266989 0.443727	0.702133 -0.0356874 0.0233885 0.710766	0.625321 -0.0379033 0.0195947 0.7792	0.677995 0.0296242 0.0529245 0.73256	0.679473 0.00643943 -0.0263909 0.733198	0.639594 0.00783129 -0.0260119 0.768233	0.695104 0.0662565 -0.0518542 0.713969	
