Hips	Spine	Spine1	Spine2	Spine3	Neck	Head	RightShoulder	RightArm	RightForeArm	RightHand	LeftShoulder	LeftArm	LeftForeArm	LeftHand	RightUpLeg	RightLeg	RightFoot	LeftUpLeg	LeftLeg	LeftFoot	
-1.7751 31.8584 6.5225	-1.92153 33.9742 8.33095	-2.09519 36.9986 8.95137	-2.25171 40.0693 9.27939	-2.42869 43.1554 9.35719	-2.65703 51.3059 8.4924	-2.61488 55.4954 7.76881	-1.45794 48.8779 7.93827	3.62444 49.7169 8.39019	12.7299 50.2849 6.62562	20.4797 50.5587 5.80014	-3.52768 48.7973 7.72501	-8.57883 49.4579 6.83715	-17.6284 48.7874 8.83739	-25.4171 48.4796 8.59823	1.30326 30.937 6.69261	3.22414 17.0494 1.34815	5.52318 4.16828 7.33133	-4.84864 30.9883 6.13447	-4.52879 15.998 6.68764	-4.1031 1.74732 8.62297	
-1.7017 31.8101 6.4033	-1.81458 33.9367 8.20155	-1.96414 36.9585 8.84008	-2.09978 40.0278 9.19044	-2.2821 43.113 9.28743	-2.5469 51.2664 8.46149	-2.52369 55.4591 7.75574	-1.33991 48.846 7.89172	3.74398 49.6793 8.33723	12.8407 50.2779 6.53831	20.5883 50.5689 5.69804	-3.41007 48.7579 7.68556	-8.46779 49.405 6.82562	-17.5087 48.7204 8.85979	-25.2981 48.4096 8.64751	1.36095 30.839 6.58025	3.187 16.5217 2.48172	5.53201 3.41588 7.93585	-4.78887 30.9889 6.01696	-4.50953 16.0028 6.69332	-4.12406 1.75059 8.62564	
-1.62401 31.7492 6.28311	-1.69938 33.886 8.07116	-1.82128 36.9054 8.72695	-1.93217 39.9732 9.09845	-2.12043 43.0574 9.21499	-2.4265 51.2135 8.4312	-2.41935 55.4094 7.74438	-1.20999 48.8018 7.84521	3.87491 49.6321 8.28453	12.9618 50.2683 6.44906	20.7063 50.5824 5.58921	-3.28038 48.7049 7.64544	-8.34425 49.3404 6.81351	-17.3783 48.6476 8.87538	-25.1684 48.3368 8.69292	1.42 30.7225 6.46801	3.13673 16.132 3.42042	5.51431 2.93535 8.63612	-4.72542 30.9834 5.89727	-4.4834 16.0027 6.69755	-4.13686 1.74964 8.63092	
-1.54471 31.7054 6.18401	-1.59883 33.8515 7.96167	-1.69054 36.869 8.63092	-1.77383 39.9355 9.01961	-1.96128 43.0192 9.1502	-2.29319 51.1771 8.39593	-2.30733 55.3757 7.7262	-1.07047 48.7711 7.79927	4.01809 49.5826 8.23166	13.0944 50.2565 6.3577	20.8352 50.5938 5.47398	-3.1409 48.6687 7.60273	-8.21294 49.2769 6.80073	-17.2392 48.5696 8.8914	-25.0298 48.2561 8.7335	1.48555 30.6415 6.38354	3.11906 15.8847 4.21811	5.44448 2.53362 9.05011	-4.65428 30.9768 5.79185	-4.45238 16.002 6.70612	-4.14925 1.74784 8.63857	
-1.44991 31.6973 6.10661	-1.51281 33.8493 7.87682	-1.58526 36.8655 8.55413	-1.64878 39.9312 8.9529	-1.82478 43.0153 9.09042	-2.14725 51.1753 8.35592	-2.18637 55.3772 7.70742	-0.927097 48.7695 7.75372	4.16631 49.5518 8.18263	13.2336 50.2444 6.27206	20.9697 50.5941 5.35236	-2.99759 48.6699 7.55639	-8.08 49.2314 6.78659	-17.0953 48.487 8.91152	-24.8853 48.1551 8.76702	1.57855 30.6323 6.32677	3.16493 15.773 4.98376	5.31627 2.18821 9.20662	-4.55765 30.9691 5.69931	-4.40461 16 6.70948	-4.15442 1.74496 8.64339	
-1.34501 31.7184 6.05361	-1.43369 33.8745 7.81767	-1.50421 36.8905 8.49648	-1.56058 39.956 8.89782	-1.71669 43.0411 9.03676	-1.99744 51.2036 8.31278	-2.05741 55.4081 7.68383	-0.787318 48.7926 7.71063	4.30851 49.5605 8.13684	13.3708 50.2432 6.19908	21.101 50.5905 5.23062	-2.85771 48.7034 7.50739	-7.94962 49.2196 6.76931	-16.95 48.4196 8.93694	-24.7386 48.0528 8.79982	1.68724 30.6703 6.30087	3.24389 15.7607 5.66812	5.21947 1.97053 9.26479	-4.44542 30.9725 5.62322	-4.34615 16.0082 6.70937	-4.15509 1.75298 8.64847	
-1.22831 31.7579 6.02971	-1.35426 33.9211 7.78278	-1.43477 36.937 8.46083	-1.49353 40.0024 8.86251	-1.6271 43.0887 8.99843	-1.85181 51.2527 8.27139	-1.93264 55.4596 7.6608	-0.654045 48.8339 7.67599	4.4431 49.5936 8.10103	13.5028 50.2508 6.14261	21.2255 50.5913 5.11312	-2.72389 48.7579 7.46204	-7.82301 49.2367 6.74902	-16.8061 48.3666 8.96104	-24.5924 47.9511 8.83696	1.81071 30.7387 6.31203	3.33763 15.8131 6.18854	5.19898 1.88279 9.26893	-4.31735 30.9817 5.57191	-4.27962 16.0199 6.69519	-4.15188 1.76581 8.64779	
-1.11322 31.8127 6.0309	-1.28553 33.9875 7.76558	-1.38051 37.0035 8.44123	-1.44567 40.069 8.84129	-1.55526 43.1565 8.97145	-1.7152 51.3207 8.23039	-1.81147 55.5294 7.63453	-0.530518 48.8924 7.64779	4.56837 49.6373 8.07814	13.6257 50.2631 6.09856	21.3396 50.5972 5.00316	-2.59917 48.831 7.41818	-7.70375 49.2768 6.72298	-16.6694 48.333 8.97519	-24.4527 47.8582 8.87905	1.93425 30.8323 6.35645	3.44512 15.9063 6.58059	5.23177 1.88343 9.25925	-4.18718 30.9959 5.54323	-4.21325 16.0347 6.67458	-4.14867 1.78246 8.64364	
-1.00522 31.8672 6.047	-1.22125 34.0562 7.75879	-1.33226 37.0726 8.42998	-1.40579 40.1384 8.82676	-1.49447 43.2267 8.95129	-1.5937 51.3904 8.19366	-1.69272 55.6004 7.60726	-0.420409 48.9532 7.62557	4.67988 49.6845 8.06251	13.7374 50.2752 6.07309	21.4402 50.6074 4.90166	-2.48743 48.9051 7.37872	-7.59495 49.3267 6.69007	-16.5477 48.3224 8.96713	-24.3274 47.7835 8.92663	2.0491 30.9242 6.4159	3.5716 16.0054 6.89683	5.28282 1.91493 9.25006	-4.06422 31.0114 5.53286	-4.14981 16.0492 6.64781	-4.14453 1.80063 8.64455	
-0.899321 31.9075 6.0691	-1.14685 34.1104 7.75862	-1.2727 37.1285 8.41973	-1.35526 40.1952 8.807	-1.43132 43.2841 8.92734	-1.48689 51.4475 8.16178	-1.58113 55.6581 7.57987	-0.321238 49.0042 7.60391	4.7801 49.7237 8.04806	13.8397 50.2847 6.05966	21.5311 50.6194 4.81613	-2.38672 48.9656 7.34295	-7.49477 49.3738 6.65013	-16.4396 48.3237 8.93777	-24.2147 47.7222 8.97705	2.15944 30.9929 6.4712	3.70104 16.0852 7.18007	5.33933 1.94275 9.2575	-3.94705 31.0221 5.53851	-4.08903 16.0581 6.62407	-4.13865 1.81287 8.64379	
-0.791723 31.9269 6.0951	-1.0536 34.1427 7.76555	-1.18977 37.163 8.4142	-1.27987 40.231 8.78908	-1.35385 43.3202 8.90365	-1.39385 51.4827 8.12765	-1.48069 55.6943 7.55151	-0.229867 49.0369 7.57729	4.87247 49.744 8.02983	13.9352 50.2924 6.05204	21.6166 50.6398 4.75176	-2.2944 49.0012 7.30851	-7.401 49.4074 6.60395	-16.3422 48.3332 8.89429	-24.1122 47.682 9.03236	2.26863 31.0265 6.51656	3.81487 16.1306 7.43402	5.38709 1.94774 9.27316	-3.83423 31.0264 5.55993	-4.03075 16.0608 6.61456	-4.13281 1.81724 8.64393	
-0.689624 31.9252 6.1165	-0.951631 34.1517 7.7727	-1.09019 37.1738 8.41213	-1.18376 40.2429 8.77723	-1.26376 43.3323 8.8833	-1.31334 51.4926 8.08586	-1.38886 55.7057 7.51871	-0.145437 49.0469 7.54348	4.95798 49.7395 8.00625	14.0238 50.2954 6.04476	21.6975 50.6667 4.706	-2.20955 49.0078 7.27201	-7.31411 49.4163 6.5541	-16.2553 48.342 8.84451	-24.0204 47.666 9.09255	2.37051 31.0271 6.54447	3.90116 16.1424 7.64991	5.41139 1.92864 9.29206	-3.73211 31.0217 5.58633	-3.98167 16.0556 6.62288	-4.12772 1.81148 8.64553	
