Hips	Spine	Spine1	Spine2	Spine3	Neck	Head	RightShoulder	RightArm	RightForeArm	RightHand	LeftShoulder	LeftArm	LeftForeArm	LeftHand	RightUpLeg	RightLeg	RightFoot	LeftUpLeg	LeftLeg	LeftFoot	
0.747851 -0.0330939 0.0310992 0.662311	0.716757 -0.0203734 0.0477814 0.695386	0.71369 -0.0186954 0.0481391 0.698555	0.715801 -0.0144636 0.0540432 0.69606	0.719215 -0.0216109 0.0503877 0.692621	0.706911 -0.0377761 0.0451437 0.704848	0.677441 -0.0358369 0.0539829 0.732718	0.718576 0.0284188 0.0880713 0.689264	0.800864 0.081351 -0.0585856 0.590395	0.803692 0.0456068 -0.0322364 0.592419	0.801735 0.144478 0.103375 0.570667	0.728126 -0.105852 0.0194967 0.67694	0.747132 0.0987182 -0.0575418 0.65478	0.753611 0.00480566 0.0245362 0.656846	0.751472 -0.106111 -0.107283 0.642278	0.819857 0.0770508 0.0248075 0.566818	0.536932 0.0614664 0.0526699 0.839733	0.456401 0.101062 -0.0842295 0.879995	0.692948 0.0372679 -0.0233221 0.719646	0.656713 0.0383699 -0.0214608 0.752858	0.726196 0.0325746 -0.0342574 0.68586	
0.745963 -0.0394267 0.0260083 0.664311	0.718754 -0.0230876 0.0447563 0.693438	0.716169 -0.0209131 0.0453806 0.696136	0.717999 -0.012706 0.0533388 0.693881	0.720958 -0.0190022 0.0504561 0.690878	0.708568 -0.0352725 0.0452353 0.703307	0.680606 -0.0332304 0.0544652 0.729866	0.720403 0.0286685 0.0871543 0.687461	0.80236 0.0836364 -0.0593526 0.587964	0.805339 0.0469674 -0.0324837 0.590058	0.802878 0.145165 0.10251 0.569039	0.730327 -0.102952 0.0186971 0.675036	0.748429 0.100396 -0.0586604 0.652943	0.755107 0.00613506 0.0233477 0.655157	0.753215 -0.104826 -0.106681 0.640544	0.793796 0.0804301 0.0155981 0.60264	0.552662 0.0708865 0.0410781 0.829369	0.517417 0.115796 -0.079163 0.844158	0.689914 0.0384669 -0.0267838 0.722373	0.656718 0.0396329 -0.0250261 0.752679	0.726914 0.0328876 -0.0336258 0.685116	
0.743977 -0.0466057 0.0203564 0.666267	0.72062 -0.0265138 0.0415199 0.691578	0.718475 -0.0238306 0.0423989 0.69385	0.720225 -0.0110228 0.0528506 0.691637	0.722827 -0.016278 0.0508483 0.688964	0.710277 -0.033216 0.0453709 0.701673	0.683435 -0.0312468 0.0545213 0.727302	0.7223 0.0291116 0.0864416 0.685538	0.804107 0.0862683 -0.06005 0.585119	0.807247 0.0488019 -0.03279 0.587277	0.80455 0.146837 0.101699 0.566388	0.732347 -0.100202 0.0177221 0.673286	0.749616 0.101614 -0.0597178 0.651294	0.756435 0.00743284 0.021888 0.65366	0.753958 -0.103518 -0.107999 0.639662	0.770854 0.0856938 0.00404563 0.631208	0.558738 0.0809782 0.0283254 0.824895	0.579905 0.127009 -0.0688435 0.801772	0.68685 0.0395991 -0.0300615 0.725097	0.656619 0.0407955 -0.0284167 0.752582	0.727347 0.0325714 -0.0320571 0.684747	
0.74205 -0.0522912 0.0174611 0.668074	0.721998 -0.0309062 0.0384659 0.690133	0.720284 -0.0277737 0.0396874 0.691986	0.721804 -0.0107091 0.0522307 0.690041	0.724116 -0.0146871 0.0512289 0.687616	0.711834 -0.0307835 0.0460695 0.700159	0.686273 -0.028977 0.0551064 0.724675	0.724002 0.0284341 0.0846102 0.683999	0.8061 0.0889395 -0.0608892 0.58188	0.8094 0.0507863 -0.0333522 0.584106	0.806229 0.149114 0.102165 0.563313	0.734433 -0.0961935 0.017626 0.671598	0.751068 0.103104 -0.0606473 0.649298	0.758063 0.00864654 0.0207886 0.651793	0.754358 -0.102246 -0.110859 0.638905	0.751211 0.0885612 -0.00464545 0.654077	0.569653 0.0870335 0.0170249 0.817087	0.627666 0.125455 -0.0578722 0.766125	0.684037 0.0403193 -0.0330498 0.727582	0.656598 0.0415166 -0.0315325 0.752437	0.727774 0.0317568 -0.0311243 0.684374	
0.740875 -0.0543616 0.0194502 0.669157	0.722761 -0.0349528 0.0373464 0.689202	0.72127 -0.0317846 0.0387135 0.69084	0.72255 -0.0125178 0.0513296 0.689297	0.724937 -0.015249 0.0509154 0.686761	0.713732 -0.0281114 0.0471364 0.698265	0.688358 -0.0271979 0.0554389 0.722738	0.724673 0.0266655 0.082385 0.68363	0.807769 0.09074 -0.0622125 0.579142	0.81114 0.0526851 -0.0349316 0.581425	0.80732 0.152697 0.103499 0.560541	0.736084 -0.0906496 0.0185466 0.670536	0.752586 0.105705 -0.0610421 0.647082	0.759905 0.0101568 0.020874 0.64962	0.755567 -0.102309 -0.11376 0.636954	0.733033 0.0861222 -0.00714754 0.674681	0.588111 0.0858714 0.00970747 0.80415	0.659388 0.11583 -0.0495362 0.741173	0.68171 0.0401073 -0.0354475 0.729662	0.656574 0.0412863 -0.034067 0.75236	0.727581 0.0309145 -0.0301655 0.684661	
0.740073 -0.0550405 0.0242971 0.66983	0.722818 -0.0381226 0.0390643 0.688879	0.721411 -0.0354681 0.040162 0.690431	0.722632 -0.0163934 0.0505665 0.689186	0.725305 -0.0180055 0.0502471 0.686356	0.715437 -0.0261782 0.0484239 0.696506	0.690195 -0.0255816 0.0565111 0.720959	0.724169 0.0257492 0.0812429 0.684336	0.808784 0.0910524 -0.0639058 0.577489	0.812079 0.0543207 -0.0376797 0.579791	0.808515 0.156406 0.10381 0.557732	0.736448 -0.0852863 0.0192222 0.670821	0.753505 0.109433 -0.0610612 0.645389	0.761312 0.0122127 0.0219411 0.647899	0.757046 -0.100762 -0.114554 0.6353	0.717061 0.0831237 -0.00787377 0.691991	0.606678 0.0833733 0.00452278 0.79055	0.675775 0.109722 -0.0441743 0.727556	0.679941 0.0385303 -0.0365775 0.73134	0.656536 0.0396648 -0.0353441 0.752421	0.727088 0.029923 -0.0303146 0.685221	
0.738645 -0.054953 0.0311728 0.671127	0.722651 -0.0407572 0.0427627 0.688684	0.721305 -0.0388767 0.0433871 0.690163	0.722163 -0.0214255 0.0503663 0.689554	0.725036 -0.0221021 0.0499313 0.686542	0.717027 -0.0243466 0.0498696 0.694832	0.692194 -0.0234929 0.0572194 0.719056	0.722418 0.0250413 0.0806793 0.686277	0.808807 0.0905757 -0.0656357 0.577338	0.811916 0.0562568 -0.0411375 0.579599	0.809239 0.15906 0.100732 0.556493	0.736026 -0.0809601 0.0197752 0.671803	0.754177 0.113845 -0.060626 0.643879	0.76257 0.0151817 0.0232994 0.646307	0.759619 -0.0972784 -0.112361 0.63316	0.705035 0.0839097 -0.0116257 0.704095	0.621112 0.0846855 -0.00208631 0.779131	0.681162 0.107511 -0.0431928 0.722907	0.679159 0.0361869 -0.0371592 0.732156	0.656317 0.0373128 -0.0360285 0.7527	0.726424 0.0292593 -0.0303544 0.685952	
0.736185 -0.0543224 0.0397183 0.673426	0.722293 -0.0435434 0.047449 0.688582	0.720962 -0.0424563 0.0476037 0.690032	0.721313 -0.0274348 0.0508185 0.690197	0.724228 -0.0273056 0.0502211 0.687187	0.718273 -0.0233582 0.0514306 0.693464	0.694791 -0.0213602 0.0576913 0.716576	0.72073 0.0234412 0.0801182 0.688172	0.807074 0.0900547 -0.0673023 0.579648	0.809971 0.0585347 -0.0446624 0.58183	0.809178 0.161178 0.0947281 0.557027	0.735689 -0.0774174 0.0205975 0.672565	0.754091 0.118329 -0.0597707 0.643252	0.763075 0.0192689 0.0243795 0.645562	0.761929 -0.0913193 -0.107343 0.632141	0.696422 0.0867606 -0.0164269 0.712179	0.631817 0.0878608 -0.0088159 0.770072	0.680918 0.108008 -0.0448383 0.722962	0.679101 0.0334759 -0.0373788 0.732328	0.656028 0.0346207 -0.036321 0.753067	0.725783 0.0284487 -0.0305201 0.686657	
0.733039 -0.0537969 0.0478662 0.676364	0.721719 -0.0459078 0.0521873 0.688688	0.720443 -0.0455714 0.051881 0.690067	0.72044 -0.0332073 0.0517437 0.690786	0.723264 -0.0325527 0.0509923 0.687916	0.719023 -0.0238456 0.0525419 0.692587	0.697243 -0.0201066 0.0575925 0.714235	0.720196 0.0219764 0.0796839 0.688829	0.804683 0.0891098 -0.0684731 0.582972	0.807262 0.0615038 -0.048471 0.584975	0.808746 0.163602 0.0885454 0.557964	0.73547 -0.0752557 0.0216728 0.673016	0.752676 0.121853 -0.0584672 0.64437	0.762076 0.0246802 0.0243468 0.646559	0.763171 -0.0836913 -0.101555 0.632655	0.69051 0.0846702 -0.0145888 0.718202	0.641029 0.0854552 -0.00890443 0.762692	0.679211 0.10854 -0.046806 0.724363	0.679682 0.0296115 -0.0360879 0.73202	0.655487 0.0307709 -0.0351046 0.753763	0.724934 0.0277 -0.0307524 0.687574	
0.729903 -0.0533138 0.0538068 0.679341	0.720546 -0.0471512 0.0560307 0.689529	0.719284 -0.0473618 0.0553299 0.690888	0.719769 -0.037311 0.0529154 0.691188	0.722695 -0.0365873 0.0518627 0.688247	0.719331 -0.0251174 0.0532834 0.692165	0.699579 -0.0196277 0.0571691 0.711994	0.720445 0.0206893 0.0793875 0.688643	0.802456 0.0880349 -0.0690288 0.586131	0.804683 0.0645835 -0.0518973 0.587896	0.80819 0.16677 0.0839828 0.558537	0.735218 -0.0745749 0.0228203 0.673329	0.750427 0.124323 -0.0569004 0.646657	0.760024 0.0309936 0.0231415 0.648743	0.76075 -0.0748915 -0.0975773 0.637283	0.685756 0.078205 -0.00760381 0.723578	0.649343 0.0784844 -0.00374871 0.756426	0.678505 0.107864 -0.0496603 0.724935	0.680539 0.0262973 -0.0352148 0.731393	0.655023 0.027491 -0.034291 0.75433	0.724351 0.027088 -0.0312184 0.688191	
