Hips	Spine	Spine1	Spine2	Spine3	Neck	Head	RightShoulder	RightArm	RightForeArm	RightHand	LeftShoulder	LeftArm	LeftForeArm	LeftHand	RightUpLeg	RightLeg	RightFoot	LeftUpLeg	LeftLeg	LeftFoot	
0.744077 -0.0507035 0.00423529 0.666154	0.735872 -0.0274278 0.0276495 0.676	0.734865 -0.0237402 0.0292115 0.677168	0.731857 -0.00178378 0.0443779 0.680009	0.732922 -0.00541552 0.0436076 0.678892	0.713334 -0.0149218 0.0468251 0.699099	0.688345 -0.0167841 0.0636013 0.722395	0.742341 0.0406117 0.0767969 0.664366	0.811041 0.121454 -0.0698766 0.56796	0.813507 0.103659 -0.0574188 0.569355	0.786154 0.231779 0.0961685 0.564794	0.750097 -0.0903445 0.0354133 0.65417	0.765172 0.0996344 -0.0448152 0.634489	0.771235 -0.0247243 0.0578123 0.633437	0.765127 -0.136364 -0.0819702 0.623912	0.757424 0.135606 -0.039023 0.637492	0.572614 0.141062 -0.00364005 0.80759	0.615855 0.161821 -0.0715134 0.767738	0.673634 0.0337579 -0.0284286 0.737746	0.65828 0.0343369 -0.0277265 0.751478	0.723955 0.0380853 -0.0153169 0.688625	
0.74116 -0.055545 0.00228863 0.669023	0.73593 -0.0319221 0.0245796 0.675858	0.735273 -0.0279935 0.0263358 0.676681	0.73293 -0.00158789 0.0430479 0.678939	0.734246 -0.00367006 0.0430657 0.677507	0.716874 -0.0103325 0.0476914 0.695493	0.691658 -0.011672 0.0641581 0.719275	0.7442 0.0393383 0.0746555 0.662605	0.81364 0.123219 -0.0702413 0.563802	0.816289 0.104237 -0.0570917 0.565285	0.787748 0.234002 0.100209 0.560941	0.753452 -0.0865433 0.0342656 0.650881	0.768963 0.102029 -0.0459601 0.629423	0.775362 -0.0229945 0.0558872 0.628619	0.769671 -0.133412 -0.0841975 0.618643	0.737977 0.13592 -0.044009 0.659529	0.587964 0.142039 -0.0153647 0.796171	0.656184 0.155039 -0.0581543 0.736209	0.671701 0.0330359 -0.0307023 0.739448	0.657892 0.0335988 -0.0300852 0.751761	0.724374 0.0380555 -0.0142028 0.68821	
0.739336 -0.0577689 0.00557238 0.670831	0.735736 -0.0361282 0.0244754 0.675861	0.735279 -0.0324925 0.0261462 0.67648	0.733206 -0.00469256 0.0416933 0.678711	0.734886 -0.00520917 0.0421168 0.676862	0.719819 -0.00642791 0.0492151 0.692386	0.695233 -0.00771722 0.0652863 0.715772	0.745463 0.0378825 0.0725679 0.661501	0.816005 0.123434 -0.0712321 0.560201	0.818663 0.104367 -0.058146 0.56171	0.789783 0.236771 0.103461 0.556308	0.755886 -0.0809978 0.0347065 0.648746	0.772442 0.105262 -0.046831 0.624548	0.779307 -0.0206737 0.0544918 0.623926	0.774451 -0.129906 -0.0862924 0.61311	0.720452 0.13057 -0.0401971 0.679915	0.608976 0.135157 -0.0199252 0.781335	0.678775 0.148283 -0.0513479 0.717384	0.670619 0.0307953 -0.0315675 0.74049	0.656927 0.031369 -0.0309974 0.752664	0.723905 0.037701 -0.0130533 0.688745	
0.737786 -0.0567891 0.012807 0.67252	0.735324 -0.039039 0.0268921 0.676056	0.734947 -0.0360544 0.0283083 0.676574	0.732702 -0.0101758 0.0404993 0.679267	0.734747 -0.00951527 0.0409662 0.677037	0.722295 -0.00295606 0.0510365 0.689693	0.699082 -0.00432987 0.0662641 0.711952	0.745032 0.0361389 0.070799 0.662276	0.81772 0.122197 -0.0725928 0.557792	0.820222 0.104091 -0.0602452 0.55926	0.792205 0.239525 0.103785 0.551605	0.757152 -0.0748323 0.0360272 0.647938	0.774911 0.109472 -0.0472894 0.62072	0.782417 -0.0171453 0.0536034 0.620207	0.778685 -0.126004 -0.0870016 0.608444	0.705706 0.125811 -0.0347206 0.69638	0.628623 0.128763 -0.0213082 0.76668	0.68715 0.142639 -0.0558389 0.710184	0.670708 0.0268209 -0.0308007 0.740596	0.655553 0.0274399 -0.0302506 0.754044	0.722927 0.0369829 -0.0132058 0.689808	
0.736013 -0.053174 0.0222193 0.67451	0.735206 -0.0404105 0.0307296 0.67594	0.734737 -0.0383941 0.0316257 0.676525	0.73164 -0.0167441 0.0399633 0.680313	0.733877 -0.0154236 0.0404289 0.677903	0.724462 -0.000312886 0.0531612 0.687262	0.703431 -0.00123079 0.0668628 0.707611	0.743354 0.0340973 0.0694909 0.664404	0.817725 0.120257 -0.0739557 0.558027	0.819978 0.103793 -0.0627216 0.559401	0.793135 0.24024 0.100927 0.550486	0.757054 -0.0690475 0.0377194 0.648598	0.775827 0.114281 -0.0471998 0.618712	0.784102 -0.0122916 0.0531652 0.618228	0.781357 -0.120091 -0.0862724 0.606314	0.69425 0.124238 -0.0328203 0.70817	0.643771 0.126205 -0.0241762 0.754352	0.686088 0.140131 -0.061792 0.711216	0.671951 0.0224867 -0.0297621 0.739656	0.653658 0.023208 -0.0292032 0.75587	0.721346 0.0361484 -0.0146599 0.691476	
0.733451 -0.0488695 0.0316982 0.677242	0.73455 -0.0403942 0.0353136 0.67643	0.734024 -0.0395469 0.0354504 0.677043	0.730422 -0.0233489 0.03976 0.681438	0.73282 -0.0218327 0.0401004 0.678889	0.726307 0.000689881 0.0546577 0.685194	0.707162 0.00071674 0.0669187 0.703877	0.741508 0.0326256 0.0690474 0.666584	0.816045 0.117699 -0.0752996 0.560845	0.817981 0.103395 -0.0654695 0.562077	0.793401 0.239478 0.0955512 0.551394	0.75584 -0.0648754 0.0388773 0.650373	0.774633 0.118746 -0.046634 0.61941	0.783658 -0.00600141 0.0525006 0.618941	0.783364 -0.112495 -0.0820525 0.605766	0.685321 0.121383 -0.0294134 0.717451	0.656461 0.122449 -0.0245981 0.743949	0.682563 0.138546 -0.0660511 0.714528	0.674374 0.018204 -0.0285989 0.737612	0.651396 0.019074 -0.0280262 0.75798	0.71963 0.0351775 -0.015735 0.693288	
0.73 -0.0456661 0.0387617 0.680817	0.732838 -0.0390687 0.0397803 0.678114	0.732363 -0.0392207 0.0391384 0.678656	0.729206 -0.0281752 0.0397079 0.68256	0.731897 -0.0269051 0.0394805 0.679738	0.727791 0.000745723 0.0553491 0.683561	0.711436 0.00189307 0.0666565 0.69958	0.740293 0.0321411 0.0693364 0.667926	0.813515 0.115116 -0.0760846 0.564936	0.815151 0.102899 -0.0676015 0.566013	0.792107 0.238577 0.0904321 0.554499	0.754548 -0.0637094 0.0388786 0.651987	0.772308 0.122337 -0.0455333 0.621691	0.781935 0.00192267 0.0507658 0.621286	0.782355 -0.102854 -0.0776845 0.60935	0.678245 0.119093 -0.0268473 0.724624	0.666391 0.119513 -0.0249102 0.73554	0.680382 0.138669 -0.0690815 0.716296	0.677657 0.0139733 -0.0272979 0.734738	0.64893 0.0150117 -0.0267409 0.76023	0.718651 0.0341069 -0.0178492 0.694305	
0.726137 -0.0447367 0.0425589 0.684771	0.730609 -0.0378543 0.0432228 0.680374	0.730133 -0.0386294 0.0419758 0.680919	0.727836 -0.0303325 0.0402677 0.683896	0.730915 -0.0295419 0.0393755 0.680691	0.729195 -0.00011622 0.0552803 0.68207	0.716093 0.00173238 0.0656269 0.694911	0.739674 0.0319494 0.069845 0.668569	0.811127 0.113199 -0.0760053 0.568755	0.812577 0.102269 -0.0683411 0.569727	0.790173 0.237906 0.08638 0.558181	0.753514 -0.0648128 0.0383368 0.653105	0.769245 0.124209 -0.0446149 0.625175	0.779134 0.0107525 0.0469907 0.625001	0.778559 -0.0919071 -0.0746259 0.616303	0.672892 0.115656 -0.023542 0.730265	0.674523 0.115603 -0.0238005 0.728758	0.681444 0.13796 -0.0717333 0.715161	0.680764 0.0103616 -0.0266978 0.731943	0.646936 0.0115595 -0.0262014 0.762006	0.718288 0.0333522 -0.0190822 0.694684	
0.72233 -0.046141 0.0433837 0.688643	0.72836 -0.0379376 0.045183 0.68265	0.727855 -0.0387083 0.0437992 0.683235	0.726372 -0.0300485 0.0415447 0.685387	0.729705 -0.0294834 0.0401435 0.681945	0.730481 -0.00238709 0.0543957 0.680759	0.720788 0.000631624 0.0643812 0.690159	0.73912 0.0312302 0.0696445 0.669235	0.809543 0.112496 -0.075291 0.57124	0.811011 0.101375 -0.0674442 0.57222	0.78839 0.237529 0.0861538 0.560891	0.752905 -0.0674291 0.038252 0.653548	0.766224 0.124276 -0.0445995 0.628862	0.775991 0.0195402 0.0408328 0.629118	0.774737 -0.0810796 -0.0733425 0.62276	0.669773 0.110096 -0.0186821 0.734121	0.680624 0.109806 -0.0203184 0.724073	0.685627 0.133945 -0.0757873 0.711498	0.683456 0.00937404 -0.0291098 0.729351	0.645361 0.0108468 -0.0285937 0.763265	0.718768 0.032833 -0.0201982 0.694181	
0.719631 -0.048831 0.0426168 0.691326	0.726626 -0.0397587 0.0457542 0.684354	0.726064 -0.0399778 0.044696 0.685007	0.724752 -0.0280867 0.0436363 0.687053	0.728044 -0.0273795 0.0421458 0.683686	0.732007 -0.00528456 0.0532804 0.679189	0.725074 -0.0010006 0.0626467 0.685815	0.738118 0.0294058 0.0688508 0.670505	0.808803 0.112801 -0.0742269 0.572368	0.810441 0.100358 -0.0654222 0.573441	0.786737 0.23729 0.0902799 0.562661	0.752426 -0.0703875 0.0388629 0.653751	0.763722 0.123316 -0.0457804 0.632002	0.773126 0.0274477 0.0331168 0.632792	0.770805 -0.0708218 -0.0768383 0.628443	0.669198 0.100932 -0.0113575 0.73611	0.684814 0.100665 -0.0135171 0.721605	0.690275 0.128589 -0.0799853 0.707522	0.684785 0.00903729 -0.0322842 0.727973	0.644736 0.0107566 -0.0317527 0.763669	0.719672 0.0324423 -0.0209976 0.693238	
0.718756 -0.0519211 0.0416473 0.69207	0.7255 -0.0429389 0.0456216 0.685365	0.724998 -0.0421853 0.045231 0.685968	0.722893 -0.0253979 0.0463751 0.688934	0.725887 -0.0243599 0.0449321 0.685912	0.733851 -0.00871737 0.052407 0.677229	0.72816 -0.00279242 0.0611021 0.682672	0.736812 0.0275623 0.0683427 0.67207	0.808954 0.11297 -0.073003 0.572278	0.810744 0.0993094 -0.0633402 0.573428	0.785977 0.237538 0.0960082 0.56267	0.751333 -0.0733153 0.0399018 0.654623	0.762349 0.121991 -0.0477363 0.633769	0.77129 0.0341966 0.0248996 0.635076	0.76835 -0.0619723 -0.0847436 0.631361	0.670181 0.0927754 -0.0062006 0.73635	0.686738 0.0926105 -0.00830688 0.720933	0.693913 0.123372 -0.0842929 0.704385	0.684621 0.00778957 -0.0345564 0.728038	0.645231 0.00960304 -0.034097 0.763166	0.720488 0.0321554 -0.0211385 0.692399	
0.719877 -0.054968 0.0410569 0.690703	0.72483 -0.0468089 0.0452544 0.685845	0.72453 -0.0450351 0.0456296 0.686255	0.720734 -0.0230835 0.0494287 0.691062	0.723425 -0.0216395 0.0484352 0.688362	0.73535 -0.0119903 0.0518603 0.675594	0.730518 -0.00409028 0.0598104 0.680257	0.734387 0.0262385 0.0689051 0.674715	0.809403 0.112422 -0.0718337 0.571898	0.811253 0.0981876 -0.0617773 0.573072	0.785071 0.237669 0.100414 0.56311	0.748765 -0.0760176 0.0402939 0.657228	0.762965 0.120934 -0.0501783 0.633041	0.771485 0.039384 0.017202 0.634794	0.766467 -0.0540302 -0.0952182 0.632884	0.671719 0.0887299 -0.00555486 0.735452	0.686526 0.0885987 -0.00735687 0.72165	0.69667 0.118399 -0.0887498 0.701966	0.683359 0.00498666 -0.0348327 0.729234	0.646432 0.0067044 -0.0345432 0.76216	0.720942 0.031353 -0.0217019 0.691945	
0.722663 -0.0572855 0.0424484 0.687513	0.723997 -0.0500989 0.0462478 0.686426	0.723791 -0.047645 0.0471897 0.686754	0.718147 -0.0231296 0.0526432 0.693511	0.720988 -0.0213203 0.052131 0.690654	0.736734 -0.0149987 0.0525153 0.673974	0.732848 -0.00503878 0.0591919 0.677794	0.730366 0.0251194 0.0710466 0.678886	0.808697 0.11107 -0.0709775 0.573267	0.810502 0.097026 -0.061023 0.574412	0.783634 0.237638 0.102594 0.56473	0.744603 -0.0779004 0.0398718 0.661747	0.765103 0.120532 -0.0528382 0.630315	0.773334 0.0431927 0.010642 0.632436	0.767144 -0.0478411 -0.104146 0.631153	0.673303 0.0879937 -0.00824154 0.734066	0.685319 0.0878458 -0.00969175 0.722861	0.698255 0.114917 -0.0918686 0.700567	0.681505 0.000778211 -0.0333846 0.731052	0.647901 0.00228045 -0.0333158 0.760993	0.720864 0.0310293 -0.0216102 0.692044	
0.725499 -0.0587445 0.046002 0.684166	0.723079 -0.0523416 0.0492096 0.687019	0.722768 -0.049688 0.050359 0.68746	0.715702 -0.0253652 0.0555745 0.695728	0.718863 -0.0232777 0.0551899 0.692567	0.737133 -0.0172158 0.054142 0.673355	0.73557 -0.00584019 0.0590285 0.674847	0.725731 0.0247562 0.0738997 0.68355	0.805871 0.108932 -0.070198 0.577735	0.807542 0.0957691 -0.0607625 0.578803	0.781056 0.237435 0.101193 0.568626	0.739721 -0.0791234 0.0393767 0.667085	0.767653 0.120487 -0.055157 0.627016	0.775685 0.0460557 0.00543723 0.629414	0.769396 -0.0427371 -0.109988 0.627778	0.674678 0.0882548 -0.0116546 0.732724	0.684269 0.0880937 -0.0128158 0.723776	0.69833 0.114033 -0.0931096 0.700473	0.679485 -0.00385537 -0.0313567 0.733009	0.649457 -0.00259124 -0.0314864 0.759741	0.720572 0.0307222 -0.021943 0.692351	
0.726736 -0.0601268 0.0507274 0.682398	0.722196 -0.0541679 0.0531238 0.687515	0.72184 -0.0517934 0.0540824 0.687997	0.713745 -0.0287726 0.0580361 0.697403	0.717042 -0.0263986 0.0576898 0.694136	0.736312 -0.0183778 0.0564174 0.674036	0.738738 -0.00674884 0.059408 0.671336	0.721521 0.0247102 0.0763737 0.687723	0.800891 0.106815 -0.0694356 0.5851	0.802433 0.0945357 -0.0604656 0.586095	0.777544 0.236941 0.0972825 0.5743	0.735675 -0.0800876 0.0393908 0.671429	0.769469 0.120324 -0.0566323 0.624686	0.777323 0.0482576 0.00169615 0.627246	0.772603 -0.0380821 -0.112242 0.623727	0.676115 0.0882919 -0.0143612 0.731346	0.683799 0.0881354 -0.0152926 0.724166	0.697997 0.114475 -0.0943311 0.70057	0.67743 -0.00996339 -0.0274377 0.735007	0.651214 -0.00899417 -0.0277705 0.758333	0.720769 0.0339407 -0.0199093 0.692058	
