Hips	Spine	Spine1	Spine2	Spine3	Neck	Head	RightShoulder	RightArm	RightForeArm	RightHand	LeftShoulder	LeftArm	LeftForeArm	LeftHand	RightUpLeg	RightLeg	RightFoot	LeftUpLeg	LeftLeg	LeftFoot	
-1.798 31.6775 6.1669	-1.78134 33.8116 7.95971	-1.83408 36.8005 8.75048	-1.88736 39.8485 9.26839	-2.08071 42.9268 9.48867	-2.46201 51.0988 8.93924	-2.59032 55.2971 8.27984	-1.24512 48.7133 8.25522	3.84778 49.5527 8.56578	12.7751 50.6458 6.23057	20.3545 51.4511 4.58153	-3.31934 48.6065 8.10681	-8.39291 49.0677 7.22088	-17.4633 48.1794 9.03302	-25.2001 47.9056 8.09334	1.21943 30.567 6.29356	2.92661 15.9188 3.53042	6.14475 2.59714 7.91048	-4.92596 30.9982 5.83733	-4.75329 16.0564 7.19002	-4.53599 1.79419 9.07449	
-1.681 31.6415 6.0823	-1.64854 33.7895 7.85824	-1.67038 36.7782 8.65106	-1.69367 39.8258 9.17396	-1.88213 42.9036 9.40395	-2.28118 51.0769 8.88589	-2.44739 55.2801 8.26778	-1.06187 48.6962 8.18912	4.03543 49.5106 8.49413	12.9538 50.6378 6.14093	20.5319 51.4615 4.49504	-3.13635 48.5859 8.04708	-8.2177 49.0296 7.19753	-17.2772 48.1092 9.04782	-25.0187 47.8393 8.14652	1.3246 30.5016 6.22777	3.04001 15.7167 4.33474	6.0342 2.18352 8.19423	-4.8146 30.9913 5.7477	-4.70041 16.0563 7.17985	-4.54313 1.79545 9.08046	
-1.55681 31.6491 6.01881	-1.5398 33.8068 7.78314	-1.54706 36.7956 8.57572	-1.5525 39.843 9.10021	-1.72185 42.9218 9.33283	-2.09208 51.0974 8.83049	-2.29433 55.304 8.24727	-0.88063 48.7138 8.12985	4.22101 49.5024 8.43015	13.1358 50.6326 6.06484	20.7116 51.4558 4.40805	-2.95539 48.6111 7.98627	-8.04603 49.0114 7.17152	-17.0916 48.0439 9.06556	-24.837 47.7649 8.20205	1.44858 30.5127 6.1935	3.24355 15.656 5.11022	5.93317 1.88665 8.30089	-4.68719 30.9942 5.66381	-4.63816 16.0635 7.14385	-4.54472 1.80761 9.08514	
-1.42261 31.6949 5.9822	-1.44548 33.8621 7.73479	-1.45553 36.8516 8.52469	-1.45802 39.8993 9.0475	-1.59879 42.9798 9.27605	-1.90231 51.158 8.77174	-2.13881 55.3669 8.21825	-0.706837 48.7649 8.07626	4.39877 49.5283 8.37425	13.3156 50.6328 6.00434	20.8884 51.4389 4.32567	-2.78173 48.6785 7.92408	-7.88135 49.0231 7.14053	-16.9093 47.9921 9.0844	-24.6583 47.6828 8.26441	1.59327 30.5926 6.19069	3.48707 15.7144 5.7751	5.94235 1.76697 8.31462	-4.54223 31.0038 5.6021	-4.56609 16.0733 7.08543	-4.54134 1.82524 9.08524	
-1.27401 31.7694 5.9642	-1.35087 33.947 7.70225	-1.37632 36.9367 8.49138	-1.38619 39.9845 9.01317	-1.49656 43.0669 9.23319	-1.71867 51.2466 8.71096	-1.98511 55.4571 8.18386	-0.540982 48.8409 8.0288	4.568 49.5805 8.32874	13.4898 50.6411 5.95769	21.0589 51.4213 4.24996	-2.61544 48.7739 7.8617	-7.72238 49.0615 7.10323	-16.7305 47.9565 9.09782	-24.4825 47.5941 8.32911	1.75895 30.7222 6.2064	3.71534 15.8465 6.2839	6.007 1.78445 8.28759	-4.3774 31.0205 5.56124	-4.47842 16.0861 7.00092	-4.52292 1.8492 9.07831	
-1.12822 31.8502 5.9701	-1.25976 34.0409 7.68837	-1.30884 37.0319 8.47133	-1.33278 40.0806 8.98706	-1.41399 43.1645 9.19771	-1.55018 51.3448 8.65477	-1.83203 55.5571 8.15034	-0.390961 48.9259 7.98793	4.71967 49.6521 8.29252	13.6491 50.6522 5.92377	21.2139 51.3974 4.18209	-2.46454 48.8791 7.80383	-7.57633 49.1248 7.06357	-16.5661 47.9521 9.10185	-24.321 47.5187 8.40222	1.92174 30.8622 6.24537	3.93013 16.0006 6.71353	6.08681 1.86073 8.26929	-4.21372 31.0398 5.54924	-4.38953 16.0975 6.89626	-4.49883 1.87429 9.06362	
-0.985219 31.9094 6.001	-1.15694 34.1164 7.6946	-1.23286 37.111 8.46156	-1.27526 40.1621 8.96209	-1.3354 43.2471 9.16329	-1.39969 51.4271 8.60288	-1.68623 55.6412 8.11678	-0.256818 48.9972 7.94797	4.85373 49.7222 8.25679	13.7921 50.6638 5.89789	21.3541 51.3752 4.13002	-2.32957 48.9674 7.75147	-7.44291 49.2024 7.0185	-16.4185 47.9726 9.08549	-24.1766 47.4572 8.485	2.07626 30.9664 6.30471	4.11945 16.1224 7.07895	6.17134 1.93217 8.27717	-4.05679 31.0522 5.57101	-4.30381 16.0998 6.78889	-4.47476 1.89224 9.0525	
-0.842222 31.9336 6.0458	-1.03404 34.1588 7.71325	-1.13079 37.1579 8.45984	-1.18816 40.2121 8.94002	-1.24112 43.298 9.12966	-1.26966 51.4766 8.54849	-1.55076 55.6931 8.07978	-0.134587 49.0404 7.90365	4.97535 49.7677 8.21703	13.9221 50.6707 5.87478	21.4845 51.3596 4.09989	-2.20676 49.0187 7.70005	-7.31906 49.2648 6.96353	-16.2876 48.0075 9.04447	-24.0498 47.4188 8.57825	2.2234 31.0122 6.37311	4.28249 16.1849 7.38859	6.24478 1.96072 8.29949	-3.90687 31.0535 5.61282	-4.22468 16.0928 6.7067	-4.45898 1.89863 9.04731	
-0.701424 31.9241 6.09469	-0.894837 34.1675 7.73744	-1.00034 37.1712 8.46414	-1.06512 40.2283 8.92392	-1.12438 43.3149 9.1003	-1.16014 51.4914 8.49023	-1.42203 55.7109 8.03758	-0.0220454 49.054 7.85519	5.08865 49.7748 8.1714	14.0403 50.6679 5.84438	21.6075 51.3483 4.08651	-2.09397 49.0296 7.64947	-7.20277 49.2961 6.89587	-16.171 48.0477 8.98338	-23.9375 47.4105 8.68091	2.3617 31.0015 6.44145	4.41157 16.185 7.62025	6.3015 1.93963 8.33084	-3.76613 31.0441 5.66172	-4.15798 16.0776 6.64598	-4.45075 1.89439 9.04561	
-0.558028 31.8949 6.1333	-0.743459 34.1512 7.75916	-0.844878 37.1586 8.47129	-0.908244 40.218 8.91563	-0.984487 43.305 9.07676	-1.06567 51.478 8.42504	-1.30308 55.701 7.99166	0.0860223 49.0438 7.80251	5.199 49.7457 8.12418	14.1524 50.6516 5.80859	21.7269 51.3351 4.08404	-1.98572 49.0068 7.59677	-7.08981 49.2918 6.81847	-16.0605 48.0792 8.91664	-23.83 47.4214 8.7882	2.49914 30.9583 6.49473	4.50055 16.1419 7.75467	6.32445 1.88283 8.35597	-3.62634 31.0284 5.69876	-4.09233 16.0606 6.62862	-4.44506 1.88263 9.0515	
-0.409832 31.8615 6.156	-0.586529 34.122 7.77699	-0.675911 37.1317 8.48058	-0.732867 40.1925 8.91643	-0.831982 43.2798 9.06002	-0.977731 51.4474 8.3544	-1.1885 55.6741 7.94459	0.193171 49.0183 7.7479	5.30796 49.7033 8.0771	14.264 50.6253 5.7781	21.846 51.3146 4.08896	-1.87821 48.9636 7.54249	-6.97711 49.2631 6.7361	-15.9504 48.097 8.84925	-23.7209 47.439 8.88844	2.64067 30.9074 6.52804	4.56596 16.0816 7.79587	6.32304 1.81293 8.36602	-3.48198 31.0124 5.71427	-4.02173 16.0475 6.65152	-4.44392 1.86844 9.0567	
-0.267333 31.8352 6.1615	-0.438369 34.0903 7.79056	-0.512388 37.1015 8.49005	-0.560127 40.1628 8.92311	-0.68179 43.2501 9.04674	-0.895169 51.4108 8.28085	-1.08194 55.6405 7.89057	0.297019 48.9872 7.6939	5.41175 49.6673 8.03414	14.3732 50.5949 5.75874	21.9617 51.2851 4.09946	-1.77352 48.9136 7.48595	-6.86792 49.2284 6.65723	-15.8415 48.1039 8.79148	-23.6112 47.4597 8.97443	2.7771 30.8646 6.54028	4.62335 16.0254 7.76823	6.31784 1.75028 8.36771	-3.34212 31.0031 5.70605	-3.94729 16.0441 6.69619	-4.44281 1.86013 9.05811	
-0.130835 31.8253 6.1613	-0.308694 34.0667 7.80849	-0.37622 37.0793 8.50219	-0.421117 40.1414 8.92996	-0.555719 43.229 9.03059	-0.807692 51.3831 8.20756	-0.978459 55.6151 7.83564	0.400051 48.9618 7.64328	5.51227 49.6504 8.00356	14.4816 50.5635 5.7535	22.0751 51.2433 4.11283	-1.669 48.8759 7.42543	-6.76075 49.2029 6.58527	-15.7311 48.108 8.74849	-23.4986 47.4821 9.04619	2.91074 30.8488 6.54803	4.68253 15.9957 7.71596	6.31866 1.71609 8.36691	-3.20384 30.9998 5.68245	-3.8695 16.0486 6.74926	-4.44069 1.85867 9.05763	
-3.59139e-05 31.8331 6.1654	-0.197525 34.0599 7.83011	-0.272178 37.0739 8.51663	-0.323992 40.1371 8.93627	-0.460836 43.2252 9.01589	-0.715735 51.3742 8.1452	-0.880304 55.607 7.7793	0.498715 48.9512 7.60333	5.60685 49.6594 7.98297	14.587 50.5371 5.76204	22.1847 51.1948 4.13217	-1.5686 48.8617 7.37097	-6.65877 49.1953 6.52386	-15.6247 48.1191 8.71476	-23.3895 47.5086 9.1011	3.04196 30.8636 6.56606	4.74651 15.9982 7.67698	6.3289 1.71445 8.36805	-3.06664 31.0013 5.65718	-3.7908 16.0589 6.80604	-4.43589 1.86286 9.05625	
0.121064 31.8485 6.1823	-0.101774 34.0679 7.85366	-0.189857 37.0832 8.53301	-0.251041 40.1471 8.9454	-0.383119 43.2358 9.00886	-0.62041 51.3811 8.09912	-0.788417 55.6129 7.72366	0.595206 48.9541 7.57806	5.69952 49.6817 7.9722	14.6901 50.5165 5.77723	22.2921 51.147 4.1563	-1.47029 48.8662 7.32947	-6.55886 49.202 6.47366	-15.5224 48.1388 8.68041	-23.2845 47.5372 9.13195	3.16401 30.8919 6.60617	4.81031 16.0158 7.65865	6.34599 1.72776 8.36799	-2.93691 31.0041 5.64379	-3.71443 16.0709 6.87378	-4.43109 1.86765 9.05611	
0.226866 31.8623 6.2077	-0.0172812 34.084 7.87296	-0.117892 37.0999 8.54794	-0.18694 40.1642 8.957	-0.311784 43.2534 9.00916	-0.524455 51.3954 8.0652	-0.697405 55.6252 7.67002	0.689708 48.9638 7.56292	5.79149 49.7025 7.96875	14.7907 50.4945 5.79335	22.3975 51.0951 4.18372	-1.37406 48.8793 7.29925	-6.4613 49.2137 6.43498	-15.4262 48.1674 8.6445	-23.1859 47.5695 9.13944	3.27033 30.9187 6.65619	4.86651 16.033 7.6495	6.3632 1.74131 8.36778	-2.82362 31.0047 5.64802	-3.64691 16.078 6.92693	-4.42163 1.87034 9.05992	
