Hips	Spine	Spine1	Spine2	Spine3	Neck	Head	RightShoulder	RightArm	RightForeArm	RightHand	LeftShoulder	LeftArm	LeftForeArm	LeftHand	RightUpLeg	RightLeg	RightFoot	LeftUpLeg	LeftLeg	LeftFoot	
-2.2903 35.1201 6.8581	-2.13127 37.7048 8.62044	-2.24522 41.1043 9.3328	-2.3749 44.5535 9.73588	-2.57404 48.0203 9.87131	-3.0411 57.1717 8.89862	-3.0633 61.8643 7.99794	-1.6823 54.4626 8.20956	3.91332 55.9518 8.67613	14.2518 56.3824 10.3552	22.5621 58.6701 7.88801	-4.01511 54.3314 8.09575	-9.61649 55.8271 7.72933	-19.7425 56.7989 10.2606	-28.1397 59.4608 8.59185	1.12885 33.9501 6.76636	3.19248 18.3288 5.32528	5.2958 2.39822 9.87635	-5.8019 34.2649 6.93012	-4.86313 18.4814 7.53014	-3.80463 1.90647 9.28273	
-2.2227 35.0537 6.7502	-2.05312 37.6603 8.47903	-2.14832 41.0594 9.19581	-2.26111 44.5058 9.6269	-2.46258 47.9717 9.78118	-2.94566 57.1266 8.8498	-2.9731 61.8272 7.99203	-1.58488 54.4225 8.14509	4.01677 55.8919 8.60221	14.3619 56.3291 10.2377	22.6592 58.6529 7.76018	-3.91781 54.2884 8.03727	-9.52803 55.7583 7.70351	-19.642 56.7276 10.2833	-28.042 59.4141 8.66934	1.18393 33.845 6.71032	3.11121 18.1422 6.44704	5.26582 1.95411 9.94338	-5.74419 34.2384 6.79676	-4.83374 18.4549 7.44041	-3.8113 1.88694 9.27825	
-2.11881 35.0752 6.60801	-1.9958 37.6906 8.3275	-2.07027 41.0841 9.07261	-2.16378 44.5254 9.547	-2.35951 47.9912 9.71043	-2.83325 57.1467 8.78012	-2.87225 61.8535 7.95761	-1.47648 54.4411 8.07355	4.14034 55.8511 8.53167	14.4906 56.2756 10.138	22.7665 58.6324 7.62075	-3.80969 54.3097 7.96869	-9.44079 55.7069 7.67691	-19.5424 56.6475 10.3152	-27.94 59.359 8.73082	1.29741 33.8932 6.62491	3.08039 18.1809 7.17767	5.20902 1.88244 10.1353	-5.6341 34.2323 6.60512	-4.77297 18.4507 7.35455	-3.81304 1.88924 9.28245	
-2.00201 35.1796 6.46051	-1.98178 37.798 8.17971	-2.0657 41.1834 8.95967	-2.15576 44.6179 9.48199	-2.31827 48.0852 9.6497	-2.69678 57.2436 8.70478	-2.76406 61.9543 7.90663	-1.36604 54.5233 8.00524	4.26575 55.8669 8.47883	14.6233 56.2265 10.0533	22.8757 58.5946 7.46983	-3.70023 54.4155 7.89538	-9.35623 55.7205 7.6651	-19.45 56.5618 10.3663	-27.8464 59.2674 8.76537	1.44213 34.0852 6.55004	3.17184 18.3955 7.64613	5.19326 2.0066 10.1439	-5.49383 34.2472 6.38483	-4.68133 18.4703 7.27294	-3.80189 1.91361 9.27866	
-1.89871 35.3057 6.36911	-1.99746 37.9374 8.06514	-2.12001 41.3205 8.84987	-2.22191 44.7513 9.3941	-2.33247 48.2198 9.57783	-2.55394 57.387 8.66902	-2.64244 62.1003 7.88875	-1.2651 54.6478 7.96483	4.37626 55.9489 8.44292	14.7447 56.192 9.96738	22.9807 58.5292 7.30482	-3.60018 54.5793 7.84293	-9.26755 55.8423 7.66394	-19.3587 56.5154 10.4213	-27.7698 59.152 8.78271	1.57158 34.3109 6.557	3.29345 18.6547 8.06701	5.17156 2.18401 10.0939	-5.35954 34.2734 6.21169	-4.58085 18.4995 7.18071	-3.77096 1.94898 9.26519	
-1.79161 35.3953 6.3531	-1.97181 38.0533 8.00071	-2.14365 41.4401 8.75995	-2.27137 44.872 9.2912	-2.34368 48.3404 9.49551	-2.43124 57.517 8.66164	-2.52336 62.2341 7.90511	-1.1772 54.7657 7.94167	4.4666 56.0591 8.41226	14.8434 56.2077 9.89163	23.0764 58.4829 7.1672	-3.5123 54.7312 7.80666	-9.17831 56.0027 7.6451	-19.2691 56.5409 10.4333	-27.7136 59.0838 8.81862	1.68805 34.4588 6.64086	3.37528 18.8119 8.28059	5.16434 2.30433 10.0744	-5.23132 34.3058 6.13093	-4.49443 18.5289 7.08283	-3.74975 1.98588 9.24936	
-1.68152 35.4468 6.379	-1.90502 38.1315 7.97725	-2.11221 41.5238 8.70245	-2.26368 44.9588 9.20682	-2.32021 48.4267 9.42365	-2.33698 57.6089 8.64932	-2.41097 62.3318 7.92765	-1.09923 54.8533 7.91778	4.54481 56.1463 8.38649	14.9298 56.2491 9.81114	23.1672 58.4777 7.06151	-3.4338 54.8367 7.77067	-9.09441 56.1306 7.59822	-19.1856 56.6206 10.394	-27.6663 59.1013 8.87573	1.7964 34.5326 6.74798	3.45206 18.8797 8.36294	5.19997 2.35864 10.0711	-5.11135 34.3367 6.11099	-4.4314 18.5537 7.00279	-3.75624 2.01747 9.24252	
-1.56852 35.4689 6.41159	-1.81261 38.1681 7.98221	-2.03473 41.5645 8.68318	-2.20002 45.0024 9.16279	-2.25984 48.4705 9.37659	-2.26834 57.6538 8.61516	-2.30641 62.3834 7.93602	-1.02823 54.8986 7.88597	4.61698 56.1831 8.36397	15.0086 56.2882 9.73896	23.2458 58.5036 6.97796	-3.36203 54.8833 7.72707	-9.02027 56.184 7.52947	-19.1121 56.7246 10.3135	-27.6228 59.1818 8.93037	1.90485 34.5596 6.83197	3.52815 18.8919 8.33192	5.25186 2.3701 10.0578	-4.99443 34.355 6.11138	-4.3807 18.568 6.98031	-3.77878 2.03178 9.24126	
-1.46032 35.4662 6.4238	-1.70829 38.1647 7.99496	-1.93084 41.5632 8.68589	-2.09923 45.0034 9.14788	-2.17386 48.472 9.34668	-2.21777 57.653 8.5595	-2.2103 62.3882 7.91933	-0.962174 54.9012 7.84436	4.68323 56.1774 8.34182	15.0772 56.313 9.69613	23.3056 58.5317 6.91139	-3.29505 54.8754 7.67363	-8.95043 56.1826 7.44008	-19.0432 56.8242 10.199	-27.5805 59.2709 8.96964	2.00818 34.5486 6.86573	3.59324 18.862 8.19979	5.28611 2.34978 10.0438	-4.88678 34.3604 6.10072	-4.3351 18.5724 6.99232	-3.79667 2.03262 9.24314	
-1.35032 35.4512 6.4025	-1.59439 38.1368 7.9962	-1.81292 41.535 8.68997	-1.98144 44.9759 9.14637	-2.07465 48.4451 9.32661	-2.16942 57.6217 8.49307	-2.12037 62.3604 7.88135	-0.893278 54.874 7.79879	4.7505 56.1488 8.31747	15.1421 56.3229 9.68576	23.3597 58.5435 6.87108	-3.22496 54.8332 7.61516	-8.87296 56.1639 7.33952	-18.9667 56.8973 10.072	-27.527 59.3329 8.98923	2.11603 34.5232 6.8395	3.64986 18.8195 8.02381	5.29757 2.32222 10.0352	-4.77864 34.3548 6.06731	-4.27964 18.5703 7.04783	-3.79879 2.02158 9.24521	
