Hips	Spine	Spine1	Spine2	Spine3	Neck	Head	RightShoulder	RightArm	RightForeArm	RightHand	LeftShoulder	LeftArm	LeftForeArm	LeftHand	RightUpLeg	RightLeg	RightFoot	LeftUpLeg	LeftLeg	LeftFoot	
0.710494 -0.00782143 -0.024348 0.703238	0.71816 0.0142895 0.0101308 0.695658	0.717114 0.0154018 0.0115226 0.69669	0.720717 0.00721221 0.0328254 0.692414	0.719702 0.00331606 0.0369932 0.693289	0.701329 -0.0190505 0.031741 0.711875	0.700814 -0.00833012 0.0238303 0.712897	0.709044 0.0642773 0.11937 0.692009	0.851317 -0.0241727 0.0793643 0.518051	0.831412 0.184607 -0.0496443 0.521738	0.835541 0.241828 0.0341081 0.492165	0.716735 -0.115922 -0.0666897 0.684401	0.846314 0.0235263 -0.128301 0.516467	0.827709 -0.178043 -0.00203618 0.532161	0.744297 -0.306964 -0.0570659 0.590371	0.737018 0.0483992 0.0443058 0.67268	0.60182 0.0394969 0.0523973 0.795932	0.659746 0.0511366 -0.0305873 0.749123	0.692238 0.042969 -0.00186184 0.720387	0.667593 0.0430074 -0.000414214 0.743283	0.717467 0.0449085 0.00475731 0.695127	
0.705769 -0.0156088 -0.0244792 0.707847	0.718695 0.00914481 0.0103542 0.695189	0.720021 0.010827 0.012118 0.693762	0.722591 0.0077594 0.0327002 0.690459	0.721263 0.00473566 0.0364924 0.691683	0.704617 -0.0180022 0.0308991 0.708686	0.703949 -0.00670189 0.0229974 0.709847	0.712329 0.0641278 0.117262 0.689003	0.853834 -0.022454 0.077838 0.514202	0.833521 0.186494 -0.0499389 0.517657	0.837613 0.243201 0.03463 0.487913	0.719325 -0.112532 -0.0667936 0.682237	0.847927 0.0243869 -0.130359 0.513256	0.82949 -0.177543 -0.00482659 0.52953	0.745825 -0.305866 -0.0605762 0.588661	0.710502 0.0592137 0.0273231 0.700667	0.626274 0.0557251 0.0338752 0.77687	0.687098 0.0489547 -0.0270667 0.724408	0.691432 0.0397789 0.000110335 0.721345	0.665881 0.0397509 0.00149614 0.744997	0.71817 0.0449989 0.00547703 0.69439	
0.704422 -0.0182282 -0.0163311 0.709359	0.721649 0.0019397 0.0115962 0.692159	0.724439 0.00419678 0.0138639 0.689187	0.72351 0.00680437 0.0324381 0.689517	0.721307 0.00475905 0.0356382 0.691682	0.707325 -0.0163194 0.0303719 0.706047	0.707643 -0.00460815 0.0222397 0.706205	0.716111 0.0608639 0.113369 0.686024	0.855874 -0.0219629 0.0764034 0.511037	0.834989 0.189201 -0.0516252 0.514132	0.839274 0.245755 0.0367732 0.483602	0.723051 -0.105639 -0.0645591 0.67961	0.849852 0.0264656 -0.132206 0.509483	0.831452 -0.177867 -0.0063228 0.526318	0.748434 -0.306397 -0.0645644 0.584635	0.6901 0.0793379 -0.001057 0.719351	0.636537 0.0792082 0.00465589 0.767154	0.703705 0.054001 -0.0223571 0.708085	0.68923 0.0357833 0.00191102 0.723656	0.664084 0.0356971 0.00313337 0.746799	0.717923 0.0443024 0.00586074 0.694687	
0.704488 -0.0166756 0.000101342 0.70952	0.725211 -0.00421899 0.0172759 0.688297	0.729243 -0.00284148 0.0187174 0.683993	0.723966 0.00153057 0.030839 0.689144	0.720765 0.000348986 0.0329161 0.692397	0.709246 -0.012718 0.0302449 0.704197	0.711842 -0.00181801 0.0220472 0.701991	0.717362 0.0558625 0.110216 0.685655	0.858236 -0.0235213 0.0735945 0.507406	0.836911 0.191582 -0.0554705 0.509706	0.840357 0.249716 0.0394234 0.479465	0.725221 -0.0961868 -0.0627103 0.678874	0.851909 0.0315511 -0.132507 0.505666	0.833678 -0.178116 -0.00458831 0.522719	0.75327 -0.309387 -0.0700816 0.576154	0.676116 0.0907206 -0.0172399 0.730985	0.645659 0.0913497 -0.0135156 0.758022	0.702365 0.0515466 -0.0213408 0.709628	0.686475 0.0262319 0.00963619 0.726616	0.662782 0.0259089 0.0104738 0.74829	0.716704 0.0419733 0.00440611 0.696099	
0.701594 -0.0158294 0.0193928 0.712137	0.725705 -0.00893506 0.0270439 0.687416	0.731388 -0.00975037 0.0262155 0.681387	0.725524 -0.00707801 0.0286329 0.687565	0.722078 -0.00744409 0.0289608 0.691165	0.710654 -0.00941857 0.0293216 0.702867	0.713373 0.000817367 0.0214486 0.700456	0.716898 0.0527913 0.107969 0.68674	0.860468 -0.0268251 0.0687882 0.504127	0.839157 0.192195 -0.0612643 0.505096	0.842634 0.253461 0.0398724 0.47343	0.72746 -0.0906243 -0.0631858 0.677198	0.853042 0.0395927 -0.130801 0.50363	0.835655 -0.175866 -0.000153869 0.520338	0.761107 -0.309844 -0.0725225 0.565202	0.666825 0.0873359 -0.0153115 0.73992	0.657005 0.0875303 -0.0141578 0.748654	0.694552 0.0446562 -0.019589 0.717788	0.684957 0.0146037 0.0204002 0.728152	0.661362 0.013945 0.020856 0.749647	0.715011 0.0394299 0.00337552 0.697992	
0.695321 -0.0187301 0.0335066 0.717674	0.723139 -0.0123825 0.0379593 0.689548	0.730047 -0.0149648 0.035076 0.682332	0.72745 -0.0145847 0.0280446 0.685433	0.724776 -0.0145246 0.0260217 0.68834	0.712453 -0.00801278 0.0278728 0.701121	0.711973 0.00288337 0.020933 0.701889	0.719517 0.0531419 0.106822 0.684149	0.860478 -0.0296498 0.0646201 0.504503	0.839548 0.190946 -0.0662808 0.504288	0.845445 0.253648 0.0335054 0.468789	0.731434 -0.09052 -0.0642538 0.672817	0.853511 0.0458145 -0.128824 0.502816	0.837568 -0.170468 0.00186896 0.519053	0.766444 -0.305974 -0.0663993 0.560834	0.664333 0.0827388 -0.0122481 0.742742	0.662907 0.0827622 -0.0120894 0.744015	0.688241 0.0411571 -0.0177163 0.724097	0.685463 0.00778116 0.0257116 0.727612	0.659614 0.00687777 0.0259679 0.751125	0.713194 0.0376398 0.00139113 0.699954	
0.688872 -0.0235291 0.0419181 0.723288	0.719683 -0.0159887 0.0467033 0.692546	0.72731 -0.0191871 0.0429273 0.684696	0.728576 -0.0193802 0.0293596 0.684061	0.726887 -0.019 0.025326 0.686027	0.715021 -0.0094583 0.0264604 0.698538	0.710298 0.00333597 0.0193832 0.703626	0.722857 0.0537488 0.106419 0.680635	0.860531 -0.0302237 0.0612355 0.504801	0.839986 0.189342 -0.0689919 0.503799	0.846666 0.25036 0.024837 0.468892	0.735472 -0.0930178 -0.064309 0.668051	0.85445 0.0477665 -0.128046 0.501237	0.839837 -0.164438 -0.000473578 0.517334	0.763579 -0.297296 -0.0560321 0.570459	0.666014 0.0734343 -0.00329093 0.742308	0.665933 0.0734347 -0.0032829 0.742381	0.68546 0.0387416 -0.0190162 0.726831	0.686873 0.00498376 0.0260123 0.726295	0.657974 0.00396374 0.0261872 0.752574	0.711712 0.0363659 0.000198223 0.701529	
0.685273 -0.0276841 0.0464195 0.726278	0.717186 -0.0197771 0.0520315 0.694655	0.724772 -0.0226597 0.0484169 0.686912	0.728213 -0.0216148 0.0321296 0.684256	0.727301 -0.0209215 0.0269795 0.685469	0.718081 -0.0135217 0.0254593 0.695362	0.710331 0.00177155 0.0166602 0.703668	0.723985 0.0528268 0.106409 0.679508	0.86064 -0.0289235 0.0592339 0.50493	0.840127 0.189009 -0.0699906 0.503552	0.845266 0.246524 0.0176351 0.47375	0.736772 -0.0950548 -0.0628998 0.666465	0.854776 0.0452937 -0.128821 0.500711	0.841047 -0.159166 -0.00612172 0.51698	0.753943 -0.286242 -0.0485091 0.589307	0.669861 0.0623491 0.00771714 0.739824	0.666669 0.0623153 0.0079856 0.742702	0.684311 0.036361 -0.0218298 0.727956	0.687411 0.00293619 0.0251131 0.725829	0.6575 0.00191836 0.0252113 0.75303	0.710968 0.0356973 0.00013062 0.702317	
0.685373 -0.0308206 0.0477728 0.725969	0.716114 -0.0228768 0.0542912 0.695492	0.722947 -0.0252003 0.0511725 0.688545	0.726718 -0.0220448 0.0355752 0.68566	0.726316 -0.0210709 0.0303302 0.686368	0.720782 -0.0192769 0.0250626 0.69244	0.712907 -0.00141011 0.0134913 0.701128	0.722602 0.0509295 0.107251 0.680992	0.859469 -0.027307 0.0590498 0.507031	0.838628 0.190095 -0.0705882 0.505554	0.841461 0.244974 0.0147053 0.481367	0.735492 -0.0974618 -0.061146 0.667693	0.854445 0.0405756 -0.130202 0.501324	0.841433 -0.153989 -0.0132817 0.517785	0.746393 -0.275989 -0.0474437 0.603719	0.674583 0.0527419 0.0166971 0.736123	0.664857 0.0525181 0.0173884 0.744919	0.685156 0.0334541 -0.0260545 0.727161	0.686893 0.0016838 0.0235994 0.726373	0.657734 0.00075244 0.0236474 0.752879	0.710848 0.0357815 0.000402836 0.702435	
0.688383 -0.0319834 0.0472223 0.723102	0.716376 -0.0242055 0.0544686 0.695164	0.722365 -0.0260093 0.0518975 0.689071	0.724887 -0.021713 0.0390913 0.687415	0.724567 -0.0207269 0.0344904 0.688029	0.722638 -0.0252682 0.0257099 0.690286	0.717976 -0.00542389 0.0103385 0.69597	0.719596 0.0491202 0.108734 0.684065	0.856931 -0.0263641 0.0604322 0.511196	0.835673 0.191512 -0.0709976 0.509836	0.837062 0.246431 0.0163587 0.488191	0.73291 -0.101245 -0.0601915 0.670052	0.854286 0.0361677 -0.131326 0.501637	0.841965 -0.149022 -0.0199895 0.518157	0.747488 -0.268954 -0.0545764 0.604936	0.678351 0.0491523 0.0183494 0.732862	0.661369 0.0487187 0.0194716 0.748224	0.686116 0.0317673 -0.028378 0.726244	0.684845 -0.00157911 0.0247045 0.728268	0.658944 -0.00244254 0.0246341 0.751784	0.711194 0.0361303 0.000516635 0.702067	
