Hips	Spine	Spine1	Spine2	Spine3	Neck	Head	RightShoulder	RightArm	RightForeArm	RightHand	LeftShoulder	LeftArm	LeftForeArm	LeftHand	RightUpLeg	RightLeg	RightFoot	LeftUpLeg	LeftLeg	LeftFoot	
-1.0073 36.2347 11.1382	-0.60733 38.7939 13.1601	-0.545964 42.4017 13.6787	-0.604179 46.0466 13.6851	-0.711539 49.6826 13.4462	-0.985123 59.1638 11.583	-0.914788 64.116 10.8115	0.345125 56.1421 11.1301	4.61414 59.9455 12.9774	16.5956 56.4864 14.9455	25.5004 57.1785 12.6323	-2.07184 56.0579 11.0562	-7.1186 59.3148 10.8962	-18.9749 55.2044 12.2838	-27.5526 55.0636 8.88827	2.45633 34.8814 10.7481	4.36541 19.0425 7.90591	5.52622 3.24979 11.549	-4.66764 35.5066 11.3661	-3.78314 19.3941 9.88229	-2.64886 3.49142 13.02	
-0.925504 36.1831 11.1088	-0.49702 38.7624 13.099	-0.384247 42.3703 13.6084	-0.407874 46.0156 13.6235	-0.533918 49.6511 13.3867	-0.895221 59.1279 11.516	-0.824443 64.0853 10.7786	0.452534 56.1155 11.0532	4.7574 59.8655 12.9262	16.7352 56.3613 14.8355	25.6153 57.1184 12.449	-1.96436 56.0135 11.0034	-7.04424 59.2211 10.9082	-18.8838 55.0795 12.3457	-27.4691 54.9847 8.96799	2.53317 34.8295 10.6781	4.21308 18.8026 8.97189	5.50202 2.86259 11.8501	-4.58103 35.4537 11.4008	-3.80629 19.3582 9.6895	-2.65469 3.49448 13.013	
-0.772108 36.2514 11.1171	-0.394466 38.8593 13.0802	-0.267683 42.4671 13.5867	-0.2654 46.1125 13.6091	-0.390423 49.7469 13.3553	-0.786598 59.2091 11.4193	-0.737136 64.1694 10.7002	0.562246 56.1958 10.9657	4.92489 59.8576 12.8792	16.877 56.238 14.7339	25.7293 57.0359 12.2589	-1.85482 56.0892 10.9394	-6.98638 59.2149 10.9505	-18.7773 54.9487 12.4226	-27.3614 54.8792 9.04107	2.71833 34.9915 10.6591	4.13879 18.9181 9.16883	5.47234 2.95968 11.922	-4.40221 35.4224 11.4565	-3.78516 19.3531 9.4587	-2.64816 3.53495 12.9975	
-0.63301 36.378 11.1859	-0.374099 39.0386 13.0968	-0.315607 42.6517 13.577	-0.332501 46.2971 13.5919	-0.40097 49.9322 13.3275	-0.6433 59.3941 11.3645	-0.645995 64.3596 10.6801	0.653757 56.3573 10.9166	5.06396 59.9669 12.8202	16.9578 56.1432 14.6392	25.7876 56.9058 12.0742	-1.76481 56.2912 10.8964	-6.92704 59.3648 10.979	-18.6218 54.8685 12.531	-27.1979 54.7304 9.13154	2.90739 35.2448 10.7838	4.18711 19.1731 9.15432	5.54332 3.18928 11.7444	-4.2315 35.4164 11.5122	-3.72018 19.372 9.29621	-2.62634 3.58221 12.9724	
-0.608304 36.5055 11.1725	-0.444024 39.1766 13.0791	-0.457287 42.7921 13.545	-0.501167 46.4373 13.5387	-0.499845 50.0738 13.2841	-0.517201 59.5492 11.3725	-0.550495 64.5176 10.7101	0.715284 56.4868 10.917	5.15036 60.099 12.7569	17.0007 56.1245 14.5363	25.8217 56.7806 11.9124	-1.70394 56.4747 10.8789	-6.85278 59.571 10.9474	-18.4478 54.8697 12.6345	-27.0281 54.6037 9.25319	2.95984 35.4305 10.8676	4.34674 19.379 9.12971	5.6656 3.37542 11.6147	-4.19757 35.4848 11.4083	-3.61946 19.423 9.34001	-2.60807 3.6148 12.9605	
-0.614501 36.5947 11.0951	-0.499284 39.2449 13.0343	-0.54698 42.859 13.5086	-0.603277 46.5039 13.4919	-0.565449 50.1409 13.2476	-0.440744 59.6255 11.3859	-0.455837 64.5945 10.7276	0.755709 56.5495 10.9258	5.21099 60.1618 12.7159	17.0597 56.1506 14.4221	25.8736 56.7114 11.7523	-1.66301 56.5694 10.8651	-6.78985 59.7027 10.8951	-18.3406 54.929 12.6803	-26.9375 54.5534 9.35191	2.95747 35.5091 10.8882	4.5233 19.4737 9.15429	5.74205 3.45315 11.5805	-4.21291 35.5855 11.2099	-3.50695 19.48 9.56412	-2.58989 3.61769 12.9664	
-0.591505 36.6295 11.0104	-0.497944 39.2529 12.9869	-0.539561 42.8639 13.4846	-0.587438 46.509 13.4841	-0.551116 50.1463 13.2433	-0.407402 59.6315 11.3862	-0.367088 64.5981 10.7109	0.78862 56.5546 10.9313	5.26683 60.1533 12.6912	17.1445 56.19 14.3055	25.9451 56.6897 11.5805	-1.62971 56.5768 10.8575	-6.74575 59.7278 10.8531	-18.3199 55.018 12.6557	-26.9411 54.5733 9.39949	2.97332 35.5094 10.8781	4.64862 19.4723 9.26567	5.77238 3.43081 11.5974	-4.20172 35.6567 11.0222	-3.41334 19.5158 9.81962	-2.58843 3.59887 12.9816	
-0.543009 36.6329 10.9451	-0.447206 39.237 12.9469	-0.460016 42.8444 13.4718	-0.493232 46.4894 13.5074	-0.478934 50.1272 13.2715	-0.392362 59.61 11.3988	-0.295247 64.5704 10.6847	0.824437 56.5401 10.9515	5.32062 60.1334 12.6766	17.2277 56.2231 14.2015	26.0067 56.678 11.4003	-1.59383 56.5466 10.8726	-6.7077 59.7009 10.8357	-18.3414 55.1232 12.5945	-26.9879 54.6244 9.41413	3.01194 35.4786 10.8446	4.70607 19.4268 9.40744	5.76901 3.36537 11.6275	-4.16251 35.696 10.9051	-3.35556 19.5356 10.0184	-2.59828 3.57999 12.9971	
-0.486511 36.627 10.8875	-0.368025 39.2221 12.8996	-0.35145 42.8262 13.4466	-0.375458 46.4708 13.52	-0.385956 50.1093 13.295	-0.374192 59.5917 11.4183	-0.246003 64.5477 10.6794	0.866154 56.5312 10.9717	5.36626 60.1324 12.6697	17.2904 56.2429 14.1118	26.0473 56.6514 11.235	-1.55213 56.5188 10.8942	-6.66007 59.6823 10.8312	-18.3477 55.2157 12.5171	-27.0232 54.6659 9.42532	3.05965 35.447 10.776	4.71045 19.3769 9.50256	5.7514 3.3037 11.647	-4.11288 35.7169 10.8502	-3.33846 19.5461 10.1427	-2.60791 3.568 13.0052	
-0.43991 36.6251 10.8378	-0.288994 39.2206 12.8472	-0.252337 42.8234 13.4022	-0.270091 46.4677 13.4888	-0.294248 50.1068 13.2745	-0.338035 59.5931 11.418	-0.204174 64.5511 10.6937	0.917321 56.5401 10.9614	5.40912 60.1442 12.6752	17.3397 56.2466 14.0404	26.0819 56.6187 11.1144	-1.50107 56.5151 10.8905	-6.60118 59.6913 10.8322	-18.3201 55.2843 12.4567	-27.0269 54.6959 9.46171	3.10091 35.4338 10.6841	4.68957 19.3476 9.54206	5.73021 3.27057 11.6575	-4.06933 35.7265 10.8445	-3.34163 19.5507 10.2042	-2.60501 3.5622 13.0064	
