Hips	Spine	Spine1	Spine2	Spine3	Neck	Head	RightShoulder	RightArm	RightForeArm	RightHand	LeftShoulder	LeftArm	LeftForeArm	LeftHand	RightUpLeg	RightLeg	RightFoot	LeftUpLeg	LeftLeg	LeftFoot	
-2.8354 31.662 6.8813	-2.78966 33.7828 8.68925	-2.86175 36.7949 9.38502	-2.94599 39.8582 9.79783	-3.14926 42.9422 9.89211	-3.44212 51.0874 8.99764	-3.39034 55.2779 8.28024	-2.21443 48.6689 8.46563	2.8623 49.427 9.09072	11.9742 50.0784 7.38928	19.6971 50.4956 6.39078	-4.28071 48.5685 8.22847	-9.26207 49.3022 7.05097	-18.4391 48.9969 8.47751	-26.2041 48.9175 7.76087	0.175845 30.5315 6.97383	1.94649 16.0928 3.2985	4.63584 2.86907 8.28928	-5.97037 31.005 6.57391	-5.5748 16.0194 7.20189	-5.13671 1.83476 9.57109	
-2.7694 31.6139 6.7564	-2.68244 33.7456 8.55	-2.71559 36.7562 9.255	-2.7681 39.8187 9.67877	-2.97552 42.9017 9.79471	-3.30908 51.052 8.96355	-3.29991 55.2479 8.27648	-2.07778 48.6423 8.40082	3.00834 49.3491 9.00957	12.1131 50.0449 7.28766	19.837 50.4823 6.30521	-4.14604 48.5356 8.18465	-9.14297 49.2399 7.05621	-18.3105 48.916 8.53861	-26.0759 48.8417 7.82589	0.228131 30.4463 6.83207	1.92057 15.7906 4.09981	4.57308 2.42778 8.72653	-5.91473 30.9943 6.4786	-5.57305 16.0084 7.12987	-5.14918 1.8368 9.57833	
-2.69161 31.6122 6.65801	-2.60262 33.7498 8.44449	-2.61221 36.7597 9.15302	-2.64125 39.822 9.58077	-2.8364 42.9053 9.7098	-3.16267 51.0608 8.92843	-3.19561 55.2617 8.27374	-1.93956 48.6524 8.34259	3.15597 49.3068 8.93085	12.256 50.0131 7.1885	19.9798 50.446 6.20316	-4.00955 48.5503 8.14119	-9.0249 49.1989 7.06215	-18.1786 48.8247 8.61633	-25.943 48.7366 7.894	0.307617 30.4487 6.72945	1.91972 15.6576 4.79492	4.46735 2.09192 8.85586	-5.83686 30.9877 6.39056	-5.55142 16.0013 7.05786	-5.1571 1.84139 9.57766	
-2.60201 31.6513 6.59261	-2.54064 33.794 8.37412	-2.54899 36.8041 9.08193	-2.57055 39.8665 9.50954	-2.74035 42.9511 9.6422	-3.01451 51.1108 8.88514	-3.08447 55.3172 8.26982	-1.80919 48.6961 8.28883	3.2917 49.326 8.85695	12.3918 49.9969 7.10079	20.115 50.3945 6.0964	-3.88038 48.6083 8.0932	-8.91294 49.2023 7.06396	-18.0477 48.7484 8.70581	-25.8098 48.6241 7.96459	0.407866 30.5167 6.67898	1.94612 15.6445 5.42499	4.38302 1.8963 8.8971	-5.74006 30.9961 6.31409	-5.50982 16.0095 6.9963	-5.16572 1.85846 9.57288	
-2.51121 31.7039 6.56351	-2.49487 33.8595 8.33039	-2.51589 36.8697 9.03741	-2.54013 39.9318 9.46659	-2.67795 43.0182 9.59626	-2.87368 51.1799 8.83649	-2.96954 55.3913 8.26009	-1.68926 48.7538 8.24424	3.41383 49.3797 8.79698	12.5148 49.9926 7.0243	20.2365 50.3422 5.991	-3.7606 48.6854 8.04263	-8.80663 49.2363 7.05626	-17.9182 48.6877 8.79537	-25.6786 48.5136 8.04718	0.510903 30.6062 6.6904	2.02501 15.6985 5.92446	4.373 1.81772 8.89411	-5.63798 31.0091 6.25574	-5.46192 16.0212 6.92682	-5.173 1.88069 9.5672	
-2.42431 31.765 6.5498	-2.46384 33.9377 8.29519	-2.50414 36.9469 9.00555	-2.53692 40.008 9.44205	-2.64273 43.0958 9.56606	-2.7506 51.2572 8.78525	-2.85747 55.4731 8.24469	-1.58593 48.8179 8.20819	3.5184 49.4432 8.75003	12.6192 49.9945 6.95667	20.3383 50.2992 5.88971	-3.65621 48.7697 7.99037	-8.7123 49.2843 7.03647	-17.8012 48.6428 8.86005	-25.5627 48.4083 8.13879	0.609496 30.7086 6.73467	2.1315 15.7888 6.28317	4.40619 1.82265 8.88693	-5.53654 31.026 6.20031	-5.40424 16.0382 6.88309	-5.17318 1.90351 9.56	
-2.33901 31.8273 6.5424	-2.43557 34.0165 8.26482	-2.4963 37.0254 8.97505	-2.53996 40.0858 9.4149	-2.61864 43.1747 9.53451	-2.64973 51.3352 8.73814	-2.75336 55.5548 8.22642	-1.50018 48.8851 8.17686	3.60579 49.5042 8.71021	12.7056 49.9968 6.89451	20.4221 50.2612 5.79901	-3.56856 48.854 7.93886	-8.6314 49.3378 7.00489	-17.7026 48.6228 8.88862	-25.4673 48.317 8.2328	0.705777 30.815 6.78479	2.26707 15.8939 6.58471	4.43947 1.85755 8.88059	-5.43497 31.0417 6.15243	-5.34147 16.0548 6.86141	-5.16759 1.92257 9.55555	
-2.25331 31.8793 6.5381	-2.39344 34.0824 8.23967	-2.47311 37.0929 8.94142	-2.52898 40.1541 9.37439	-2.59099 43.2434 9.49108	-2.56914 51.4038 8.69259	-2.65818 55.6264 8.20372	-1.42934 48.9469 8.14081	3.67819 49.5572 8.66951	12.7775 49.9967 6.83786	20.4915 50.2276 5.71705	-3.49595 48.9276 7.88679	-8.56315 49.3833 6.96234	-17.6234 48.6267 8.88189	-25.3929 48.2456 8.32907	0.800344 30.905 6.82122	2.42055 15.9888 6.8472	4.47757 1.89564 8.88657	-5.33565 31.054 6.12305	-5.27671 16.0685 6.86557	-5.15556 1.93471 9.55423	
-2.16572 31.9108 6.5414	-2.32875 34.1253 8.22605	-2.42376 37.1382 8.91536	-2.49217 40.2009 9.33565	-2.55016 43.2905 9.44759	-2.50604 51.4506 8.64733	-2.57368 55.6761 8.18017	-1.36978 48.991 8.10068	3.73942 49.5896 8.62647	12.8378 49.9949 6.78244	20.5501 50.204 5.6456	-3.43541 48.9764 7.83839	-8.50435 49.416 6.91574	-17.5598 48.6474 8.85326	-25.3336 48.2036 8.42258	0.893652 30.9607 6.84429	2.56408 16.0522 7.0992	4.51667 1.91208 8.90287	-5.24029 31.0603 6.11977	-5.2203 16.0759 6.88538	-5.145 1.93817 9.55534	
-2.08042 31.9178 6.5495	-2.24725 34.1418 8.22126	-2.3507 37.1566 8.90077	-2.42914 40.2206 9.31024	-2.49338 43.3103 9.41356	-2.45627 51.4689 8.59711	-2.49991 55.6974 8.15577	-1.31776 49.0092 8.05555	3.79309 49.5943 8.5805	12.8901 49.9904 6.72795	20.6011 50.1947 5.58142	-3.38332 48.9923 7.79292	-8.45195 49.4261 6.86578	-17.5064 48.6713 8.81324	-25.2846 48.1961 8.51363	0.981743 30.9774 6.85442	2.68526 16.0782 7.33374	4.54517 1.89969 8.92124	-5.15326 31.0569 6.13646	-5.17685 16.0734 6.91962	-5.14074 1.93002 9.56017	
-1.99592 31.9054 6.5519	-2.15328 34.135 8.21714	-2.25698 37.1505 8.89337	-2.34035 40.2149 9.29842	-2.41929 43.3047 9.39154	-2.41794 51.4603 8.54547	-2.43349 55.6914 8.1281	-1.2709 49.0033 8.00956	3.84187 49.5739 8.53183	12.9372 49.9851 6.67432	20.6473 50.2008 5.52383	-3.33712 48.977 7.7529	-8.40399 49.4102 6.81597	-17.4591 48.6905 8.77344	-25.2414 48.2203 8.59878	1.06672 30.9632 6.84622	2.78316 16.0732 7.5251	4.56108 1.86568 8.93721	-5.07135 31.0459 6.15537	-5.14355 16.0637 6.95854	-5.13809 1.91451 9.56808	
