Hips	Spine	Spine1	Spine2	Spine3	Neck	Head	RightShoulder	RightArm	RightForeArm	RightHand	LeftShoulder	LeftArm	LeftForeArm	LeftHand	RightUpLeg	RightLeg	RightFoot	LeftUpLeg	LeftLeg	LeftFoot	
0.760727 -0.0410811 0.0210725 0.647427	0.734512 -0.0242103 0.0403845 0.676961	0.731959 -0.0217256 0.0412191 0.679754	0.731993 -0.0137849 0.0510733 0.679255	0.732997 -0.0197637 0.0490449 0.678174	0.706596 -0.0427043 0.0423721 0.705056	0.668812 -0.0462977 0.0585248 0.739676	0.738074 0.0314283 0.0874283 0.668293	0.813082 0.0933003 -0.0610355 0.571373	0.815787 0.0655693 -0.0415508 0.57312	0.809865 0.169341 0.10396 0.551937	0.737834 -0.106461 0.0141355 0.666384	0.762513 0.102721 -0.0645108 0.6355	0.769336 -0.00996489 0.0291774 0.638099	0.762938 -0.113633 -0.0911961 0.629838	0.812796 0.0701907 0.0342725 0.577288	0.561679 0.0539167 0.0565185 0.82366	0.516037 0.100896 -0.0749613 0.847294	0.702152 0.0195003 -0.029297 0.711157	0.640464 0.0218732 -0.0275706 0.767181	0.73288 0.0340017 -0.0223612 0.67914	
0.758072 -0.0444627 0.0120149 0.650543	0.736267 -0.0241782 0.0334231 0.675433	0.734296 -0.0207914 0.0349117 0.677613	0.734604 -0.00925505 0.0489791 0.676663	0.73532 -0.0148672 0.0478971 0.675862	0.709335 -0.0397106 0.0415147 0.702527	0.673597 -0.04369 0.0584815 0.735485	0.739951 0.0313633 0.085496 0.666468	0.815317 0.0963448 -0.0621983 0.567545	0.818336 0.0659562 -0.041048 0.569466	0.812172 0.169554 0.104324 0.548402	0.740304 -0.103173 0.0117085 0.664205	0.76424 0.103478 -0.0664036 0.633104	0.771152 -0.00974732 0.0271846 0.635996	0.764536 -0.113137 -0.0938568 0.627595	0.786265 0.074105 0.0227723 0.613006	0.571808 0.0641624 0.0435122 0.816716	0.584157 0.11673 -0.0641931 0.800634	0.702858 0.0220894 -0.0360435 0.710073	0.636404 0.0252303 -0.0339191 0.770197	0.733861 0.0363122 -0.0193075 0.678054	
0.755663 -0.0458487 0.00545001 0.653331	0.73751 -0.0248049 0.0266062 0.674356	0.735847 -0.0205585 0.0288335 0.676222	0.736651 -0.00536582 0.0466189 0.674643	0.737429 -0.0102099 0.0464212 0.67375	0.711987 -0.036125 0.0407868 0.700076	0.677744 -0.0404079 0.0584821 0.731854	0.742487 0.0303673 0.0820238 0.664126	0.818515 0.0994503 -0.0636214 0.562223	0.821862 0.0663397 -0.0408821 0.564332	0.814884 0.169463 0.105498 0.544166	0.743621 -0.0985096 0.0103929 0.661223	0.76689 0.104573 -0.0683285 0.629504	0.773927 -0.00968107 0.0252659 0.632697	0.766921 -0.112354 -0.0965743 0.624406	0.763577 0.0773901 0.0097381 0.640989	0.582859 0.0726314 0.0284382 0.808821	0.64301 0.11427 -0.0513926 0.755539	0.703882 0.0243789 -0.043049 0.708592	0.632273 0.0284165 -0.0404976 0.773164	0.733905 0.0354626 -0.0183379 0.678078	
0.754902 -0.0430154 0.00510311 0.654406	0.738504 -0.0252254 0.022385 0.673405	0.736779 -0.0207784 0.0249866 0.675352	0.73793 -0.00442132 0.0436102 0.673453	0.739166 -0.00839699 0.0438796 0.67204	0.71464 -0.0316517 0.0405595 0.697598	0.681218 -0.0372088 0.0584245 0.728797	0.744703 0.0290849 0.0774883 0.662244	0.821996 0.101764 -0.0657927 0.556451	0.825607 0.066388 -0.0418477 0.558762	0.816763 0.170093 0.107521 0.540745	0.747243 -0.0925102 0.0108603 0.65799	0.770298 0.107076 -0.0697696 0.624746	0.777651 -0.0091672 0.0243169 0.628159	0.769336 -0.112245 -0.10065 0.6208	0.743063 0.0811422 -0.00395145 0.664273	0.600447 0.0803728 0.0118279 0.795528	0.678302 0.107971 -0.0413528 0.72563	0.704799 0.0240755 -0.0470894 0.707433	0.628642 0.0287715 -0.0443762 0.775895	0.73269 0.0340007 -0.0179294 0.679477	
0.755246 -0.0374615 0.0106377 0.654284	0.738979 -0.025454 0.0220279 0.672887	0.737058 -0.0215086 0.024505 0.675043	0.738238 -0.00698717 0.0405994 0.673281	0.740031 -0.0100182 0.0408474 0.671256	0.717111 -0.0277053 0.0408466 0.69521	0.684495 -0.0340945 0.0588841 0.725835	0.745646 0.0286467 0.0734626 0.661661	0.824965 0.102073 -0.0686711 0.551633	0.828625 0.0660787 -0.0446019 0.554098	0.819537 0.171863 0.10842 0.535787	0.749682 -0.0856329 0.0121874 0.656121	0.772772 0.111289 -0.0708332 0.620823	0.780706 -0.00774411 0.0245777 0.624367	0.772196 -0.111415 -0.103285 0.616954	0.725235 0.0903074 -0.0213184 0.68222	0.616604 0.0924648 -0.00775642 0.781786	0.692528 0.101642 -0.0403768 0.713052	0.705927 0.0201179 -0.047044 0.706434	0.625461 0.0250834 -0.0445948 0.778576	0.731002 0.0312915 -0.0198617 0.681368	
0.754946 -0.0312524 0.0196147 0.654748	0.73917 -0.0258743 0.0243353 0.672582	0.737155 -0.0230222 0.0262 0.674823	0.737779 -0.0120142 0.0381162 0.673858	0.739808 -0.014084 0.0384062 0.671573	0.719341 -0.0246633 0.0414345 0.692981	0.687817 -0.031197 0.0592679 0.722787	0.744003 0.0288741 0.0712572 0.663738	0.826193 0.100946 -0.0718949 0.549587	0.829721 0.0659409 -0.048605 0.552134	0.821704 0.172985 0.105974 0.532587	0.750363 -0.0791835 0.0132697 0.656132	0.774133 0.116606 -0.0714054 0.61808	0.782851 -0.00487506 0.0253243 0.621675	0.775049 -0.108473 -0.103125 0.61392	0.711706 0.103597 -0.0404507 0.693618	0.62824 0.107524 -0.0284114 0.77003	0.693358 0.0980074 -0.0448158 0.71249	0.707403 0.0136674 -0.0438766 0.705315	0.622751 0.0185606 -0.0420412 0.781069	0.728928 0.0293826 -0.0213479 0.683626	
0.7531 -0.0260485 0.030004 0.656705	0.739111 -0.0263572 0.0286821 0.672456	0.737178 -0.0250107 0.0295397 0.674589	0.736674 -0.0190213 0.0364189 0.674999	0.738678 -0.0202798 0.0367138 0.672752	0.721764 -0.0226024 0.0424713 0.690465	0.691317 -0.0283156 0.0592371 0.719562	0.741356 0.0293224 0.0706942 0.666734	0.825201 0.0995122 -0.075156 0.550902	0.828537 0.0662232 -0.0529253 0.55348	0.822722 0.172512 0.0991119 0.53249	0.749585 -0.0745428 0.0136437 0.657556	0.774286 0.12235 -0.0713739 0.61678	0.783893 1.44536e-05 0.0257565 0.620361	0.778373 -0.102283 -0.0994484 0.611378	0.704296 0.111255 -0.0511916 0.699263	0.635585 0.115567 -0.0405279 0.762255	0.688606 0.0975508 -0.0486399 0.716896	0.708961 0.00637297 -0.0392782 0.704124	0.6207 0.0109741 -0.0382487 0.783038	0.726599 0.0271625 -0.022722 0.686148	
0.749694 -0.0224831 0.0392356 0.660237	0.738252 -0.0263921 0.0336879 0.673166	0.736486 -0.0264768 0.0335398 0.675102	0.735403 -0.0261171 0.0354591 0.676197	0.737387 -0.0270422 0.0354874 0.673996	0.723541 -0.0215206 0.0434299 0.688578	0.695702 -0.0258533 0.0586206 0.715467	0.740031 0.0303023 0.070497 0.668181	0.822527 0.0980817 -0.0776666 0.554795	0.825601 0.0674838 -0.0570204 0.557296	0.822014 0.171806 0.0897646 0.535461	0.748258 -0.0727018 0.0134072 0.659276	0.773237 0.127445 -0.0707983 0.61713	0.783637 0.00718567 0.0248153 0.620682	0.780249 -0.0929035 -0.0937402 0.611386	0.701178 0.11018 -0.0505094 0.702608	0.641419 0.113939 -0.0413371 0.757556	0.684128 0.0991025 -0.0521395 0.720714	0.710121 0.00086808 -0.0363799 0.703139	0.61969 0.00526981 -0.0360066 0.784002	0.725092 0.02541 -0.0243767 0.687751	
0.745853 -0.0208949 0.0453321 0.664238	0.736446 -0.0259588 0.0380722 0.674925	0.734661 -0.0269663 0.0372309 0.676875	0.734115 -0.0311343 0.0355277 0.677379	0.736402 -0.0322996 0.0349516 0.674868	0.724899 -0.021928 0.0436898 0.687119	0.700622 -0.0242668 0.0574416 0.710803	0.740395 0.0314394 0.0700495 0.667772	0.819473 0.096911 -0.0789053 0.559327	0.822235 0.0696946 -0.0603219 0.561635	0.820903 0.171782 0.0813256 0.538513	0.747338 -0.0730762 0.0127319 0.660291	0.771151 0.130691 -0.0699455 0.619156	0.781977 0.0163273 0.0214998 0.622723	0.779072 -0.0805435 -0.089544 0.615258	0.700069 0.103492 -0.0434407 0.705199	0.646562 0.106395 -0.0357474 0.75456	0.682492 0.101522 -0.0547997 0.721731	0.710531 -0.00186014 -0.0367914 0.702701	0.619722 0.00263165 -0.0367443 0.783956	0.72457 0.0248334 -0.0256226 0.688277	
0.742222 -0.020632 0.0482106 0.668099	0.734248 -0.0256625 0.0407933 0.677169	0.732254 -0.0268717 0.0397794 0.679337	0.732849 -0.0332088 0.0363875 0.678605	0.735587 -0.0348685 0.0351322 0.67562	0.72618 -0.0233679 0.0431549 0.68575	0.705714 -0.0236918 0.0553425 0.705935	0.741027 0.0312369 0.0690321 0.667186	0.81657 0.0967036 -0.0792456 0.563545	0.819084 0.0723838 -0.0624561 0.565652	0.819698 0.17416 0.0771016 0.540202	0.74684 -0.0744711 0.0124019 0.660704	0.768398 0.131821 -0.0693539 0.622397	0.779185 0.0261405 0.0158988 0.626047	0.775077 -0.0672081 -0.0881802 0.622064	0.699511 0.0919186 -0.0319305 0.707966	0.651828 0.0938061 -0.0258651 0.752098	0.68339 0.101369 -0.0575163 0.72069	0.710143 -0.0021401 -0.0403279 0.702898	0.620767 0.00270943 -0.0402936 0.782955	0.724991 0.0248028 -0.0265855 0.687798	
