Hips	Spine	Spine1	Spine2	Spine3	Neck	Head	RightShoulder	RightArm	RightForeArm	RightHand	LeftShoulder	LeftArm	LeftForeArm	LeftHand	RightUpLeg	RightLeg	RightFoot	LeftUpLeg	LeftLeg	LeftFoot	
-2.4573 31.7098 7.1095	-2.36952 33.8314 8.91506	-2.41475 36.8426 9.61622	-2.47819 39.9064 10.0293	-2.72314 42.9857 10.1698	-3.19687 51.1404 9.45873	-3.20984 55.3435 8.81748	-1.95143 48.756 8.82396	3.17339 49.4294 8.97016	12.1608 50.009 6.68191	19.6815 50.521 4.68392	-4.024 48.6225 8.67411	-9.08169 49.0207 7.67416	-18.2155 47.9518 9.00676	-25.8823 47.5225 7.64612	0.550445 30.5669 7.14723	2.36025 15.8962 4.57572	5.31093 2.55122 9.07175	-5.60008 31.0656 6.86026	-5.48649 16.0694 7.33056	-5.18113 1.78214 9.00027	
-2.3617 31.6857 7.0411	-2.26371 33.8126 8.83982	-2.28039 36.8235 9.54409	-2.31559 39.8872 9.96105	-2.54899 42.9672 10.1059	-3.01901 51.1238 9.41491	-3.05788 55.3313 8.80451	-1.77836 48.7398 8.76943	3.35081 49.3833 8.89661	12.3282 49.9928 6.57704	19.8416 50.5288 4.55797	-3.85168 48.6083 8.62839	-8.9194 48.9675 7.66505	-18.0404 47.8664 9.05807	-25.7125 47.4411 7.72666	0.639348 30.5256 7.08602	2.44852 15.7299 5.37339	5.20914 2.15351 9.25528	-5.50787 31.0588 6.79038	-5.44062 16.0641 7.31096	-5.18168 1.77828 9.00144	
-2.25661 31.701 7.0002	-2.1759 33.8308 8.79631	-2.18245 36.8421 9.49905	-2.2027 39.9061 9.91493	-2.41259 42.9879 10.0565	-2.83806 51.1472 9.3681	-2.89976 55.3584 8.78534	-1.61118 48.7565 8.7209	3.52071 49.3815 8.82984	12.4927 49.9854 6.48784	19.9948 50.5248 4.42812	-3.68531 48.6366 8.58161	-8.7625 48.9594 7.65603	-17.8663 47.7951 9.10891	-25.542 47.3498 7.80513	0.747922 30.5508 7.06404	2.56902 15.6906 6.07644	5.11959 1.90887 9.32726	-5.39921 31.0634 6.73236	-5.39262 16.0686 7.25426	-5.17985 1.7882 8.99616	
-2.14041 31.7416 6.9982	-2.09736 33.8796 8.78587	-2.10624 36.8921 9.48324	-2.1212 39.9568 9.89443	-2.30223 43.0409 10.0253	-2.66433 51.2015 9.3157	-2.74358 55.4155 8.75609	-1.45352 48.8 8.67804	3.68019 49.4123 8.77227	12.6495 49.9828 6.41185	20.1369 50.5089 4.29585	-3.52807 48.6953 8.53281	-8.61315 48.9879 7.64113	-17.6957 47.7407 9.15668	-25.3743 47.253 7.88524	0.87405 30.6202 7.09626	2.70323 15.7366 6.59293	5.11038 1.81899 9.33394	-5.2741 31.0732 6.70246	-5.33443 16.0772 7.18705	-5.17429 1.80379 8.9904	
-2.01811 31.7997 7.0237	-2.02646 33.9516 8.79515	-2.04719 36.9649 9.48893	-2.06461 40.0298 9.89809	-2.21644 43.116 10.0143	-2.50414 51.276 9.2643	-2.58976 55.4922 8.72294	-1.30977 48.8613 8.6458	3.82541 49.462 8.73485	12.7909 49.9846 6.34913	20.2606 50.4863 4.16555	-3.38414 48.7736 8.48746	-8.47441 49.0377 7.61668	-17.537 47.7103 9.18281	-25.2202 47.1568 7.96734	1.00939 30.7193 7.16913	2.84016 15.8292 6.93795	5.14868 1.82873 9.31804	-5.1386 31.0874 6.69295	-5.26731 16.0899 7.11466	-5.16542 1.82465 8.98529	
-1.89711 31.862 7.0668	-1.95914 34.0298 8.81761	-1.99849 37.0445 9.50466	-2.02458 40.1099 9.9093	-2.1496 43.1979 10.0113	-2.3624 51.3562 9.22019	-2.44228 55.5737 8.68762	-1.18296 48.9288 8.62359	3.95322 49.521 8.71085	12.9156 49.9869 6.30152	20.3644 50.4581 4.04157	-3.25654 48.8576 8.44754	-8.34848 49.1027 7.58103	-17.395 47.71 9.18297	-25.0846 47.0722 8.05208	1.1432 30.8263 7.26171	2.97867 15.9353 7.17287	5.19784 1.88045 9.3048	-5.00261 31.1022 6.7023	-5.18765 16.1034 7.04777	-5.14205 1.84702 8.98736	
-1.77362 31.9127 7.1191	-1.87897 34.0965 8.84785	-1.94048 37.1136 9.52249	-1.98071 40.1803 9.91645	-2.08845 43.2693 10.006	-2.24299 51.4259 9.18434	-2.30674 55.6445 8.658	-1.07405 48.9889 8.60614	4.06267 49.5759 8.69759	13.0242 49.9851 6.27486	20.4485 50.428 3.92995	-3.14651 48.9302 8.41312	-8.23733 49.17 7.53862	-17.2761 47.739 9.15063	-24.9735 47.0071 8.13639	1.27633 30.9146 7.35535	3.11096 16.0232 7.36142	5.24288 1.92699 9.30029	-4.86613 31.1131 6.7302	-5.10322 16.1134 6.99815	-5.11396 1.86337 8.984	
-1.64982 31.9445 7.17509	-1.78258 34.1421 8.88435	-1.86328 37.1624 9.54247	-1.91841 40.2309 9.91983	-2.02142 43.3204 9.99839	-2.14642 51.4752 9.15412	-2.18348 55.6942 8.62895	-0.981123 49.0333 8.58981	4.15619 49.6134 8.69066	13.1186 49.9774 6.26415	20.5167 50.4012 3.83447	-3.05249 48.9802 8.38382	-8.13985 49.2276 7.49148	-17.1779 47.785 9.09732	-24.8839 46.9702 8.22073	1.40622 30.9721 7.43837	3.22433 16.079 7.52502	5.27737 1.95053 9.30825	-4.73364 31.1177 6.77436	-5.02257 16.1179 6.97887	-5.09082 1.87021 8.98062	
-1.52312 31.952 7.22719	-1.66797 34.1613 8.92037	-1.76164 37.1844 9.56337	-1.82984 40.2546 9.92534	-1.93928 43.3441 9.99344	-2.06395 51.4965 9.12611	-2.07357 55.7156 8.60059	-0.895673 49.0534 8.57298	4.24269 49.6215 8.68783	13.2055 49.9615 6.25927	20.5796 50.3811 3.75686	-2.96623 48.999 8.35931	-8.04848 49.2612 7.44244	-17.0906 47.8294 9.03447	-24.806 46.9596 8.30561	1.53557 30.9922 7.50534	3.32399 16.0961 7.67166	5.297 1.94 9.32084	-4.603 31.1116 6.82437	-4.95348 16.1126 6.98457	-5.07726 1.8649 8.98359	
-1.39742 31.9423 7.26219	-1.54234 34.1586 8.94618	-1.6411 37.1833 9.58081	-1.71817 40.2543 9.93424	-1.84245 43.3434 9.9922	-1.99408 51.4923 9.09687	-1.97617 55.7118 8.57415	-0.816262 49.0515 8.55416	4.32355 49.6025 8.68572	13.2884 49.9395 6.26421	20.6394 50.3736 3.69729	-2.88622 48.9891 8.33696	-7.96223 49.2714 7.39189	-17.0097 47.8582 8.97032	-24.7345 46.9649 8.38306	1.6613 30.9838 7.54431	3.40765 16.0838 7.79186	5.29659 1.90383 9.33052	-4.47728 31.1001 6.86288	-4.8926 16.1026 7.00686	-5.07053 1.85319 8.98943	
