Hips	Spine	Spine1	Spine2	Spine3	Neck	Head	RightShoulder	RightArm	RightForeArm	RightHand	LeftShoulder	LeftArm	LeftForeArm	LeftHand	RightUpLeg	RightLeg	RightFoot	LeftUpLeg	LeftLeg	LeftFoot	
-3.5327 34.8219 5.7349	-3.2806 37.3543 7.56125	-3.32579 40.7353 8.36311	-3.39892 44.1735 8.86311	-3.65966 47.6345 9.03625	-4.46109 56.773 8.16488	-4.71789 61.4699 7.3252	-3.07659 54.1087 7.36153	2.56946 55.4725 7.26682	13.0163 55.9385 7.99823	21.0576 58.2596 4.78391	-5.40676 53.9093 7.41296	-11.1646 54.6744 7.50453	-21.182 54.167 10.5512	-29.8233 55.8093 8.81508	-0.165489 33.5099 5.64262	2.63252 17.9378 5.43959	5.94059 1.8484 8.45732	-7.07789 34.1155 5.75711	-6.22626 18.3457 6.73035	-5.34374 1.72475 8.10382	
-3.4375 34.9202 5.64	-3.27943 37.4598 7.46696	-3.31785 40.8358 8.28977	-3.37231 44.2698 8.82014	-3.60529 47.7332 8.98465	-4.33557 56.8733 8.069	-4.60435 61.5728 7.24734	-2.96923 54.195 7.28146	2.69499 55.4813 7.18836	13.1471 55.889 7.87758	21.1601 58.2073 4.59125	-5.30097 54.0134 7.32797	-11.0666 54.711 7.4611	-21.061 54.1368 10.5709	-29.7101 55.7768 8.8722	-0.039779 33.6862 5.61519	2.64925 18.0943 5.76362	5.86235 1.94764 8.57092	-6.96522 34.1322 5.59445	-6.1593 18.3633 6.62009	-5.33459 1.74885 8.10353	
-3.32261 35.0561 5.5883	-3.27718 37.604 7.40988	-3.35016 40.9792 8.23394	-3.41767 44.412 8.77059	-3.60899 47.8782 8.92911	-4.20751 57.0259 7.99329	-4.4872 61.7267 7.18343	-2.87465 54.3274 7.21744	2.80172 55.5596 7.1342	13.2598 55.857 7.78786	21.2421 58.1378 4.40191	-5.20889 54.1782 7.2526	-10.9771 54.8458 7.42243	-20.9427 54.1454 10.598	-29.6062 55.7172 8.90823	0.11002 33.9236 5.6364	2.75824 18.3282 5.99814	5.8454 2.11354 8.54278	-6.82374 34.1635 5.47375	-6.06371 18.3907 6.47467	-5.30921 1.78551 8.09289	
-3.19671 35.1739 5.5968	-3.2424 37.7369 7.3971	-3.36944 41.1162 8.1973	-3.46754 44.5518 8.7113	-3.62227 48.0198 8.86966	-4.09222 57.1768 7.95229	-4.36782 61.8795 7.15151	-2.79268 54.4622 7.17617	2.88727 55.6773 7.08594	13.3496 55.8608 7.71446	21.31 58.0764 4.2353	-5.12887 54.3447 7.20059	-10.8939 55.037 7.37795	-20.8387 54.2333 10.5941	-29.5289 55.6974 8.94496	0.260372 34.1236 5.71223	2.87081 18.524 6.15613	5.8511 2.25882 8.49772	-6.67336 34.1975 5.43103	-5.96673 18.4143 6.29779	-5.29765 1.82197 8.07717	
-3.06501 35.2433 5.6455	-3.16327 37.8265 7.41459	-3.33711 41.2117 8.18037	-3.46681 44.6509 8.66145	-3.60427 48.1199 8.81618	-3.99937 57.2818 7.91264	-4.25298 61.9884 7.12785	-2.71843 54.5584 7.13644	2.9602 55.779 7.03682	13.4249 55.8975 7.63941	21.3777 58.0522 4.10474	-5.05553 54.4592 7.15258	-10.8156 55.1952 7.31385	-20.7567 54.3763 10.5377	-29.4772 55.7632 8.98484	0.403293 34.2379 5.81269	2.98196 18.6324 6.23691	5.88384 2.33963 8.48263	-6.52712 34.2215 5.45183	-5.88079 18.4268 6.13839	-5.29499 1.84768 8.06449	
-2.94821 35.2717 5.70209	-3.07008 37.8724 7.44387	-3.26666 41.2622 8.18341	-3.41618 44.7036 8.64242	-3.55339 48.1731 8.78444	-3.92688 57.3337 7.85871	-4.14402 62.045 7.09107	-2.64898 54.6059 7.0929	3.0299 55.8249 6.98843	13.4964 55.9465 7.55945	21.4512 58.0615 4.00556	-4.98632 54.5115 7.10167	-10.7434 55.277 7.22915	-20.6968 54.5378 10.4343	-29.4433 55.8985 9.00976	0.523012 34.283 5.90435	3.10631 18.6785 6.33786	5.94837 2.36101 8.47817	-6.4045 34.2331 5.49418	-5.81735 18.4305 6.03538	-5.29859 1.86111 8.06207	
-2.84151 35.2701 5.732	-2.96647 37.8781 7.46256	-3.1669 41.27 8.19168	-3.32649 44.7119 8.64325	-3.47587 48.1817 8.76615	-3.87014 57.3361 7.78981	-4.04414 62.0516 7.0376	-2.5831 54.6075 7.04238	3.09838 55.8144 6.93764	13.5654 55.9903 7.485	21.5212 58.0896 3.92402	-4.9202 54.5072 7.04506	-10.6757 55.2904 7.13414	-20.6501 54.6851 10.3014	-29.4155 56.0541 9.00673	0.627735 34.278 5.95091	3.21333 18.6751 6.4241	6.00106 2.33732 8.47985	-6.2983 34.2349 5.51586	-5.76515 18.4288 6.01106	-5.30341 1.86113 8.06512	
-2.73962 35.2496 5.7169	-2.85748 37.8533 7.45436	-3.05428 41.2446 8.18737	-3.21777 44.6857 8.64352	-3.38372 48.1553 8.748	-3.8171 57.3017 7.71407	-3.95011 62.0196 6.96825	-2.51552 54.5745 6.98707	3.16884 55.768 6.88653	13.6349 56.0095 7.42704	21.5841 58.1153 3.85528	-4.85214 54.4634 6.98389	-10.6043 55.274 7.03443	-20.5997 54.7997 10.1576	-29.3779 56.1916 8.97945	0.726235 34.2457 5.93582	3.28863 18.6405 6.45692	6.00605 2.28865 8.49481	-6.19957 34.2261 5.49533	-5.71267 18.4203 6.0432	-5.303 1.84799 8.07049	
-2.64532 35.2278 5.67041	-2.75533 37.819 7.42703	-2.94622 41.2087 8.16877	-3.10982 44.6491 8.63028	-3.28971 48.1184 8.72095	-3.75733 57.2575 7.63907	-3.86083 61.9759 6.89159	-2.4431 54.5319 6.92915	3.24337 55.7158 6.83353	13.7076 55.9986 7.38924	21.6427 58.1325 3.80268	-4.77924 54.4114 6.92104	-10.5274 55.2507 6.93761	-20.5386 54.8725 10.0234	-29.3218 56.3016 8.93038	0.818209 34.2138 5.87911	3.3376 18.6036 6.45909	5.99873 2.2431 8.50176	-6.10797 34.2145 5.44416	-5.66294 18.4119 6.10752	-5.29663 1.83151 8.07616	
-2.56222 35.2141 5.61161	-2.66658 37.7896 7.39146	-2.84776 41.1781 8.1413	-3.00634 44.6186 8.60349	-3.19435 48.0877 8.68701	-3.6862 57.2225 7.58001	-3.77442 61.9397 6.82303	-2.36365 54.4987 6.87881	3.32482 55.6733 6.78962	13.7875 55.9637 7.36892	21.7046 58.1428 3.76971	-4.69944 54.3716 6.86858	-10.4445 55.2322 6.85927	-20.467 54.9034 9.91379	-29.2456 56.3867 8.85599	0.90066 34.1949 5.80516	3.36376 18.5795 6.48009	5.98231 2.20933 8.49984	-6.02626 34.2063 5.38244	-5.61982 18.4094 6.18985	-5.28457 1.81924 8.08081	
