Hips	Spine	Spine1	Spine2	Spine3	Neck	Head	RightShoulder	RightArm	RightForeArm	RightHand	LeftShoulder	LeftArm	LeftForeArm	LeftHand	RightUpLeg	RightLeg	RightFoot	LeftUpLeg	LeftLeg	LeftFoot	
-2.2268 35.1473 7.8022	-2.01214 37.7601 9.51659	-2.07581 41.1995 10.0101	-2.16932 44.6702 10.1571	-2.36078 48.14 10.1334	-2.85967 57.2508 8.84611	-2.86361 61.929 7.87311	-1.51382 54.5192 8.22348	4.08476 56.0518 8.4554	14.457 56.1646 9.96927	22.849 57.8942 7.33004	-3.84845 54.3834 8.16715	-9.46423 55.8554 7.95999	-19.5292 56.323 10.8524	-28.0842 58.5608 9.37354	1.17648 33.9343 7.68376	2.49227 18.2015 6.63077	3.95858 1.84538 9.67184	-5.74702 34.3364 7.9377	-4.95381 18.5354 8.18288	-4.12367 1.87614 9.01856	
-2.1209 35.178 7.6634	-1.95072 37.805 9.36108	-1.98879 41.241 9.87971	-2.05728 44.7105 10.0653	-2.24212 48.1807 10.0586	-2.73606 57.2948 8.79324	-2.76023 61.979 7.84979	-1.39524 54.5633 8.15982	4.22004 56.0333 8.39236	14.598 56.1354 9.867	22.9691 57.9207 7.1987	-3.7302 54.43 8.11141	-9.3686 55.8198 7.95792	-19.4205 56.2503 10.9012	-27.9633 58.5273 9.41193	1.29315 33.9913 7.6012	2.41915 18.2133 7.21873	3.84228 1.77971 9.8327	-5.63617 34.3401 7.75615	-4.89913 18.5393 8.14579	-4.13091 1.87923 9.02523	
-1.98921 35.2975 7.5518	-1.93092 37.9364 9.23847	-1.98134 41.3684 9.78174	-2.04137 44.8361 10.0018	-2.19267 48.3079 9.99825	-2.59259 57.425 8.72123	-2.65164 62.1148 7.80764	-1.27742 54.6796 8.09438	4.35433 56.0807 8.35273	14.7384 56.1151 9.7873	23.0797 57.9248 7.04326	-3.61346 54.5695 8.04012	-9.27745 55.8579 7.96452	-19.3097 56.1713 10.9885	-27.839 58.4544 9.43267	1.45556 34.2018 7.58067	2.45254 18.4114 7.40509	3.77461 1.94622 9.86862	-5.48227 34.3668 7.56227	-4.81118 18.567 8.08849	-4.12082 1.90698 9.0305	
-1.88221 35.4346 7.4948	-1.95523 38.0916 9.15215	-2.04913 41.5233 9.69205	-2.11881 44.9902 9.9197	-2.21833 48.4639 9.92995	-2.45367 57.5919 8.69006	-2.53441 62.2852 7.7965	-1.17901 54.8275 8.06294	4.4618 56.1887 8.33641	14.8525 56.1159 9.72056	23.1667 57.9014 6.88005	-3.51597 54.7569 7.98696	-9.19132 55.9964 7.96304	-19.1986 56.1388 11.0811	-27.7307 58.3698 9.4661	1.59018 34.441 7.64666	2.54505 18.647 7.62881	3.79828 2.13716 9.81373	-5.34528 34.4018 7.4039	-4.7178 18.602 7.98066	-4.08817 1.94538 9.02054	
-1.79431 35.5291 7.475	-1.9508 38.2055 9.09497	-2.08852 41.6391 9.61239	-2.17622 45.1068 9.82251	-2.23849 48.5813 9.85239	-2.34138 57.7215 8.68676	-2.41799 62.4189 7.81442	-1.09671 54.9457 8.04948	4.54296 56.3118 8.32222	14.9372 56.1684 9.67372	23.2344 57.9061 6.7547	-3.43349 54.9066 7.94915	-9.10574 56.1603 7.93027	-19.0942 56.18 11.1111	-27.6514 58.3379 9.53012	1.68765 34.5915 7.72947	2.63721 18.7974 7.7994	3.84427 2.25953 9.78986	-5.23775 34.4416 7.30823	-4.6382 18.6383 7.81797	-4.05855 1.98955 9.00187	
-1.69441 35.5726 7.4685	-1.88719 38.264 9.05941	-2.05013 41.6995 9.55733	-2.15201 45.1678 9.74958	-2.20453 48.6423 9.78951	-2.2604 57.7889 8.67188	-2.31045 62.492 7.82896	-1.02405 55.0111 8.02735	4.61201 56.3919 8.30076	15.0098 56.2401 9.62397	23.2984 57.9648 6.67311	-3.36033 54.9828 7.91276	-9.02576 56.2664 7.87021	-19.0094 56.2795 11.0662	-27.6013 58.389 9.61277	1.78763 34.654 7.78381	2.7798 18.863 7.93065	3.93308 2.30565 9.78627	-5.12999 34.4673 7.26149	-4.57198 18.6597 7.67289	-4.05021 2.01856 8.985	
-1.57752 35.5794 7.4594	-1.77737 38.2787 9.0361	-1.94747 41.7145 9.52906	-2.0598 45.1826 9.71915	-2.12436 48.6569 9.7551	-2.20165 57.8028 8.63299	-2.21429 62.5117 7.82147	-0.956555 55.028 7.9926	4.68064 56.4027 8.27307	15.0816 56.3062 9.57652	23.3617 58.055 6.61603	-3.29249 54.9935 7.8727	-8.95459 56.2904 7.80163	-18.9458 56.3975 10.9722	-27.5684 58.4869 9.68116	1.90286 34.6619 7.79562	2.92033 18.8737 8.03435	4.01909 2.3012 9.78523	-5.01225 34.4735 7.24168	-4.51376 18.662 7.57224	-4.05938 2.0266 8.97811	
-1.46322 35.5627 7.42441	-1.65312 38.2609 9.00419	-1.81988 41.6956 9.50587	-1.93962 45.1627 9.70902	-2.0257 48.6367 9.73482	-2.15638 57.7776 8.57729	-2.12749 62.491 7.79345	-0.894797 55.0076 7.94803	4.74607 56.3644 8.24175	15.1481 56.3542 9.54044	23.4133 58.1391 6.56005	-3.23045 54.9589 7.82756	-8.88955 56.2672 7.72948	-18.8925 56.5093 10.8551	-27.5418 58.5834 9.72758	2.01543 34.636 7.75301	3.01406 18.8483 8.0888	4.05467 2.2669 9.79024	-4.90119 34.4658 7.21218	-4.46247 18.6523 7.52924	-4.07164 2.01897 8.97823	
-1.34942 35.5389 7.35421	-1.52466 38.2254 8.95552	-1.6876 41.6576 9.47469	-1.81375 45.1234 9.69691	-1.92249 48.5967 9.71576	-2.11375 57.7325 8.5264	-2.05124 62.4484 7.75953	-0.834224 54.9687 7.90627	4.80923 56.3111 8.21613	15.2098 56.3776 9.52432	23.4551 58.1987 6.51079	-3.16955 54.9043 7.78696	-8.82126 56.2416 7.65959	-18.8363 56.5875 10.7366	-27.5063 58.65 9.75733	2.12856 34.6013 7.65801	3.07649 18.8128 8.08846	4.05707 2.22791 9.79184	-4.79111 34.452 7.15111	-4.41026 18.6382 7.52513	-4.07716 2.00417 8.98022	
-1.24572 35.5176 7.26002	-1.40984 38.1853 8.89352	-1.57039 41.6147 9.43222	-1.70103 45.0791 9.67118	-1.8273 48.5519 9.69134	-2.06774 57.6857 8.49558	-1.98087 62.4028 7.73854	-0.77318 54.9284 7.8776	4.86986 56.2705 8.19612	15.2674 56.3773 9.52581	23.491 58.2457 6.48203	-3.1081 54.8513 7.75793	-8.75088 56.2228 7.60125	-18.7752 56.6193 10.6415	-27.4565 58.6855 9.77629	2.23302 34.5736 7.53385	3.1085 18.7836 8.05309	4.03792 2.19921 9.78944	-4.68944 34.436 7.06303	-4.35984 18.6243 7.55601	-4.07397 1.98698 8.98297	
