Hips	Spine	Spine1	Spine2	Spine3	Neck	Head	RightShoulder	RightArm	RightForeArm	RightHand	LeftShoulder	LeftArm	LeftForeArm	LeftHand	RightUpLeg	RightLeg	RightFoot	LeftUpLeg	LeftLeg	LeftFoot	
0.712424 -0.00776465 -0.0406208 0.700529	0.714908 0.0224845 0.00345296 0.698848	0.71201 0.0255025 0.00671664 0.701674	0.71842 0.0190388 0.0339874 0.694518	0.719015 0.0158913 0.0386872 0.693735	0.695463 -0.0181716 0.0293479 0.717732	0.685759 -0.00567626 0.012381 0.727702	0.714516 0.0700558 0.101243 0.688701	0.859167 -0.0264524 0.0512798 0.508432	0.837052 0.195479 -0.0812525 0.50451	0.831376 0.261832 0.0248789 0.48953	0.71085 -0.0958306 -0.0457429 0.695282	0.83915 0.0557974 -0.0985943 0.531972	0.81997 -0.186907 0.057915 0.537922	0.754562 -0.315449 0.00276402 0.575431	0.72632 0.0664149 0.031935 0.683395	0.639927 0.0621475 0.039604 0.764894	0.688683 0.058269 -0.0297192 0.722106	0.703164 0.0256647 0.00864115 0.710512	0.683871 0.0254239 0.00932581 0.7291	0.721176 0.0580039 -0.0171281 0.690107	
0.710882 -0.00886116 -0.0329544 0.702483	0.718467 0.0163161 0.00308469 0.695363	0.717267 0.0199333 0.00690763 0.696479	0.720493 0.0191434 0.0319991 0.692459	0.72017 0.0169138 0.0361948 0.692646	0.697445 -0.014938 0.0275985 0.715951	0.686733 -0.00273466 0.0118457 0.726808	0.719877 0.0669775 0.0957184 0.6842	0.861625 -0.0258036 0.0475784 0.504651	0.838924 0.198168 -0.0847081 0.499761	0.834318 0.263429 0.0237884 0.483687	0.716659 -0.087146 -0.0441788 0.690546	0.842115 0.0577373 -0.101438 0.526516	0.823064 -0.187234 0.0544939 0.533422	0.755314 -0.316322 -0.00380853 0.573956	0.704319 0.0941683 -0.00473175 0.703594	0.648276 0.0942538 0.00250522 0.755545	0.706075 0.0668392 -0.0249625 0.704534	0.700453 0.0213997 0.0110729 0.713292	0.682299 0.0211146 0.0116074 0.730676	0.720957 0.0572826 -0.0173705 0.69039	
0.711239 -0.00481183 -0.015392 0.702765	0.723012 0.0109926 0.00758703 0.690706	0.723102 0.0132893 0.0101783 0.690539	0.721657 0.0145549 0.0289911 0.691491	0.720224 0.0132363 0.032356 0.69286	0.698939 -0.010453 0.0268522 0.7146	0.688864 0.000407914 0.0116213 0.724797	0.722545 0.062377 0.0909476 0.682471	0.864453 -0.0275263 0.0424437 0.500163	0.841208 0.201011 -0.0907207 0.493694	0.836546 0.267185 0.0246199 0.4777	0.720728 -0.0759018 -0.0426206 0.687731	0.845001 0.0634618 -0.103304 0.52084	0.826268 -0.187977 0.0545193 0.52818	0.758137 -0.317863 -0.012627 0.569237	0.692022 0.103259 -0.0198283 0.714178	0.654537 0.104139 -0.0145138 0.748683	0.70437 0.0682274 -0.0198923 0.706266	0.69725 0.0114918 0.0192155 0.716478	0.680602 0.0110472 0.0194745 0.732311	0.719903 0.0550112 -0.0188383 0.691635	
0.708629 -0.00191663 0.00473299 0.705563	0.724151 0.00744018 0.0169731 0.689393	0.725752 0.00692427 0.0167645 0.687718	0.723829 0.0057413 0.0257075 0.689476	0.72209 0.00527725 0.0275369 0.691231	0.699688 -0.00530057 0.0265279 0.713936	0.688362 0.00427949 0.0115541 0.725263	0.722619 0.0597517 0.0885065 0.682949	0.866062 -0.0308973 0.0358782 0.497689	0.842686 0.202232 -0.0987535 0.489111	0.838848 0.271277 0.0232009 0.471386	0.723244 -0.0683192 -0.0434799 0.685828	0.84642 0.0725093 -0.103701 0.517264	0.828826 -0.186366 0.0572725 0.524439	0.762977 -0.318425 -0.0194279 0.562223	0.683735 0.0971794 -0.0150457 0.723074	0.665713 0.0975206 -0.012647 0.7397	0.695073 0.0559126 -0.0191194 0.716507	0.695589 0.000487871 0.0291097 0.71785	0.678395 -0.000201587 0.0291131 0.73412	0.718313 0.0525696 -0.0207861 0.69342	
0.702509 -0.00408559 0.0195141 0.711395	0.722004 0.00388088 0.0274203 0.691335	0.72493 0.000884094 0.0245665 0.688384	0.726267 -0.00297797 0.0239579 0.686989	0.72514 -0.00286643 0.0238979 0.68818	0.700492 -0.00249587 0.0254791 0.713201	0.685796 0.00719742 0.0114706 0.727668	0.724503 0.0608916 0.0873117 0.681003	0.865303 -0.0329389 0.0299885 0.499266	0.842084 0.201812 -0.105867 0.488833	0.840775 0.272622 0.0152494 0.467486	0.726947 -0.0667855 -0.0455752 0.681917	0.84646 0.0798637 -0.104121 0.516028	0.830619 -0.181509 0.0578485 0.52324	0.767214 -0.313835 -0.016607 0.559119	0.681684 0.0926801 -0.0111559 0.725667	0.671261 0.0928298 -0.00983248 0.735319	0.68832 0.0490003 -0.0180113 0.723526	0.696238 -0.00415898 0.0326932 0.717054	0.675888 -0.00507275 0.0325639 0.736267	0.716712 0.0507307 -0.0230449 0.695139	
0.696029 -0.00964564 0.0273392 0.717428	0.718706 -9.14292e-05 0.0360384 0.69438	0.722323 -0.0040968 0.0319513 0.690805	0.727513 -0.00859606 0.0246316 0.685597	0.727321 -0.00813958 0.0227744 0.685871	0.70236 -0.0023792 0.0243769 0.7114	0.683294 0.0089101 0.0110809 0.730005	0.727637 0.0628247 0.086676 0.677558	0.864366 -0.0318456 0.0255795 0.501202	0.841177 0.201405 -0.109932 0.489666	0.841687 0.269308 0.00282165 0.468005	0.730463 -0.0676857 -0.0466133 0.67799	0.846935 0.0818639 -0.105587 0.514637	0.832638 -0.175253 0.0532065 0.522655	0.766961 -0.305286 -0.00693714 0.564379	0.684136 0.0819285 0.000142981 0.724738	0.673902 0.0819184 0.0012923 0.734264	0.686729 0.0468209 -0.0201002 0.725126	0.69817 -0.00142961 0.0276507 0.715396	0.67376 -0.00235705 0.0275871 0.738431	0.71543 0.0499007 -0.0248198 0.696458	
0.692199 -0.0154967 0.0319792 0.720831	0.715885 -0.00517994 0.0414848 0.696966	0.719458 -0.0090263 0.0373628 0.693472	0.727207 -0.0114827 0.026773 0.6858	0.727868 -0.0105544 0.0237563 0.685224	0.705034 -0.00466282 0.0231996 0.708779	0.682518 0.00900425 0.00922996 0.730755	0.729556 0.063114 0.0858035 0.675576	0.864811 -0.0289646 0.0227646 0.500745	0.841201 0.202775 -0.111635 0.488673	0.841007 0.265606 -0.00756785 0.471279	0.731972 -0.0681912 -0.0458711 0.67636	0.848178 0.0791474 -0.108213 0.512464	0.834881 -0.169245 0.0444392 0.521876	0.763299 -0.294394 0.00247432 0.575066	0.687771 0.0643959 0.0189142 0.722818	0.676311 0.0640903 0.0199252 0.733552	0.687813 0.0424139 -0.0255018 0.724199	0.699126 0.00108352 0.0225153 0.714643	0.672741 0.000266033 0.0225398 0.739534	0.715077 0.0495666 -0.0251653 0.696832	
0.692108 -0.0203374 0.0343917 0.720688	0.714541 -0.0102056 0.0442918 0.698116	0.717518 -0.0134732 0.0405711 0.695227	0.725727 -0.0124648 0.029636 0.687231	0.726926 -0.0109193 0.026246 0.686127	0.707994 -0.00827746 0.0225694 0.705809	0.685067 0.00772563 0.00637523 0.728411	0.728929 0.0618797 0.08535 0.676423	0.865381 -0.0260292 0.0217903 0.499963	0.840855 0.206219 -0.112633 0.487597	0.839581 0.264952 -0.0119341 0.474091	0.731016 -0.0690051 -0.0451879 0.677357	0.848688 0.074332 -0.11137 0.511665	0.836063 -0.163689 0.0347347 0.522492	0.759475 -0.282179 0.004159 0.586136	0.691583 0.0525573 0.0307721 0.719725	0.675719 0.0518735 0.0319112 0.734639	0.688881 0.0395465 -0.0298419 0.72318	0.698248 -0.00113093 0.0222719 0.715509	0.672895 -0.00190622 0.0222189 0.739402	0.715175 0.0501091 -0.0249769 0.696699	
0.695089 -0.0235785 0.0347425 0.717697	0.714836 -0.0137015 0.0450549 0.697705	0.717138 -0.0164139 0.0417748 0.695484	0.723907 -0.012549 0.0324268 0.689021	0.725165 -0.0106712 0.029339 0.687867	0.710384 -0.0122781 0.0225829 0.703345	0.690817 0.00553537 0.00357724 0.723	0.726601 0.0604365 0.0856545 0.679016	0.865283 -0.0241026 0.0223046 0.500207	0.839646 0.210451 -0.113598 0.487647	0.837177 0.268887 -0.00956154 0.476175	0.728306 -0.0715065 -0.0457514 0.679973	0.848687 0.0700236 -0.113979 0.5117	0.836763 -0.158115 0.0261546 0.523587	0.759515 -0.27224 -0.00229057 0.590777	0.694782 0.0469985 0.035123 0.716823	0.672714 0.0459113 0.0365328 0.737573	0.690127 0.0380475 -0.0322013 0.72197	0.695257 -0.00770487 0.0271676 0.718206	0.674141 -0.00848932 0.0269328 0.738063	0.715617 0.0496964 -0.0243105 0.696299	
0.6998 -0.0240169 0.0340943 0.71312	0.716128 -0.01467 0.0441824 0.696415	0.717671 -0.016936 0.0413464 0.694947	0.722451 -0.0121286 0.0343543 0.690462	0.72343 -0.0103951 0.0318897 0.689582	0.711432 -0.0154543 0.0229854 0.702209	0.697722 0.00314165 0.00143364 0.71636	0.724228 0.0598847 0.0861381 0.681533	0.864589 -0.023542 0.0238328 0.501362	0.837939 0.214304 -0.11448 0.488698	0.835107 0.276489 -0.00421343 0.475534	0.725742 -0.0760005 -0.0470639 0.682134	0.848943 0.0673512 -0.115408 0.511312	0.837827 -0.152598 0.019568 0.523809	0.762866 -0.266491 -0.0154028 0.588881	0.696025 0.0464756 0.0333652 0.715735	0.66971 0.0452397 0.0350227 0.740416	0.690723 0.0376512 -0.0324861 0.721407	0.69116 -0.0145972 0.0328674 0.721806	0.675987 -0.0152781 0.0325564 0.736035	0.716224 0.0498503 -0.0240985 0.695671	
