Hips	Spine	Spine1	Spine2	Spine3	Neck	Head	RightShoulder	RightArm	RightForeArm	RightHand	LeftShoulder	LeftArm	LeftForeArm	LeftHand	RightUpLeg	RightLeg	RightFoot	LeftUpLeg	LeftLeg	LeftFoot	
0.77276 -0.0524611 0.0775467 0.627755	0.71719 -0.0686304 0.0578638 0.691072	0.695208 -0.0737915 0.0497234 0.71328	0.692803 -0.0366918 0.000692206 0.720193	0.696555 -0.0301146 -0.0164482 0.716683	0.72903 -0.0345149 -0.0456287 0.682087	0.814982 0.00356495 -0.128052 0.56515	0.725808 0.126621 0.320286 0.595472	0.895677 -0.130008 0.0554378 0.421648	0.904285 -0.0375276 0.011932 0.425109	0.824621 0.0669475 0.294021 0.478612	0.688059 -0.281874 -0.270932 0.611324	0.908985 0.0475723 -0.0517581 0.410858	0.910229 -0.000241107 -0.0301049 0.41301	0.855294 -0.0947236 -0.237615 0.450599	0.729109 -0.056485 0.0606344 0.679362	0.585183 -0.0670713 0.0486675 0.806656	0.681356 0.0150132 0.0584779 0.729458	0.705086 -0.01752 -0.0160939 0.708723	0.600507 -0.0151308 -0.0183582 0.799266	0.716064 0.0694504 -0.0552359 0.692371	
0.774871 -0.0562573 0.0677023 0.625961	0.718886 -0.0653756 0.0546317 0.689887	0.696093 -0.0696134 0.0476339 0.712979	0.692541 -0.0354434 0.000278063 0.720507	0.695974 -0.0294968 -0.0169492 0.717261	0.730052 -0.0381006 -0.0462862 0.680757	0.818973 0.001686 -0.128464 0.559265	0.727877 0.120993 0.318731 0.594951	0.897202 -0.133998 0.0568822 0.416939	0.906385 -0.0373223 0.0119869 0.42063	0.824885 0.0700927 0.300106 0.473907	0.69149 -0.281783 -0.268496 0.608564	0.911036 0.048472 -0.0511547 0.40626	0.912324 -0.00111748 -0.0289976 0.408439	0.855741 -0.0957524 -0.241595 0.447404	0.731514 -0.0532899 0.0633767 0.67678	0.580428 -0.0649489 0.0513621 0.810091	0.679957 0.0155396 0.0586227 0.730739	0.708147 -0.0293246 0.00442786 0.705442	0.593595 -0.029657 -4.76437e-05 0.804217	0.708489 0.0690173 -0.0573946 0.69999	
0.77424 -0.0590154 0.052982 0.627904	0.718723 -0.0617057 0.0472502 0.69094	0.696393 -0.062907 0.0427607 0.713618	0.690957 -0.0291764 0.00108574 0.722306	0.694278 -0.0244159 -0.0160256 0.719114	0.732755 -0.042495 -0.0468662 0.677545	0.822259 -0.000579729 -0.130095 0.554044	0.726554 0.117087 0.316696 0.598426	0.89622 -0.140807 0.0583324 0.416606	0.906293 -0.0408595 0.0119156 0.420501	0.827511 0.0714346 0.30267 0.467455	0.689618 -0.281166 -0.267087 0.611586	0.910506 0.0509464 -0.050197 0.407265	0.911929 0.00111953 -0.0278688 0.409399	0.857519 -0.0971182 -0.243202 0.442811	0.734733 -0.0449696 0.0576103 0.674408	0.577436 -0.0560239 0.0469311 0.813158	0.677487 0.0182456 0.0595977 0.732889	0.714816 -0.0251843 0.00309628 0.698852	0.589961 -0.0253503 -0.00109362 0.807033	0.696479 0.0723374 -0.0571803 0.711628	
0.77344 -0.056769 0.0414745 0.629958	0.718343 -0.057032 0.0395499 0.692218	0.696176 -0.0554098 0.0372574 0.71476	0.689974 -0.0218653 0.00156533 0.723502	0.693772 -0.0180998 -0.0151512 0.719808	0.736077 -0.0454164 -0.0480668 0.67366	0.824576 -0.00215733 -0.131911 0.550154	0.724758 0.116733 0.315958 0.601057	0.893675 -0.147456 0.0591513 0.419646	0.904486 -0.04799 0.0125061 0.42361	0.829411 0.0676636 0.298183 0.467531	0.684949 -0.280652 -0.26711 0.617035	0.908147 0.0532075 -0.0494344 0.412303	0.909692 0.00479754 -0.0274202 0.414349	0.859349 -0.0963019 -0.237257 0.442668	0.733898 -0.0364696 0.0481938 0.676566	0.578559 -0.0456263 0.0396347 0.813398	0.67539 0.0211033 0.0618073 0.734563	0.717662 -0.00999704 -0.0154406 0.696149	0.590621 -0.00726327 -0.0168996 0.80674	0.689217 0.0780427 -0.0563408 0.718133	
0.773525 -0.0526971 0.0366284 0.630508	0.718799 -0.0536027 0.0345842 0.692285	0.696449 -0.0510094 0.0330771 0.715027	0.690404 -0.0177107 0.000949243 0.723206	0.694712 -0.0142528 -0.0149726 0.718991	0.738406 -0.0457834 -0.0492489 0.670995	0.827031 -0.00194932 -0.132797 0.546243	0.724032 0.117454 0.316699 0.601401	0.891483 -0.151847 0.0589153 0.422765	0.902589 -0.0559562 0.0135161 0.426636	0.82731 0.0591061 0.289997 0.477459	0.682492 -0.279496 -0.267464 0.62012	0.905476 0.0546361 -0.0486761 0.418041	0.90709 0.00772464 -0.0269866 0.419999	0.858933 -0.0933602 -0.228138 0.448856	0.728092 -0.0301035 0.0402989 0.683631	0.583903 -0.0372552 0.0337975 0.810263	0.674598 0.0229235 0.0641935 0.735031	0.712563 0.00929523 -0.0388261 0.700471	0.595831 0.0151801 -0.0369247 0.802117	0.688131 0.0801097 -0.055894 0.718981	
0.772957 -0.0505524 0.0373913 0.631335	0.719244 -0.0531692 0.0332184 0.691923	0.69725 -0.051278 0.0312806 0.714307	0.692159 -0.0179652 -0.000316937 0.721521	0.696586 -0.0141105 -0.0153614 0.71717	0.739477 -0.0441593 -0.0493131 0.66992	0.829437 -0.00040911 -0.132297 0.542708	0.724859 0.117327 0.317691 0.599906	0.889982 -0.154039 0.0576521 0.4253	0.901029 -0.0627883 0.0141282 0.428957	0.821138 0.0491006 0.284917 0.492081	0.683559 -0.277434 -0.266668 0.620214	0.904046 0.055737 -0.0478783 0.421072	0.905714 0.00940158 -0.0262683 0.42297	0.855738 -0.0881425 -0.221931 0.459011	0.719866 -0.0264 0.0368825 0.69263	0.591827 -0.0322784 0.0318651 0.804788	0.674759 0.0242198 0.0657647 0.734704	0.701351 0.0262448 -0.0572066 0.710032	0.604775 0.0333463 -0.0533799 0.793906	0.690128 0.081286 -0.054374 0.717049	
0.771188 -0.0495093 0.0419164 0.633294	0.719083 -0.0543687 0.0347418 0.691923	0.698243 -0.0540556 0.031638 0.713115	0.69456 -0.0212324 -0.00122264 0.719121	0.698996 -0.016957 -0.0157324 0.714751	0.740161 -0.0417904 -0.0481119 0.669403	0.83117 0.00137963 -0.13109 0.540342	0.727078 0.116367 0.318142 0.597161	0.890203 -0.155097 0.0565077 0.424607	0.901112 -0.0671836 0.0146589 0.4281	0.817214 0.041546 0.285155 0.499121	0.686936 -0.274864 -0.265605 0.61808	0.90499 0.0570966 -0.0468749 0.418969	0.906732 0.0102824 -0.0251748 0.420831	0.854498 -0.0835952 -0.223047 0.461623	0.711358 -0.027359 0.0402107 0.701145	0.600343 -0.0329825 0.035743 0.798262	0.67494 0.0230763 0.0656657 0.734582	0.689592 0.0290361 -0.0564072 0.721414	0.614447 0.0345007 -0.0532407 0.786403	0.691713 0.0812831 -0.0513356 0.715745	
0.768771 -0.049069 0.0465073 0.63594	0.718806 -0.0553024 0.0374532 0.691995	0.699492 -0.0564209 0.0332071 0.711635	0.696661 -0.0243708 -0.00195324 0.716984	0.701123 -0.0199015 -0.0166445 0.712568	0.741485 -0.039604 -0.0471617 0.668137	0.831816 0.00262263 -0.12966 0.539689	0.728873 0.114884 0.317782 0.59545	0.892925 -0.15619 0.0568276 0.418402	0.90386 -0.0689071 0.0160061 0.42194	0.820401 0.0376619 0.288512 0.492223	0.689832 -0.272365 -0.265724 0.615906	0.908143 0.0590126 -0.0459221 0.411929	0.909992 0.0109649 -0.0241012 0.41378	0.859481 -0.0839197 -0.226527 0.450484	0.703787 -0.0326422 0.0492082 0.707952	0.607403 -0.0386711 0.0446263 0.792196	0.674456 0.0215112 0.0647041 0.73516	0.680147 0.0202656 -0.0414038 0.731625	0.62311 0.0233265 -0.0397598 0.780775	0.691805 0.0745008 -0.0568239 0.715979	
0.765665 -0.0483519 0.049673 0.639494	0.718417 -0.0555291 0.0397451 0.692253	0.700533 -0.0574093 0.0347755 0.710457	0.698177 -0.0255765 -0.00289278 0.715462	0.702843 -0.0209028 -0.018358 0.710801	0.743626 -0.037455 -0.0469502 0.665892	0.831748 0.00336019 -0.128858 0.539981	0.730789 0.113433 0.316736 0.593935	0.897294 -0.157034 0.0582894 0.40842	0.90837 -0.0682611 0.0179465 0.412168	0.828022 0.0375027 0.293592 0.476211	0.692604 -0.270998 -0.266777 0.612936	0.91202 0.0607666 -0.0451434 0.403099	0.913971 0.0114015 -0.0232981 0.404949	0.864346 -0.0848393 -0.230748 0.438706	0.697761 -0.0399858 0.0606482 0.712638	0.61258 -0.0465959 0.0557305 0.787063	0.673222 0.0206995 0.063789 0.736393	0.674534 0.00602128 -0.021093 0.737918	0.62844 0.0072921 -0.0206881 0.777549	0.691231 0.0715327 -0.0585507 0.716697	
0.762954 -0.0481016 0.0512226 0.642623	0.718182 -0.0556285 0.0413884 0.692392	0.701178 -0.057598 0.0362357 0.709731	0.698988 -0.0253565 -0.00338069 0.714675	0.70387 -0.0204221 -0.0196966 0.709762	0.745876 -0.0369234 -0.0476841 0.663349	0.832123 0.00400489 -0.128475 0.53949	0.732903 0.112016 0.315543 0.592232	0.90114 -0.157427 0.0598642 0.399475	0.912397 -0.0660847 0.0194223 0.403468	0.834532 0.0415121 0.299918 0.460306	0.69451 -0.270518 -0.267679 0.610593	0.914946 0.0619118 -0.0452448 0.396224	0.916966 0.0114788 -0.0233764 0.398113	0.869037 -0.0856469 -0.230774 0.429164	0.692935 -0.0466293 0.0708421 0.715995	0.616418 -0.0536011 0.0657253 0.782839	0.672535 0.0201767 0.0626002 0.737137	0.670493 -0.00218858 -0.00925283 0.741855	0.632045 -0.00171695 -0.00935184 0.774874	0.690492 0.0705333 -0.0579821 0.717554	
