Hips	Spine	Spine1	Spine2	Spine3	Neck	Head	RightShoulder	RightArm	RightForeArm	RightHand	LeftShoulder	LeftArm	LeftForeArm	LeftHand	RightUpLeg	RightLeg	RightFoot	LeftUpLeg	LeftLeg	LeftFoot	
0.754871 -0.0440429 0.0219812 0.654023	0.730245 -0.0270882 0.0417972 0.681367	0.728199 -0.0246666 0.0426241 0.683594	0.723634 -0.0138983 0.0552407 0.687829	0.723196 -0.0188821 0.0548242 0.688204	0.691048 -0.0319256 0.0463909 0.720612	0.650506 -0.0156106 0.0491045 0.757752	0.7185 0.0347932 0.0928825 0.688419	0.793322 0.0850457 -0.0520001 0.600586	0.793344 0.0848408 -0.051845 0.6006	0.794054 0.20498 0.0919739 0.564803	0.721931 -0.103979 0.0268375 0.683581	0.743499 0.0835688 -0.0601568 0.660763	0.746544 -0.0494521 0.0578384 0.66097	0.749341 -0.182316 -0.0806033 0.631469	0.785625 0.0855059 0.020004 0.612439	0.563052 0.0754212 0.0449786 0.821743	0.550215 0.132267 -0.0812481 0.820468	0.713389 -0.00239099 -0.000978938 0.700763	0.640129 -0.00228172 -0.00121197 0.768263	0.733486 0.0466349 -0.0189152 0.677839	
0.753315 -0.0510506 0.0140124 0.655525	0.732668 -0.0302796 0.0360467 0.678956	0.73112 -0.0270732 0.03736 0.680687	0.726312 -0.0102315 0.0533489 0.685215	0.725586 -0.0138701 0.053988 0.68587	0.693651 -0.0271876 0.0463319 0.718305	0.656931 -0.0115674 0.0498235 0.752214	0.720577 0.0357781 0.090342 0.686533	0.795493 0.0903543 -0.0518808 0.596938	0.795937 0.0863547 -0.0488797 0.597191	0.795149 0.206866 0.096146 0.561872	0.725194 -0.100194 0.0248934 0.68076	0.744847 0.0847124 -0.0621832 0.658908	0.748142 -0.0475099 0.0545847 0.659581	0.74977 -0.181084 -0.0840846 0.63086	0.761721 0.0898895 0.00777525 0.641592	0.569747 0.0848156 0.0307715 0.816852	0.615129 0.139631 -0.0678284 0.772993	0.712372 -0.000427477 -0.00641343 0.701772	0.637342 0.000226716 -0.00642366 0.770554	0.73401 0.0457057 -0.0186731 0.677342	
0.752192 -0.0550786 0.0112893 0.656541	0.73435 -0.0345217 0.0317596 0.677148	0.733082 -0.0308684 0.0334683 0.678615	0.728235 -0.00917787 0.0513281 0.683341	0.727634 -0.0111306 0.052809 0.683839	0.696217 -0.0232855 0.046421 0.71595	0.662382 -0.00840893 0.0501807 0.747437	0.722736 0.0351184 0.0866088 0.684777	0.798419 0.0953964 -0.0528531 0.592142	0.7993 0.0877134 -0.0471558 0.592623	0.797089 0.210827 0.102904 0.556427	0.728577 -0.0938449 0.0248669 0.678048	0.747112 0.0864738 -0.0639566 0.655938	0.750697 -0.0459256 0.0520998 0.656986	0.751916 -0.180456 -0.0894329 0.627741	0.740846 0.0933966 -0.00409635 0.665138	0.584047 0.0921626 0.0156768 0.806318	0.660209 0.133713 -0.0556743 0.736983	0.711221 -0.00044022 -0.00944862 0.702905	0.635097 0.000534625 -0.00944375 0.772374	0.733799 0.0448974 -0.0178342 0.677646	
0.751769 -0.0560286 0.0145092 0.656882	0.735154 -0.0385454 0.030939 0.676096	0.733957 -0.0351322 0.0325918 0.677503	0.729471 -0.0112744 0.0492131 0.682146	0.729331 -0.0114388 0.0510392 0.682159	0.69853 -0.0193242 0.0470286 0.713772	0.666327 -0.00579625 0.0508066 0.743904	0.724538 0.0340871 0.0832147 0.683343	0.802688 0.0987675 -0.0550845 0.585579	0.803853 0.0887848 -0.0478032 0.586219	0.800799 0.214721 0.109091 0.548374	0.731251 -0.0860659 0.0256925 0.676169	0.750676 0.0903048 -0.0653736 0.651196	0.754772 -0.0445951 0.0514428 0.652445	0.754896 -0.17891 -0.0955166 0.623699	0.721135 0.0951634 -0.0126188 0.686111	0.603658 0.0959618 0.00257711 0.791443	0.686716 0.123607 -0.0510532 0.714518	0.710249 -0.0025367 -0.0104094 0.703869	0.633131 -0.00143947 -0.0106169 0.773971	0.733102 0.0433032 -0.0182481 0.678493	
0.751486 -0.0540768 0.0226548 0.657139	0.735359 -0.0419282 0.0332852 0.67556	0.734067 -0.0392865 0.034527 0.677059	0.729947 -0.0163391 0.047602 0.681649	0.730283 -0.014828 0.0494675 0.68119	0.700897 -0.0158221 0.0483189 0.711448	0.670182 -0.00274738 0.0515771 0.740397	0.725116 0.0332537 0.0808904 0.68305	0.807426 0.0997667 -0.0580965 0.578562	0.808588 0.0898703 -0.0510061 0.57923	0.806238 0.217378 0.110825 0.53893	0.733641 -0.0784046 0.0265128 0.674478	0.755202 0.096011 -0.066048 0.64505	0.760104 -0.0423125 0.0518362 0.646348	0.760699 -0.175587 -0.0978604 0.617194	0.705854 0.101736 -0.0240122 0.700603	0.618789 0.10385 -0.0119114 0.778572	0.694575 0.116437 -0.0544979 0.70784	0.709497 -0.0067181 -0.00940069 0.704613	0.631399 -0.00569138 -0.0100555 0.775372	0.73188 0.0414023 -0.0195242 0.679895	
0.75039 -0.0507268 0.034095 0.658163	0.735798 -0.0445136 0.0383364 0.674648	0.734479 -0.0432168 0.0387013 0.676147	0.729824 -0.0236611 0.0465454 0.681638	0.730289 -0.0208493 0.0483086 0.681109	0.70314 -0.0132331 0.0496259 0.709194	0.672978 0.000284417 0.051721 0.737852	0.724336 0.0328972 0.0796976 0.684035	0.810571 0.0993664 -0.0615983 0.573853	0.811525 0.0912423 -0.0558472 0.574441	0.812354 0.21831 0.107128 0.530043	0.734925 -0.072562 0.0267464 0.673724	0.759687 0.103049 -0.0658041 0.638691	0.765678 -0.0384803 0.0528279 0.639895	0.769287 -0.169921 -0.0946332 0.60858	0.697852 0.10835 -0.034361 0.707165	0.627111 0.111137 -0.023854 0.770592	0.691427 0.113678 -0.0589098 0.71101	0.709228 -0.0112312 -0.00802158 0.704844	0.629837 -0.0103096 -0.00917596 0.776604	0.730197 0.0386534 -0.021036 0.681818	
0.747808 -0.0473091 0.0460899 0.660621	0.735811 -0.0456615 0.0450222 0.674144	0.734654 -0.0459333 0.0442922 0.675434	0.729334 -0.0321568 0.0461247 0.681843	0.729812 -0.0287854 0.04744 0.681392	0.705216 -0.0121328 0.0509411 0.707056	0.675472 0.00270968 0.051485 0.735581	0.723545 0.033013 0.0795993 0.684877	0.810585 0.0980884 -0.0648766 0.573691	0.811185 0.0929952 -0.061272 0.574088	0.814822 0.21848 0.0988339 0.527792	0.735108 -0.0687721 0.0265746 0.673929	0.761665 0.11019 -0.0646687 0.63525	0.768923 -0.0321401 0.0535714 0.636282	0.773842 -0.160819 -0.0906902 0.605872	0.695408 0.106674 -0.0340203 0.709839	0.632821 0.109171 -0.0248678 0.76616	0.684695 0.114155 -0.0609145 0.717252	0.70901 -0.0163656 -0.00534665 0.704988	0.629053 -0.0156954 -0.00707624 0.777172	0.728284 0.0357943 -0.0231224 0.683949	
0.744293 -0.0451055 0.0554277 0.664019	0.734851 -0.0455944 0.0516001 0.674725	0.733721 -0.0472293 0.0498358 0.675973	0.728833 -0.0394151 0.0464186 0.681978	0.729548 -0.0361568 0.0469278 0.681359	0.706879 -0.0124147 0.0518984 0.705319	0.678883 0.00454913 0.0507046 0.732479	0.723942 0.033925 0.0796536 0.684406	0.807824 0.0964364 -0.0667638 0.577635	0.807925 0.0955869 -0.0661564 0.577705	0.814189 0.219182 0.0885623 0.530294	0.735288 -0.0675383 0.0259756 0.673881	0.76075 0.115896 -0.062977 0.635501	0.769172 -0.0233831 0.0528147 0.636426	0.774991 -0.149899 -0.0838717 0.608182	0.695751 0.0986468 -0.0254696 0.711021	0.637196 0.100355 -0.0175693 0.763938	0.679161 0.116682 -0.0628345 0.721926	0.708483 -0.0207726 -0.00329005 0.705415	0.629308 -0.0203039 -0.00548412 0.776872	0.726932 0.0341543 -0.0250289 0.685403	
0.740788 -0.0448989 0.0604813 0.667502	0.733001 -0.045203 0.0564477 0.676373	0.731791 -0.0476447 0.0539642 0.677717	0.728348 -0.0432264 0.0472551 0.682208	0.729544 -0.0403634 0.0468427 0.681133	0.708405 -0.013926 0.0517527 0.703768	0.683599 0.00495707 0.0486764 0.728216	0.725417 0.0345893 0.0793672 0.682843	0.8035 0.0953243 -0.067062 0.583784	0.803088 0.0987404 -0.069544 0.583493	0.811561 0.221626 0.0795843 0.534713	0.7358 -0.0685286 0.0253797 0.673245	0.757314 0.119194 -0.0614224 0.639137	0.766526 -0.0129928 0.049552 0.640167	0.771281 -0.137194 -0.0776568 0.616662	0.696993 0.0879559 -0.0138961 0.711527	0.640469 0.0887617 -0.00712087 0.762804	0.676997 0.119172 -0.0653678 0.723326	0.707505 -0.0228131 -0.00414432 0.706327	0.630599 -0.0222616 -0.00648327 0.775762	0.726542 0.0334735 -0.0265568 0.685792	
0.737726 -0.0461619 0.0619215 0.670668	0.731273 -0.0453598 0.0588428 0.678027	0.730006 -0.0479049 0.0561896 0.67944	0.727586 -0.0438173 0.0486952 0.682881	0.729094 -0.0411765 0.0478081 0.681499	0.710087 -0.0165691 0.0506318 0.702096	0.689055 0.0043566 0.0456666 0.723256	0.726034 0.0335398 0.0786764 0.682319	0.798974 0.0955448 -0.066486 0.589993	0.798174 0.102009 -0.0712598 0.589436	0.808181 0.225518 0.0758433 0.538733	0.735902 -0.0704887 0.0255167 0.672925	0.751995 0.119774 -0.0603165 0.645383	0.761472 -0.0018552 0.0435236 0.646733	0.764428 -0.123459 -0.0750555 0.628311	0.698272 0.0760617 -0.002014 0.711777	0.642988 0.0759988 0.00368973 0.762088	0.677786 0.119365 -0.0675761 0.722352	0.706058 -0.0229243 -0.00742023 0.707744	0.63261 -0.0220782 -0.00965081 0.774096	0.726928 0.0337976 -0.0270928 0.685346	
