Hips	Spine	Spine1	Spine2	Spine3	Neck	Head	RightShoulder	RightArm	RightForeArm	RightHand	LeftShoulder	LeftArm	LeftForeArm	LeftHand	RightUpLeg	RightLeg	RightFoot	LeftUpLeg	LeftLeg	LeftFoot	
0.706598 -0.0072503 -0.0275118 0.707043	0.713044 0.0167165 0.00928503 0.700859	0.711245 0.0190533 0.0119968 0.702584	0.713 0.013219 0.0387283 0.699969	0.712773 0.00966944 0.0445258 0.699913	0.704371 -0.0197591 0.0402813 0.708413	0.715288 -0.0167303 0.0309419 0.697944	0.703837 0.0640211 0.110249 0.698827	0.839379 -0.0567548 0.0633284 0.536854	0.827523 0.151604 -0.0707666 0.535924	0.835407 0.213151 0.0318883 0.505613	0.720153 -0.110096 -0.0482853 0.683321	0.841375 0.0575042 -0.0903403 0.529736	0.829889 -0.150007 0.0419539 0.535744	0.747282 -0.283066 -0.00992361 0.60112	0.73484 0.0259068 0.0439046 0.676322	0.617517 0.0185698 0.0474757 0.784904	0.676995 0.0209419 -0.00672239 0.735659	0.695415 -0.00902554 0.0224962 0.718199	0.676804 -0.00959842 0.0222578 0.735764	0.719506 0.0243852 -0.0041943 0.694045	
0.703425 -0.0111029 -0.0274726 0.710151	0.715671 0.0118776 0.00615944 0.698309	0.715847 0.0150939 0.00956719 0.698029	0.715443 0.0155367 0.0377098 0.697479	0.714504 0.0127566 0.0436789 0.69815	0.706977 -0.0176469 0.039341 0.705921	0.716316 -0.0141278 0.0299392 0.696991	0.708938 0.062403 0.106635 0.694364	0.843345 -0.0546834 0.0617552 0.531004	0.830948 0.1541 -0.0705403 0.529909	0.838637 0.214562 0.0341951 0.499481	0.724641 -0.104647 -0.0467117 0.679531	0.84358 0.0580847 -0.0917494 0.525909	0.832042 -0.150689 0.0401033 0.532344	0.74741 -0.283257 -0.0132556 0.600806	0.713049 0.0393362 0.022483 0.699649	0.634159 0.0367069 0.0265598 0.771874	0.695554 0.0179749 -0.00677058 0.718217	0.693268 -0.00882788 0.0199551 0.720349	0.675477 -0.00931238 0.0197336 0.737058	0.720055 0.0249361 -0.00391648 0.693458	
0.703672 -0.0104651 -0.0170216 0.710244	0.720535 0.00514774 0.00683553 0.693366	0.721688 0.00833149 0.0101104 0.692095	0.716356 0.0146346 0.0365138 0.696625	0.714348 0.0127847 0.0420581 0.698408	0.709073 -0.0145314 0.0390543 0.703903	0.718956 -0.011006 0.0291911 0.694355	0.714067 0.057257 0.102346 0.690185	0.846597 -0.0541955 0.0599247 0.526067	0.833601 0.157393 -0.0723739 0.524499	0.841083 0.218018 0.0368859 0.493646	0.728736 -0.0950579 -0.044113 0.676729	0.846096 0.0612279 -0.0930551 0.521262	0.834504 -0.152415 0.0403255 0.527965	0.748524 -0.286426 -0.0208495 0.597693	0.701601 0.0563663 -0.00296299 0.710331	0.638489 0.0564137 0.00185321 0.767559	0.702894 0.018509 -0.00630295 0.711026	0.689199 -0.0136942 0.0218702 0.724113	0.674307 -0.0141368 0.0215867 0.738	0.71967 0.0238227 -0.00422306 0.693895	
0.703624 -0.00787399 0.0015157 0.710527	0.723804 0.000418261 0.0145746 0.689851	0.726147 0.00154811 0.0158064 0.687356	0.717209 0.00768996 0.034592 0.695956	0.714485 0.00647751 0.0388703 0.69854	0.710589 -0.0103529 0.0391023 0.702444	0.721874 -0.00768469 0.0289302 0.691377	0.714624 0.0519958 0.0997478 0.690405	0.848982 -0.0564167 0.0565296 0.522351	0.835734 0.159692 -0.0771414 0.519707	0.843312 0.222859 0.038113 0.487551	0.729926 -0.0851384 -0.0431729 0.676828	0.847274 0.069085 -0.0935517 0.518269	0.83614 -0.153346 0.0442672 0.524781	0.755098 -0.290909 -0.0264529 0.586941	0.694737 0.0646948 -0.017327 0.716138	0.642881 0.0657494 -0.012754 0.763032	0.69928 0.0176303 -0.00547657 0.71461	0.685718 -0.0228767 0.0284845 0.72695	0.672392 -0.0233906 0.028064 0.739293	0.718244 0.0223273 -0.0049478 0.695415	
0.700014 -0.0088349 0.0174622 0.713861	0.723255 -0.00293702 0.0250815 0.690119	0.726859 -0.00429129 0.023779 0.686361	0.719667 -0.00160213 0.0331241 0.693527	0.717151 -0.00229189 0.0356743 0.696001	0.711123 -0.00639956 0.0390159 0.701955	0.721725 -0.00390875 0.0293047 0.691548	0.714084 0.0507151 0.0996015 0.69108	0.848624 -0.0599297 0.0524492 0.522967	0.835521 0.160183 -0.083717 0.518881	0.845955 0.226341 0.0331217 0.481697	0.731828 -0.080929 -0.04392 0.675241	0.847318 0.0777688 -0.092664 0.517125	0.837466 -0.150487 0.0482715 0.523139	0.762834 -0.289369 -0.0258112 0.577653	0.691206 0.0687905 -0.0246725 0.718953	0.646549 0.0701543 -0.0204753 0.759364	0.692914 0.0195696 -0.00411363 0.720743	0.685019 -0.0310333 0.034944 0.727024	0.669429 -0.0317682 0.0342773 0.741405	0.715965 0.0204832 -0.00695931 0.697801	
0.694948 -0.0127379 0.0277732 0.718411	0.721106 -0.00723032 0.0332445 0.691989	0.725623 -0.0100492 0.0303423 0.68735	0.722297 -0.00911231 0.0333277 0.690719	0.720589 -0.00951664 0.0344643 0.69244	0.712148 -0.00606712 0.03827 0.700959	0.719504 -0.00144079 0.0286456 0.693896	0.716325 0.051916 0.10012 0.688593	0.846954 -0.0615418 0.0485358 0.525857	0.834099 0.15937 -0.0889744 0.520542	0.846667 0.225775 0.02337 0.481284	0.735968 -0.0823249 -0.0450805 0.670478	0.848049 0.0826087 -0.0915975 0.515362	0.839734 -0.144423 0.0478417 0.521248	0.763973 -0.283133 -0.0178686 0.579536	0.689955 0.0663151 -0.0216535 0.720483	0.649701 0.0673957 -0.0180106 0.756982	0.688591 0.0189823 -0.00679719 0.724869	0.686567 -0.0336895 0.0360917 0.725389	0.666154 -0.034679 0.035142 0.744178	0.713685 0.0186023 -0.00799662 0.700174	
0.691295 -0.0158634 0.0318528 0.721696	0.719458 -0.0103115 0.0368395 0.693482	0.724488 -0.0131182 0.0338458 0.688331	0.723671 -0.0121784 0.035036 0.689148	0.722636 -0.0127811 0.0354302 0.690202	0.714089 -0.00886948 0.0372149 0.699009	0.717352 -0.00120835 0.0272326 0.696177	0.719477 0.0531441 0.100042 0.685215	0.846503 -0.0602684 0.0459229 0.526964	0.833574 0.159233 -0.0910029 0.521074	0.844164 0.221612 0.0126687 0.48797	0.739119 -0.0856857 -0.0449917 0.666586	0.848806 0.0822714 -0.0916157 0.514166	0.841588 -0.137729 0.0430416 0.520488	0.755274 -0.273363 -0.00999958 0.595596	0.689527 0.0535367 -0.00670197 0.722248	0.653475 0.0537999 -0.00408248 0.755023	0.687525 0.0160451 -0.0126977 0.725872	0.689516 -0.0311459 0.0309276 0.722939	0.663028 -0.0322398 0.0297856 0.747307	0.711694 0.018066 -0.0086877 0.702204	
0.689685 -0.017087 0.0315019 0.723222	0.718857 -0.0115968 0.0367774 0.694087	0.724252 -0.0134981 0.0346805 0.68853	0.72365 -0.0117401 0.0368293 0.689084	0.722865 -0.0126789 0.0370145 0.68988	0.716643 -0.0129322 0.0358073 0.6964	0.717092 -0.00303052 0.0248062 0.696531	0.720613 0.052674 0.0992031 0.684179	0.846777 -0.0572425 0.0451228 0.52693	0.833365 0.160657 -0.0907856 0.521008	0.838767 0.218917 0.0068532 0.498496	0.739551 -0.0891554 -0.0446125 0.665677	0.848643 0.0781139 -0.0924459 0.514934	0.842117 -0.130906 0.035738 0.521944	0.743873 -0.262676 -0.00610501 0.614505	0.689282 0.038965 0.0086673 0.723393	0.655832 0.0385327 0.0104221 0.753851	0.688029 0.0145042 -0.0154754 0.725373	0.692471 -0.0281199 0.0247975 0.720471	0.660427 -0.0291735 0.0235489 0.749953	0.71045 0.0183468 -0.00894481 0.703452	
0.69067 -0.0165521 0.0290253 0.722397	0.719446 -0.0110275 0.0349923 0.693579	0.724845 -0.0120315 0.0338032 0.687977	0.72296 -0.0095215 0.0380544 0.689776	0.722136 -0.0107002 0.038395 0.690602	0.719078 -0.0171289 0.034418 0.693865	0.719345 -0.00611994 0.0210633 0.694306	0.719714 0.0509039 0.0983651 0.68538	0.846211 -0.0542382 0.0460779 0.528074	0.832108 0.163131 -0.0899741 0.522389	0.833941 0.220552 0.00846504 0.505793	0.738408 -0.093005 -0.0455081 0.666358	0.847753 0.0730541 -0.0936988 0.516912	0.841771 -0.124273 0.0279432 0.524592	0.738114 -0.252059 -0.00804286 0.625771	0.68806 0.0308954 0.0153675 0.724833	0.656616 0.030214 0.0166674 0.753435	0.689371 0.0126744 -0.016429 0.724111	0.693812 -0.026093 0.0196832 0.719414	0.658799 -0.0269999 0.0184195 0.751608	0.709943 0.0194659 -0.00846476 0.70394	
0.693971 -0.0153475 0.0261387 0.719365	0.720844 -0.00967119 0.0329537 0.692246	0.725728 -0.010087 0.0323214 0.687149	0.722373 -0.006998 0.0386175 0.690389	0.721397 -0.00825123 0.0392209 0.691361	0.720823 -0.0207843 0.0332943 0.692007	0.72338 -0.00982133 0.0171935 0.690166	0.718653 0.0492524 0.0978332 0.686688	0.845818 -0.0521558 0.0480237 0.528739	0.830992 0.166074 -0.0889099 0.523418	0.832334 0.226106 0.0146398 0.505847	0.737176 -0.0972064 -0.0473611 0.666993	0.847916 0.0688757 -0.0952141 0.516942	0.842319 -0.119181 0.0207384 0.525228	0.742096 -0.244313 -0.012199 0.624065	0.686236 0.0310146 0.0121561 0.726616	0.656123 0.0304946 0.0134071 0.753918	0.69101 0.0111648 -0.0164374 0.722572	0.693286 -0.0253439 0.0161898 0.720034	0.658053 -0.0260892 0.014959 0.752371	0.710064 0.0201992 -0.00804629 0.703801	
