Hips	Spine	Spine1	Spine2	Spine3	Neck	Head	RightShoulder	RightArm	RightForeArm	RightHand	LeftShoulder	LeftArm	LeftForeArm	LeftHand	RightUpLeg	RightLeg	RightFoot	LeftUpLeg	LeftLeg	LeftFoot	
0.68506 -0.0111566 -0.0317733 0.727708	0.712302 0.0181654 0.0158042 0.70146	0.713213 0.0217388 0.0195587 0.700338	0.705456 0.0172746 0.0478551 0.706926	0.702418 0.0129565 0.0536687 0.70962	0.692624 -0.0272194 0.0382729 0.719768	0.701989 -0.00644881 0.0199927 0.711878	0.684254 0.0615157 0.117311 0.717113	0.844199 -0.0237174 0.0807519 0.529381	0.817856 0.210585 -0.0687421 0.531074	0.794167 0.294128 0.0663151 0.527626	0.689489 -0.0942915 -0.0273724 0.717611	0.823183 0.0376517 -0.0959415 0.558343	0.803606 -0.182389 0.0558357 0.563768	0.733147 -0.29893 -0.0168976 0.610615	0.749401 0.018597 0.043673 0.660412	0.619687 0.0105148 0.0462884 0.783413	0.664097 0.00476397 0.0246784 0.747224	0.7096 0.00253982 0.0351321 0.703724	0.689445 0.00154677 0.0351898 0.723481	0.715742 0.0405816 0.0016082 0.697183	
0.67884 -0.0150821 -0.0335898 0.733363	0.71362 0.0147174 0.0112458 0.700288	0.718005 0.0191747 0.0159013 0.695592	0.708603 0.0199604 0.0464256 0.703795	0.705122 0.0161239 0.0523599 0.706966	0.695694 -0.0258748 0.0375297 0.71689	0.702403 -0.00521676 0.0206091 0.711462	0.691322 0.0589549 0.113159 0.711192	0.848002 -0.0221675 0.0793129 0.523555	0.821272 0.212397 -0.068048 0.525138	0.797764 0.294634 0.0680229 0.521666	0.69501 -0.0889391 -0.0253223 0.713029	0.826343 0.0363268 -0.0969997 0.55356	0.806048 -0.185605 0.0543077 0.559364	0.734694 -0.301182 -0.0193122 0.607569	0.724418 0.0437629 0.00940111 0.687906	0.63946 0.0423719 0.0144291 0.76752	0.692442 0.00442895 0.024004 0.72106	0.707401 0.00131245 0.0348482 0.705952	0.689129 0.000421475 0.0348703 0.723799	0.716321 0.0412487 0.00244857 0.696547	
0.67528 -0.0122985 -0.0222046 0.737125	0.717834 0.00863936 0.0100121 0.696089	0.724918 0.012901 0.0144841 0.688562	0.709173 0.0199058 0.0442858 0.70336	0.704697 0.0168882 0.0498266 0.707555	0.69886 -0.0230858 0.0370833 0.713924	0.70527 -0.00287124 0.0223306 0.708581	0.698311 0.0512099 0.106652 0.705949	0.852418 -0.0227739 0.0772877 0.516616	0.825201 0.21489 -0.0692486 0.517755	0.801259 0.296615 0.0723152 0.514562	0.701171 -0.0773221 -0.0209985 0.708477	0.830779 0.0381434 -0.0973955 0.546686	0.8096 -0.190254 0.0556491 0.552499	0.736501 -0.308694 -0.0250644 0.601371	0.71206 0.0651745 -0.0227395 0.698717	0.643924 0.0670083 -0.0165736 0.76197	0.703588 0.0162319 0.0332535 0.709644	0.704199 -0.00333727 0.0365436 0.709053	0.688555 -0.00413412 0.0364621 0.724255	0.715836 0.0401638 0.00290898 0.697107	
0.67186 -0.00865215 -0.00144661 0.740626	0.720747 0.00448409 0.018565 0.692935	0.730387 0.0069306 0.0211966 0.682669	0.709111 0.0116662 0.0420076 0.703747	0.703858 0.00886352 0.0458022 0.708807	0.702214 -0.0176677 0.0379092 0.710737	0.709172 0.000178812 0.0250897 0.704589	0.698377 0.0438804 0.104044 0.706766	0.856354 -0.0271558 0.0735753 0.510398	0.829131 0.215921 -0.0736405 0.510389	0.805 0.2989 0.0757391 0.506851	0.70236 -0.0643737 -0.0192359 0.708644	0.833691 0.0454743 -0.0967131 0.541791	0.811977 -0.194428 0.0619871 0.546854	0.739598 -0.314545 -0.0314461 0.594195	0.707022 0.0701259 -0.0326643 0.702947	0.64879 0.0725047 -0.0269753 0.757025	0.696744 0.0150661 0.0360761 0.716253	0.701659 -0.0134548 0.0438366 0.711036	0.687132 -0.0143388 0.0435554 0.725084	0.713918 0.0389303 0.00133383 0.699145	
0.668206 -0.0100548 0.0193482 0.743656	0.719545 -0.000816899 0.0315716 0.693727	0.730637 -0.00104431 0.0312989 0.682047	0.711914 -0.0018082 0.0397031 0.701141	0.706901 -0.00421814 0.0412901 0.706093	0.704559 -0.0135897 0.0374251 0.708528	0.709396 0.00166857 0.0259341 0.704331	0.697624 0.042389 0.103149 0.707732	0.858907 -0.0332162 0.0684468 0.506448	0.832569 0.21367 -0.0791662 0.504884	0.809243 0.300919 0.0772659 0.498602	0.701971 -0.0585008 -0.0202285 0.70951	0.832508 0.054973 -0.095975 0.542861	0.811363 -0.194371 0.0693218 0.546904	0.742418 -0.319011 -0.0277242 0.588455	0.705182 0.0681699 -0.0305601 0.70508	0.65345 0.070164 -0.025653 0.753275	0.68705 0.0142535 0.0361117 0.725572	0.700603 -0.0213937 0.0512525 0.711387	0.684455 -0.0225389 0.0507593 0.726936	0.711494 0.0369798 0.00115749 0.701718	
0.665313 -0.014855 0.0324115 0.745712	0.716719 -0.00617422 0.041846 0.696078	0.727718 -0.00841715 0.0393245 0.684697	0.715213 -0.0119733 0.039005 0.697714	0.711369 -0.0137139 0.0388341 0.701611	0.706624 -0.0129085 0.0365648 0.706526	0.707389 0.0026277 0.0262717 0.706331	0.700418 0.0445067 0.103093 0.704845	0.857136 -0.0365244 0.0651922 0.509641	0.832149 0.208669 -0.0823907 0.507145	0.812402 0.300221 0.0709546 0.49481	0.704961 -0.0620855 -0.0219292 0.706183	0.82928 0.0606068 -0.0957944 0.547215	0.809547 -0.189771 0.0719672 0.550856	0.741315 -0.317068 -0.0168344 0.5913	0.705495 0.0585921 -0.0173181 0.706077	0.6567 0.059619 -0.0133612 0.751673	0.681018 0.0130103 0.0306696 0.731508	0.70169 -0.0223213 0.0515862 0.710262	0.681266 -0.0237752 0.0509324 0.729875	0.708985 0.0349054 -0.000167434 0.704359	
0.66349 -0.0195234 0.0385931 0.746934	0.71507 -0.0104226 0.0473572 0.697369	0.725993 -0.0130901 0.0442731 0.68615	0.716746 -0.0172783 0.0397502 0.695986	0.713784 -0.0187029 0.0384165 0.699061	0.709301 -0.015459 0.0351524 0.703859	0.706845 0.00249477 0.024794 0.70693	0.703737 0.0465385 0.103184 0.701386	0.854306 -0.0357005 0.0639901 0.514579	0.830444 0.203657 -0.0818648 0.51204	0.812469 0.294944 0.0611677 0.49916	0.707798 -0.0682658 -0.0224025 0.702752	0.826671 0.0594015 -0.0967322 0.551117	0.808072 -0.184207 0.0681568 0.555375	0.732236 -0.30942 -0.00565033 0.606678	0.705214 0.0453031 0.000758304 0.707546	0.659828 0.0451681 0.00357534 0.750049	0.679495 0.00907573 0.0216971 0.733304	0.703937 -0.0191006 0.0467518 0.708464	0.6782 -0.0207573 0.0460402 0.73314	0.707153 0.0336046 -0.00142491 0.70626	
0.66249 -0.0225114 0.0396042 0.747684	0.715052 -0.0128881 0.0486286 0.697259	0.726429 -0.0147965 0.046238 0.685525	0.716396 -0.0180047 0.0412253 0.696242	0.713613 -0.0194325 0.0393736 0.699163	0.712385 -0.0199084 0.0332561 0.700718	0.709351 0.000885056 0.0213208 0.704532	0.704201 0.0458243 0.102636 0.701048	0.852739 -0.0322472 0.0644602 0.51734	0.829428 0.200633 -0.0785122 0.515395	0.80931 0.287415 0.0535302 0.509456	0.707975 -0.0729803 -0.0222396 0.702104	0.825188 0.0528176 -0.0985336 0.553685	0.807152 -0.179525 0.0598695 0.559188	0.718567 -0.299124 -0.000569082 0.627843	0.703947 0.0332789 0.01409 0.709333	0.662269 0.0324195 0.0159684 0.748394	0.681385 0.0046578 0.0164731 0.731725	0.705697 -0.0173637 0.042792 0.707007	0.676122 -0.0191032 0.0420442 0.735341	0.706515 0.0343236 -0.00172246 0.706864	
0.662689 -0.0240287 0.0375463 0.747567	0.71601 -0.0139209 0.0476067 0.696326	0.727876 -0.0147153 0.0463071 0.683986	0.715186 -0.0161791 0.0428901 0.697429	0.712189 -0.0176483 0.0409692 0.700569	0.715281 -0.0253251 0.0316381 0.697661	0.714261 -0.00235119 0.0168147 0.699673	0.702004 0.0423548 0.102223 0.703524	0.851002 -0.0288007 0.0663185 0.520162	0.827632 0.200148 -0.0754023 0.518923	0.803101 0.282079 0.0521417 0.522247	0.705909 -0.0761821 -0.0228738 0.703822	0.823309 0.0445799 -0.10046 0.556851	0.805694 -0.175162 0.0506779 0.563567	0.707257 -0.289252 -0.00201772 0.645071	0.701818 0.0257094 0.0201057 0.711609	0.664015 0.0246334 0.0214104 0.747007	0.684649 0.00303516 0.0160203 0.728691	0.706012 -0.0178757 0.0409154 0.706791	0.675196 -0.0196061 0.040115 0.736286	0.706882 0.0344825 -0.00123088 0.706489	
0.664482 -0.0247104 0.0347126 0.746089	0.71739 -0.0144915 0.0458479 0.69501	0.72936 -0.0144033 0.0454301 0.682468	0.714156 -0.0139198 0.0445344 0.69843	0.71083 -0.0154971 0.0429359 0.701881	0.717601 -0.0307001 0.0306515 0.695102	0.720039 -0.00647266 0.0121248 0.693798	0.699852 0.0383653 0.102163 0.705903	0.849006 -0.0271809 0.0685142 0.523217	0.825351 0.20086 -0.0739062 0.522483	0.797585 0.280458 0.0568813 0.531005	0.703997 -0.0794729 -0.024354 0.705322	0.821711 0.0378869 -0.10224 0.559377	0.80456 -0.171253 0.042619 0.567044	0.703926 -0.280909 -0.00852243 0.652308	0.698986 0.0280522 0.0140975 0.714446	0.664946 0.027365 0.015389 0.746231	0.687763 0.0037578 0.01841 0.725692	0.704656 -0.0204286 0.0416071 0.708034	0.675268 -0.0221044 0.0407416 0.736115	0.707648 0.0346719 -0.000602489 0.705713	
0.66745 -0.0250228 0.0326759 0.743517	0.718819 -0.0155058 0.0437359 0.693647	0.73044 -0.0147839 0.0440348 0.681396	0.713839 -0.0128808 0.0456533 0.698701	0.71026 -0.0145222 0.0445889 0.702376	0.719115 -0.0350277 0.0303682 0.693343	0.725068 -0.0101523 0.00892819 0.688545	0.700081 0.0352924 0.102261 0.705822	0.847908 -0.0276023 0.070284 0.524738	0.824047 0.201636 -0.0735459 0.524291	0.796066 0.282212 0.0637541 0.531575	0.704533 -0.0836548 -0.0251471 0.704275	0.822806 0.0339993 -0.103745 0.557737	0.80609 -0.168477 0.0359586 0.566163	0.710781 -0.277808 -0.0176012 0.645991	0.695217 0.0356608 0.00258742 0.717911	0.666054 0.0355294 0.0040065 0.745046	0.689822 0.00522606 0.0210305 0.723654	0.702018 -0.0238533 0.0440095 0.710398	0.676004 -0.0254213 0.0431228 0.735196	0.708339 0.0344422 -0.000585466 0.705032	
0.670067 -0.0248816 0.0317388 0.741205	0.720031 -0.0165788 0.0415428 0.692498	0.731373 -0.0155439 0.0423242 0.680485	0.714429 -0.0136303 0.0460231 0.69806	0.710708 -0.0153241 0.0456095 0.70184	0.720185 -0.0379854 0.0306359 0.692063	0.728761 -0.0124216 0.00797884 0.684609	0.70227 0.0330361 0.102264 0.703752	0.849027 -0.0294379 0.0712941 0.522689	0.825159 0.202053 -0.0732143 0.522423	0.798366 0.285847 0.0695304 0.525422	0.706788 -0.0868492 -0.0249746 0.70163	0.827214 0.0324056 -0.104767 0.551082	0.810594 -0.168136 0.031289 0.560079	0.724083 -0.279071 -0.0277815 0.630121	0.690326 0.0447494 -0.00931239 0.722054	0.667731 0.0450153 -0.00792799 0.742998	0.690906 0.00559273 0.0224547 0.722574	0.698968 -0.0270599 0.0467639 0.713109	0.6769 -0.0284732 0.0459171 0.734089	0.709019 0.0342037 -0.000728397 0.704359	
0.670871 -0.0244495 0.0314096 0.740505	0.720855 -0.0168206 0.0402835 0.691709	0.732269 -0.015866 0.0411538 0.679586	0.71553 -0.0159041 0.0455092 0.696916	0.711797 -0.01783 0.0454546 0.700686	0.721334 -0.0391142 0.031242 0.690776	0.730847 -0.0137737 0.00884265 0.682345	0.704736 0.0307381 0.10234 0.701376	0.851672 -0.0319164 0.0719799 0.518126	0.827943 0.202175 -0.0724363 0.518063	0.801941 0.289145 0.0721683 0.517761	0.709169 -0.0871936 -0.0245508 0.699195	0.832884 0.0322346 -0.105164 0.542407	0.815917 -0.170334 0.0292601 0.551733	0.739255 -0.283693 -0.0358302 0.609702	0.685806 0.0518025 -0.0173997 0.72573	0.66932 0.0521805 -0.016231 0.740962	0.69119 0.0040752 0.0210781 0.722354	0.696475 -0.0287381 0.0481494 0.715387	0.677563 -0.0299852 0.0473828 0.733324	0.70921 0.0342541 -0.00107341 0.704164	
0.669682 -0.0233823 0.0310672 0.741629	0.721651 -0.0155074 0.0397537 0.690941	0.733595 -0.0149758 0.0402896 0.678226	0.716878 -0.0182743 0.0442223 0.695555	0.713129 -0.020702 0.0442017 0.699331	0.722619 -0.0385199 0.0319334 0.689433	0.731692 -0.0148646 0.0104776 0.681393	0.706462 0.02816 0.102317 0.69975	0.854136 -0.0341385 0.0726331 0.51382	0.830656 0.201802 -0.0713053 0.514006	0.804932 0.290859 0.0723606 0.512103	0.711181 -0.0854784 -0.02467 0.697356	0.83786 0.0330166 -0.104953 0.534682	0.820173 -0.174401 0.0299954 0.544059	0.750016 -0.290139 -0.0414058 0.592943	0.682464 0.0549689 -0.0205148 0.728561	0.670446 0.0552974 -0.0196122 0.739634	0.690707 0.00172911 0.018036 0.722907	0.694568 -0.0290487 0.0477462 0.717253	0.678158 -0.0301218 0.0470766 0.732788	0.709017 0.0344512 -0.0013177 0.704348	
0.667304 -0.0219801 0.0303843 0.743841	0.722409 -0.0134737 0.0393766 0.690212	0.735365 -0.0133659 0.0394876 0.676388	0.718384 -0.0197506 0.0424353 0.69407	0.714585 -0.0227248 0.0421312 0.697909	0.724004 -0.037084 0.0321886 0.688046	0.731621 -0.0158339 0.0119229 0.681424	0.707615 0.0255482 0.101739 0.698769	0.855068 -0.0356092 0.0735271 0.51204	0.83196 0.200629 -0.0699473 0.512541	0.805352 0.290534 0.0730826 0.511524	0.712739 -0.083192 -0.024971 0.696031	0.840549 0.0338685 -0.104511 0.530478	0.822004 -0.178828 0.032401 0.539704	0.754922 -0.296233 -0.0426694 0.583539	0.680214 0.0539411 -0.0191002 0.730776	0.671311 0.0541685 -0.0184453 0.738964	0.689881 -0.000849881 0.0146211 0.723774	0.692886 -0.0279365 0.0453688 0.719076	0.678967 -0.0288015 0.0448246 0.732233	0.708607 0.0346089 -0.00144551 0.704753	
0.665142 -0.020895 0.0295477 0.745839	0.723023 -0.0120101 0.0387976 0.689629	0.736953 -0.0120347 0.0387712 0.674724	0.720147 -0.020638 0.0406543 0.692322	0.716368 -0.023973 0.0399034 0.696168	0.725195 -0.0356108 0.0322425 0.686866	0.73072 -0.0168452 0.0134221 0.682337	0.70945 0.0236309 0.100981 0.697083	0.85483 -0.0363649 0.0743969 0.512258	0.832237 0.19859 -0.0684019 0.513093	0.804511 0.288499 0.074669 0.513766	0.7146 -0.0815954 -0.0254724 0.694292	0.840637 0.0344881 -0.104184 0.530363	0.821273 -0.18268 0.0355964 0.539326	0.752965 -0.301447 -0.0428654 0.583383	0.678577 0.0505106 -0.0155189 0.732626	0.67193 0.0506488 -0.0150619 0.738727	0.689209 -0.0027215 0.0123517 0.724452	0.690976 -0.0256029 0.0415032 0.721231	0.680003 -0.0262269 0.0411117 0.731586	0.708123 0.034494 -0.00181327 0.705244	
0.664101 -0.0205022 0.0288412 0.746805	0.723291 -0.0117091 0.0380744 0.689393	0.737805 -0.0116549 0.0381662 0.673834	0.722025 -0.0211981 0.0392905 0.690425	0.718413 -0.0246406 0.0381932 0.69413	0.726638 -0.0348815 0.031692 0.685403	0.729675 -0.0172753 0.0141977 0.683428	0.711919 0.0226654 0.100339 0.694687	0.854823 -0.036726 0.0749694 0.512161	0.83286 0.195997 -0.0664414 0.513337	0.803845 0.284488 0.077579 0.516606	0.716697 -0.0809686 -0.0260209 0.692179	0.839224 0.0345859 -0.104378 0.532553	0.819127 -0.185806 0.0383385 0.541329	0.745624 -0.304975 -0.0416561 0.591015	0.677032 0.048312 -0.0138902 0.734235	0.672286 0.0484005 -0.0135786 0.738582	0.688882 -0.00362787 0.0117983 0.724768	0.688766 -0.0236697 0.0381256 0.723594	0.681047 -0.0240731 0.0378723 0.730863	0.707911 0.0346447 -0.00194356 0.705449	
0.663994 -0.0207566 0.028486 0.746907	0.723441 -0.012368 0.037436 0.68926	0.738179 -0.0122469 0.0376541 0.673442	0.723646 -0.0219073 0.038408 0.688753	0.720261 -0.0253308 0.0371529 0.692245	0.72824 -0.0348234 0.0309375 0.683737	0.72901 -0.0171321 0.0142968 0.684139	0.714428 0.0220387 0.10016 0.692152	0.855882 -0.0366881 0.0750498 0.510379	0.834626 0.193078 -0.0638929 0.511896	0.804961 0.279117 0.0801158 0.51741	0.718542 -0.0807619 -0.0264817 0.690271	0.837572 0.0338949 -0.105033 0.535063	0.816894 -0.188043 0.0396945 0.543828	0.737794 -0.307223 -0.0395622 0.599757	0.675713 0.0488406 -0.0156516 0.735379	0.672203 0.0489146 -0.0154188 0.738588	0.688623 -0.00361235 0.0127795 0.724998	0.686377 -0.0242225 0.0376766 0.725866	0.68199 -0.0244491 0.03753 0.729989	0.707916 0.0350361 -0.00180246 0.705425	
0.664426 -0.0213586 0.0282728 0.746514	0.723707 -0.0134724 0.0367613 0.688996	0.738442 -0.0133554 0.0370439 0.673166	0.724816 -0.0229002 0.0379067 0.687518	0.721633 -0.0263079 0.0366808 0.690802	0.73001 -0.0350937 0.0304637 0.681854	0.728937 -0.016835 0.0136609 0.684237	0.716479 0.021515 0.100492 0.689997	0.857594 -0.0365048 0.0749201 0.50753	0.837046 0.190144 -0.0610863 0.50938	0.808031 0.273457 0.0815322 0.515421	0.719781 -0.0806716 -0.0265648 0.688986	0.836829 0.0324096 -0.105972 0.536132	0.815744 -0.189457 0.0391882 0.545098	0.732304 -0.307866 -0.0380982 0.606217	0.674432 0.0510917 -0.0192207 0.736316	0.671967 0.0511557 -0.0190498 0.738567	0.688541 -0.00350718 0.0137794 0.725058	0.684098 -0.0267428 0.0396846 0.727819	0.682691 -0.0268194 0.0396328 0.729139	0.707878 0.0350454 -0.00175101 0.705463	
0.66498 -0.0221629 0.0281979 0.746	0.724059 -0.0147534 0.036208 0.688629	0.738853 -0.0147311 0.0364697 0.672718	0.725604 -0.0244225 0.0375809 0.686652	0.722552 -0.0278604 0.0365125 0.68979	0.731834 -0.035253 0.0304982 0.679887	0.729583 -0.0166255 0.0127701 0.683571	0.717784 0.0209058 0.101076 0.688573	0.859078 -0.0365317 0.0750551 0.504992	0.839133 0.187631 -0.05855 0.507171	0.811737 0.268287 0.0822579 0.512191	0.720363 -0.0805376 -0.0263516 0.688401	0.83716 0.0304056 -0.106885 0.53555	0.81588 -0.190005 0.0371705 0.544845	0.730062 -0.307286 -0.0389476 0.609153	0.673419 0.0525879 -0.0215936 0.737072	0.671681 0.0526386 -0.0214697 0.738656	0.688738 -0.00421836 0.013653 0.724869	0.681999 -0.0298144 0.0425461 0.729505	0.683186 -0.0297451 0.0425946 0.728394	0.707802 0.0346341 -0.00186085 0.705559	
0.665622 -0.0230478 0.0286927 0.745381	0.724579 -0.0161419 0.0361523 0.688054	0.73937 -0.0163046 0.0362695 0.672124	0.725988 -0.0262728 0.0373806 0.686187	0.722969 -0.0297643 0.0364098 0.689278	0.733543 -0.0353673 0.030852 0.67802	0.730964 -0.0164853 0.0122904 0.682106	0.718658 0.0203728 0.101604 0.687599	0.860016 -0.0369299 0.0756451 0.503275	0.840553 0.185642 -0.0564221 0.505791	0.814364 0.26405 0.0828693 0.510119	0.720986 -0.0810919 -0.0260254 0.687696	0.838562 0.0286748 -0.107627 0.533299	0.817324 -0.189708 0.0343136 0.542968	0.731618 -0.306693 -0.0417289 0.607399	0.672928 0.0523828 -0.0218343 0.737528	0.671335 0.0524298 -0.0217212 0.738978	0.689062 -0.00503884 0.0128203 0.724571	0.680264 -0.0313884 0.0437169 0.730988	0.683515 -0.0311933 0.0438563 0.727949	0.707955 0.0344386 -0.0019237 0.705414	
0.666464 -0.023755 0.0294601 0.744576	0.725102 -0.0172944 0.0363223 0.687465	0.739685 -0.0176432 0.03628 0.671743	0.726224 -0.0281875 0.0372007 0.685872	0.723285 -0.0317241 0.0362379 0.688869	0.734966 -0.0350641 0.0315194 0.676462	0.732861 -0.0161466 0.0124191 0.680074	0.719186 0.0198639 0.102029 0.686999	0.860523 -0.03768 0.0765601 0.502214	0.841474 0.183961 -0.0546128 0.505072	0.814924 0.260873 0.0836326 0.510734	0.72214 -0.0826318 -0.0259575 0.686303	0.840838 0.0274768 -0.107959 0.529699	0.819832 -0.188783 0.0313005 0.539682	0.73717 -0.305667 -0.0448132 0.600949	0.672928 0.0499738 -0.0196171 0.737757	0.670829 0.0500294 -0.0194751 0.739666	0.689467 -0.00561669 0.0119118 0.724197	0.678916 -0.0313587 0.0429625 0.732287	0.683637 -0.0310802 0.0431644 0.727881	0.708379 0.034683 -0.00172666 0.704977	
0.66724 -0.0245474 0.0302106 0.743825	0.72547 -0.0184404 0.0366788 0.687028	0.739846 -0.0189181 0.0365245 0.671518	0.726367 -0.0299748 0.0370456 0.685653	0.723523 -0.0335964 0.0359844 0.688542	0.73628 -0.0348016 0.032018 0.675023	0.734784 -0.0156655 0.0130446 0.677994	0.71946 0.0191943 0.102195 0.686706	0.86052 -0.0387838 0.0775621 0.501981	0.841826 0.18256 -0.0533842 0.505124	0.814395 0.258244 0.0846515 0.512743	0.72331 -0.0847497 -0.0262476 0.6848	0.843094 0.0268442 -0.108096 0.526105	0.822434 -0.187432 0.0285908 0.536334	0.742132 -0.304014 -0.0497128 0.595269	0.673418 0.0467881 -0.0165984 0.737594	0.670096 0.0468623 -0.016388 0.740613	0.689761 -0.00590101 0.0114516 0.723923	0.677987 -0.0306382 0.0414233 0.733266	0.683551 -0.0303219 0.0416555 0.728082	0.708671 0.0351814 -0.00149114 0.70466	
0.667799 -0.0254917 0.0308202 0.743266	0.725713 -0.0196811 0.037006 0.686719	0.739915 -0.0202493 0.0367808 0.671389	0.726468 -0.0316842 0.0369568 0.685474	0.723708 -0.0353372 0.0358249 0.68827	0.737342 -0.0347168 0.0324875 0.673845	0.736627 -0.0153824 0.0135028 0.67599	0.719404 0.0181718 0.102222 0.686788	0.859768 -0.0401302 0.0785119 0.503015	0.841425 0.181154 -0.0527838 0.506361	0.813022 0.256428 0.0861039 0.515584	0.724045 -0.0868972 -0.0267914 0.683733	0.844765 0.0261895 -0.108197 0.523431	0.824528 -0.185654 0.0259799 0.533865	0.746582 -0.3023 -0.0509582 0.590451	0.674248 0.0436263 -0.0136422 0.737089	0.669169 0.043719 -0.0133422 0.741703	0.689813 -0.00620971 0.0111517 0.723875	0.677613 -0.0296706 0.0397638 0.733743	0.683121 -0.0293703 0.0399861 0.728618	0.708669 0.0357884 -0.00100276 0.704632	
0.66798 -0.0262531 0.031023 0.743069	0.725762 -0.0207255 0.0369497 0.68664	0.739968 -0.0213082 0.0367426 0.6713	0.726575 -0.0329819 0.0369036 0.685302	0.723856 -0.0366975 0.0357758 0.688045	0.738309 -0.0348685 0.0328048 0.672762	0.738083 -0.0153535 0.0135484 0.6744	0.718815 0.0167834 0.102357 0.68742	0.8586 -0.0415792 0.0792638 0.504771	0.840641 0.179571 -0.0525767 0.508244	0.811396 0.254806 0.0875967 0.518688	0.724283 -0.0887588 -0.0275262 0.683212	0.845035 0.0254241 -0.108485 0.522973	0.825194 -0.183807 0.023869 0.533573	0.746784 -0.299789 -0.0521697 0.591371	0.675017 0.0418941 -0.0123246 0.736508	0.668272 0.0420048 -0.011942 0.742634	0.6896 -0.00668044 0.0108416 0.724079	0.677581 -0.0300876 0.0397005 0.733759	0.682517 -0.029819 0.0399026 0.72917	0.708313 0.0359814 -0.00052471 0.70498	
