Hips	Spine	Spine1	Spine2	Spine3	Neck	Head	RightShoulder	RightArm	RightForeArm	RightHand	LeftShoulder	LeftArm	LeftForeArm	LeftHand	RightUpLeg	RightLeg	RightFoot	LeftUpLeg	LeftLeg	LeftFoot	
-1.396 31.1891 6.5701	-1.37827 33.3586 8.31987	-1.36494 36.3637 9.04853	-1.33174 39.4203 9.51464	-1.44495 42.504 9.7133	-1.66012 50.6741 9.05542	-1.70867 54.8187 8.10818	-0.44679 48.2617 8.46587	4.56681 49.3763 9.06609	13.5892 50.7624 7.32838	21.1629 51.9242 5.87739	-2.51108 48.1862 8.20355	-7.48368 49.2492 7.26434	-16.5422 49.7749 9.26756	-24.2571 50.611 8.49569	1.56886 29.9713 6.85409	2.90729 15.0784 5.6174	4.33865 1.19383 9.10718	-4.5297 30.6185 6.11338	-4.35711 15.6207 5.72222	-4.55362 1.61313 9.00222	
-1.2528 31.178 6.4693	-1.25831 33.3413 8.22681	-1.20394 36.3383 8.98612	-1.13492 39.3906 9.47652	-1.23782 42.4743 9.68104	-1.45969 50.6445 9.02716	-1.53844 54.7925 8.09693	-0.249008 48.2327 8.42969	4.79025 49.2433 8.99822	13.7923 50.668 7.18752	21.3633 51.8478 5.73722	-2.31478 48.1566 8.17948	-7.31267 49.1243 7.2721	-16.363 49.6368 9.31517	-24.0764 50.4848 8.54104	1.72759 29.9962 6.74268	2.8758 15.0588 5.92119	4.28938 1.1486 9.31478	-4.38013 30.5701 6.01712	-4.31246 15.5769 5.452	-4.57813 1.63617 9.00064	
-1.07811 31.2361 6.37831	-1.15269 33.3799 8.15798	-1.10196 36.3701 8.94412	-1.02685 39.4179 9.46013	-1.09251 42.5023 9.67022	-1.2348 50.6755 9.03187	-1.37656 54.8257 8.11936	-0.0499217 48.2529 8.42653	5.00582 49.2002 8.95633	13.9907 50.5863 7.03395	21.5672 51.7132 5.5701	-2.11705 48.1978 8.1821	-7.13932 49.0677 7.31102	-16.1873 49.4943 9.38421	-23.9008 50.3032 8.57025	1.93488 30.1395 6.64969	2.8748 15.1911 5.766	4.36478 1.32956 9.32195	-4.18478 30.5413 5.9092	-4.23711 15.5543 5.1984	-4.5764 1.67897 8.98889	
-0.918512 31.3649 6.32131	-1.08808 33.4879 8.11933	-1.08368 36.4761 8.91453	-1.03345 39.5226 9.44166	-1.03645 42.6069 9.66147	-1.00622 50.784 9.05753	-1.20365 54.9348 8.15843	0.129354 48.3396 8.4449	5.19078 49.2804 8.93026	14.1707 50.5425 6.90194	21.7547 51.5514 5.39185	-1.93783 48.3288 8.195	-6.97397 49.1477 7.35512	-16.0193 49.382 9.47002	-23.7369 50.0744 8.58964	2.13242 30.3824 6.60529	2.97504 15.4293 5.70236	4.435 1.56921 9.2764	-3.99277 30.5557 5.823	-4.13215 15.5729 5.03791	-4.54842 1.73705 8.96257	
-0.805311 31.4883 6.2936	-1.04077 33.6073 8.08885	-1.09264 36.5945 8.88607	-1.07897 39.6406 9.41813	-1.02816 42.7236 9.64961	-0.81697 50.9008 9.08511	-1.03151 55.0543 8.20229	0.269339 48.4353 8.46799	5.32882 49.4059 8.91329	14.3157 50.5171 6.82857	21.8958 51.408 5.22735	-1.79594 48.4705 8.20491	-6.83328 49.3086 7.3916	-15.8729 49.3309 9.54338	-23.598 49.888 8.63384	2.26602 30.5798 6.60312	3.16655 15.627 5.75458	4.50767 1.73781 9.2618	-3.85497 30.6049 5.77072	-4.04349 15.6229 4.98186	-4.52014 1.79808 8.93865	
-0.705412 31.5683 6.25731	-0.963025 33.698 8.0368	-1.05145 36.6818 8.84357	-1.06592 39.7257 9.3877	-0.995097 42.8075 9.63054	-0.686203 50.9835 9.09524	-0.881233 55.1409 8.22582	0.375759 48.5078 8.47691	5.43408 49.4937 8.90112	14.4303 50.4942 6.80064	21.9916 51.3218 5.08105	-1.68719 48.5676 8.20036	-6.72102 49.4507 7.41337	-15.7605 49.3263 9.56206	-23.4997 49.7687 8.71066	2.37007 30.6815 6.58788	3.36908 15.7287 5.85744	4.54843 1.80143 9.27041	-3.74683 30.662 5.72578	-3.99834 15.6775 5.0029	-4.50742 1.84322 8.92218	
-0.592815 31.6067 6.21351	-0.843292 33.7596 7.96598	-0.93755 36.74 8.78436	-0.960765 39.7813 9.34252	-0.899419 42.8623 9.59806	-0.601895 51.0402 9.08542	-0.758289 55.201 8.22519	0.46493 48.5677 8.46234	5.52799 49.5263 8.89275	14.5278 50.4642 6.7786	22.0665 51.265 4.9508	-1.5976 48.6252 8.18219	-6.62879 49.5304 7.40358	-15.6731 49.3469 9.52767	-23.4298 49.695 8.80092	2.4792 30.7128 6.5567	3.52246 15.7552 6.00812	4.54618 1.78252 9.28309	-3.63735 30.7051 5.69193	-3.97379 15.7175 5.07705	-4.50572 1.8619 8.91742	
-0.46662 31.6164 6.16391	-0.694102 33.7932 7.88977	-0.772407 36.7726 8.7134	-0.793657 39.8128 9.27779	-0.762659 42.893 9.54782	-0.542098 51.0751 9.06485	-0.65123 55.2405 8.21918	0.54759 48.615 8.43232	5.61962 49.514 8.8851	14.6156 50.4186 6.74027	22.1353 51.2026 4.8288	-1.51551 48.6542 8.15325	-6.54507 49.5535 7.35736	-15.5942 49.3799 9.46173	-23.3676 49.6385 8.8934	2.60036 30.7047 6.50552	3.6022 15.7376 6.18748	4.52065 1.71876 9.29161	-3.51976 30.7302 5.66675	-3.95096 15.7405 5.17528	-4.51458 1.86085 8.92316	
-0.335023 31.6126 6.10151	-0.530912 33.8025 7.81462	-0.582358 36.7828 8.63727	-0.594981 39.8231 9.20096	-0.603132 42.9024 9.48286	-0.492854 51.0883 9.0264	-0.556993 55.26 8.2078	0.627452 48.645 8.38234	5.70749 49.4804 8.8661	14.7002 50.3603 6.69761	22.2031 51.1317 4.71616	-1.43685 48.6576 8.10976	-6.46568 49.5398 7.29042	-15.5193 49.3958 9.37748	-23.3055 49.5794 8.98073	2.72936 30.6834 6.41823	3.64413 15.7075 6.35367	4.49779 1.64944 9.29493	-3.3987 30.7429 5.64145	-3.92126 15.7523 5.28119	-4.52496 1.8482 8.93065	
-0.208225 31.6098 6.02891	-0.369724 33.7964 7.74982	-0.397258 36.7779 8.56913	-0.402802 39.819 9.12906	-0.44698 42.8977 9.41317	-0.439583 51.0846 8.96046	-0.46896 55.2651 8.1859	0.706379 48.6555 8.308	5.79037 49.4527 8.81409	14.7889 50.3067 6.65927	22.2762 51.0723 4.61741	-1.35961 48.643 8.0485	-6.38693 49.5193 7.21378	-15.4407 49.389 9.30127	-23.234 49.5327 9.0576	2.85747 30.6693 6.29566	3.6816 15.6893 6.49164	4.48809 1.6014 9.30056	-3.28172 30.7517 5.61476	-3.8842 15.7616 5.38989	-4.5315 1.83332 8.93858	
