Hips	Spine	Spine1	Spine2	Spine3	Neck	Head	RightShoulder	RightArm	RightForeArm	RightHand	LeftShoulder	LeftArm	LeftForeArm	LeftHand	RightUpLeg	RightLeg	RightFoot	LeftUpLeg	LeftLeg	LeftFoot	
0.712301 -0.0206317 -0.0161691 0.701385	0.711541 5.0846e-05 0.0146843 0.702491	0.709231 0.000401205 0.0151459 0.704814	0.714589 0.000853232 0.0296793 0.698914	0.715076 0.000724023 0.0338284 0.698228	0.693 -0.00762716 0.0300624 0.72027	0.68069 0.00202588 0.0171661 0.732368	0.713616 0.0657879 0.101699 0.689986	0.866033 -0.0372842 0.0552579 0.495524	0.848759 0.176102 -0.067871 0.493954	0.850847 0.23922 0.0373062 0.466307	0.718148 -0.0808174 -0.039159 0.690072	0.848139 0.0806524 -0.0864516 0.516412	0.841748 -0.131548 0.0439113 0.521754	0.762979 -0.229289 0.0499712 0.602323	0.73331 0.0376649 0.042713 0.677505	0.635646 0.0315854 0.0473858 0.769877	0.688799 0.043352 -0.0110832 0.72357	0.689762 0.00996732 0.0362922 0.723058	0.684464 0.00970209 0.036364 0.728074	0.717872 0.0358 -0.00579843 0.695229	
0.710404 -0.0238443 -0.0128457 0.703272	0.713965 -0.00572408 0.0130618 0.700036	0.71325 -0.0046988 0.0141253 0.700752	0.716178 0.000469843 0.0278453 0.697362	0.715957 0.00108723 0.0316946 0.697424	0.695235 -0.0053327 0.0286255 0.718193	0.683031 0.00454173 0.0160652 0.730199	0.717366 0.0630022 0.0968536 0.687049	0.868766 -0.0365362 0.0537161 0.490943	0.851005 0.17855 -0.0688484 0.489051	0.852782 0.241269 0.0396829 0.461494	0.720994 -0.0744642 -0.0380483 0.687877	0.849625 0.080787 -0.0893498 0.513447	0.843025 -0.133035 0.0411404 0.519537	0.762862 -0.232188 0.0447701 0.601769	0.713301 0.0590223 0.0143351 0.698221	0.64698 0.0574775 0.0196333 0.760084	0.707512 0.0448427 -0.0108666 0.705194	0.687608 0.00737262 0.0376267 0.725069	0.683384 0.00715388 0.0376689 0.729052	0.718081 0.0357889 -0.00559661 0.695016	
0.710349 -0.0216787 0.000721117 0.703516	0.717171 -0.0113423 0.0158139 0.696626	0.717502 -0.011051 0.016168 0.696281	0.716896 -0.00362044 0.0251718 0.696716	0.715793 -0.00197542 0.028109 0.697744	0.696548 -0.00138731 0.028026 0.716962	0.685524 0.00802003 0.0158467 0.727833	0.719903 0.0570647 0.0924752 0.685516	0.871353 -0.0380998 0.0510265 0.486507	0.8532 0.180989 -0.0722436 0.483812	0.85433 0.244848 0.0422867 0.456488	0.723326 -0.0649732 -0.0365561 0.68647	0.851239 0.0842282 -0.0911226 0.509897	0.844656 -0.135124 0.041609 0.516301	0.764249 -0.236429 0.0365019 0.59891	0.703279 0.0681278 -0.000658142 0.707642	0.652392 0.0680088 0.00407878 0.754813	0.709655 0.0483749 -0.00663051 0.702855	0.684846 0.000497202 0.0424323 0.727451	0.682116 0.000338229 0.0424339 0.730011	0.7174 0.0343424 -0.00630513 0.695786	
0.708198 -0.0191453 0.0182916 0.705517	0.717581 -0.0145225 0.0240697 0.695908	0.718981 -0.0165781 0.0221087 0.69448	0.718212 -0.0116394 0.02204 0.695378	0.716954 -0.00924201 0.0232622 0.696671	0.697388 0.0028206 0.027181 0.716173	0.685537 0.0114268 0.0162775 0.727766	0.719578 0.0522712 0.090542 0.686496	0.873189 -0.0423573 0.0467327 0.483284	0.855088 0.181873 -0.0781432 0.479208	0.856188 0.249009 0.0425601 0.450694	0.72442 -0.0588075 -0.037534 0.68582	0.851479 0.0915629 -0.0914877 0.508163	0.845685 -0.134973 0.0449985 0.514368	0.767598 -0.23799 0.0311521 0.594293	0.697348 0.0661558 -0.000583322 0.713673	0.660884 0.0661026 0.0027171 0.747566	0.701357 0.0400205 -0.00862824 0.711633	0.683799 -0.0078617 0.0489162 0.727986	0.680154 -0.00810594 0.0488764 0.731393	0.716017 0.0331065 -0.007613 0.697256	
0.703501 -0.0199756 0.0310121 0.709736	0.715367 -0.0166598 0.0330324 0.697769	0.717453 -0.0209088 0.0287955 0.695697	0.720075 -0.0193497 0.0199015 0.693341	0.719467 -0.0165294 0.0191839 0.694065	0.697998 0.00444777 0.0253676 0.715636	0.682866 0.0138875 0.0165031 0.730225	0.721287 0.051531 0.0891305 0.684942	0.873229 -0.0466186 0.0426529 0.483195	0.855635 0.180531 -0.0836109 0.477814	0.858735 0.249942 0.0365909 0.445831	0.727416 -0.060093 -0.0401836 0.682378	0.851136 0.0978715 -0.0912612 0.507602	0.846754 -0.130456 0.0460775 0.513678	0.773529 -0.233437 0.0380804 0.587972	0.695992 0.0654567 -0.000812893 0.71506	0.665337 0.065433 0.00193776 0.743668	0.693907 0.0374807 -0.00939495 0.719027	0.685713 -0.0106267 0.0502672 0.726057	0.677285 -0.0112063 0.0501411 0.733925	0.713997 0.0317125 -0.0097867 0.699361	
0.698861 -0.0218026 0.0369405 0.71397	0.712795 -0.0180866 0.0385727 0.700078	0.71511 -0.0232519 0.0332469 0.697834	0.721009 -0.0230592 0.0194953 0.692268	0.721282 -0.0200572 0.0172967 0.692135	0.699345 0.00228194 0.022681 0.714421	0.680729 0.0146505 0.0155377 0.732224	0.724114 0.0524896 0.0878975 0.682039	0.872722 -0.04835 0.0398008 0.484184	0.855728 0.178075 -0.086257 0.478098	0.860741 0.246705 0.0262035 0.444493	0.730515 -0.0656023 -0.0428301 0.678387	0.851548 0.0988497 -0.091493 0.506679	0.84829 -0.123732 0.0420471 0.513154	0.777078 -0.223454 0.0502745 0.586252	0.696771 0.0628228 0.00166625 0.714535	0.667142 0.0627031 0.00421927 0.742275	0.690658 0.0367055 -0.0117582 0.722153	0.689366 -0.00844485 0.0462814 0.722884	0.674366 -0.00939409 0.0460981 0.736897	0.712735 0.0309555 -0.0110901 0.700662	
0.696287 -0.0220752 0.0372966 0.716454	0.711336 -0.0183557 0.0392956 0.701513	0.713738 -0.0230271 0.034383 0.699189	0.720349 -0.0230006 0.0204873 0.692927	0.72113 -0.0202153 0.0177172 0.692278	0.701013 -0.00251161 0.0199727 0.712864	0.680559 0.0129786 0.0128733 0.732465	0.724567 0.0520072 0.086479 0.681776	0.872299 -0.0475352 0.0382944 0.485149	0.855656 0.176116 -0.0864851 0.478911	0.860058 0.241734 0.0178112 0.448941	0.73026 -0.0702971 -0.0439059 0.678123	0.852204 0.0942568 -0.0927048 0.50623	0.849305 -0.117545 0.0342313 0.513509	0.776395 -0.211042 0.0603844 0.590785	0.697828 0.0543414 0.0111218 0.714114	0.668908 0.0538567 0.0132718 0.741273	0.68978 0.0340282 -0.0160892 0.72304	0.693073 -0.00501526 0.0405492 0.719709	0.672049 -0.00618149 0.0403879 0.739379	0.712091 0.0306701 -0.0116273 0.701321	
0.6965 -0.0202439 0.0343221 0.716449	0.711372 -0.0165192 0.0372471 0.701634	0.713634 -0.0200203 0.0335108 0.69943	0.718695 -0.0203846 0.0225365 0.694662	0.719544 -0.0182491 0.0199195 0.693921	0.702504 -0.0080362 0.0180193 0.711406	0.683119 0.0100973 0.00915171 0.73018	0.722229 0.0504813 0.0854879 0.684492	0.870755 -0.0458164 0.0381593 0.488089	0.854156 0.175301 -0.0861883 0.481932	0.856948 0.238559 0.0150077 0.456622	0.726899 -0.0740897 -0.0443163 0.681296	0.851765 0.086979 -0.0945352 0.507931	0.848711 -0.112958 0.0258562 0.516006	0.770715 -0.199924 0.0611325 0.601907	0.698929 0.0457626 0.0189467 0.713474	0.669013 0.0449452 0.0208116 0.741598	0.69046 0.0301527 -0.0199342 0.722466	0.695712 -0.00192234 0.0343776 0.717495	0.670523 -0.00310819 0.0342907 0.741089	0.712203 0.0303164 -0.0116714 0.701222	
0.699114 -0.0177522 0.0297381 0.714171	0.712636 -0.0136823 0.0339437 0.700579	0.714847 -0.01607 0.0313807 0.698391	0.716965 -0.0172527 0.02456 0.696462	0.717367 -0.0160217 0.0226765 0.696142	0.703083 -0.0133189 0.0168928 0.710782	0.687611 0.00607555 0.00506385 0.726036	0.719005 0.0493465 0.0851248 0.688005	0.868301 -0.0448849 0.0388517 0.492472	0.851608 0.175289 -0.0864555 0.486378	0.853142 0.238095 0.0179343 0.463829	0.722374 -0.0780605 -0.0449259 0.685612	0.850125 0.0798797 -0.0962736 0.511505	0.846771 -0.109878 0.0190907 0.520136	0.764758 -0.192767 0.0545796 0.612378	0.69961 0.0395662 0.023714 0.713034	0.6679 0.0384961 0.0254143 0.742821	0.691699 0.0278733 -0.022337 0.721302	0.696228 -0.00108035 0.0310652 0.717147	0.670255 -0.00218563 0.031007 0.741479	0.712653 0.0300494 -0.0114764 0.700779	
0.703288 -0.0147253 0.0253494 0.7103	0.714328 -0.0102113 0.0305289 0.69907	0.716295 -0.0118456 0.0287634 0.697104	0.715823 -0.0141846 0.0256829 0.697665	0.715585 -0.013769 0.0245754 0.697957	0.702784 -0.0175394 0.0161579 0.711003	0.692467 0.00167562 0.00170505 0.721446	0.716995 0.0491236 0.0850581 0.690123	0.866575 -0.0454447 0.0398695 0.495371	0.849845 0.175448 -0.0868546 0.489325	0.851322 0.240398 0.0221486 0.4658	0.719269 -0.0826404 -0.0459533 0.688267	0.848424 0.0750495 -0.0976819 0.514783	0.844792 -0.10855 0.0149293 0.523756	0.761744 -0.190747 0.0429164 0.617674	0.699173 0.038987 0.0219503 0.713551	0.66653 0.0379653 0.0236736 0.744134	0.692677 0.0268358 -0.0233909 0.720369	0.695136 -0.00178666 0.0298575 0.718256	0.670908 -0.00277689 0.0297817 0.740937	0.713229 0.0303413 -0.0116916 0.700176	
