Hips	Spine	Spine1	Spine2	Spine3	Neck	Head	RightShoulder	RightArm	RightForeArm	RightHand	LeftShoulder	LeftArm	LeftForeArm	LeftHand	RightUpLeg	RightLeg	RightFoot	LeftUpLeg	LeftLeg	LeftFoot	
1.7454 33.4156 6.3322	1.11164 35.7704 8.52134	0.938496 39.339 9.19341	0.919915 42.9709 9.35586	1.04166 46.5952 9.09774	1.54485 56.0241 7.15483	1.95723 60.9866 6.71666	2.56565 52.6097 6.86985	6.73995 56.0701 8.64448	17.7281 54.7639 11.2701	26.3624 54.9194 11.6865	0.273498 52.7073 6.74992	-3.85013 56.645 6.55216	-15.0627 55.5984 8.14042	-23.6839 55.2976 8.71797	5.17055 32.6664 6.88975	4.66702 17.766 6.39693	3.85088 3.28934 9.26708	-1.47687 32.2099 5.45631	-2.40521 17.3229 5.27492	-3.34132 2.95513 8.6168	
1.6022 33.4839 6.2884	1.0086 35.8355 8.49213	0.812719 39.4015 9.17197	0.764009 43.0333 9.33109	0.883454 46.6568 9.06086	1.40624 56.0775 7.08347	1.86991 61.0378 6.673	2.42036 52.66 6.81149	6.63688 56.0439 8.63317	17.598 54.6003 11.2994	26.2345 54.7501 11.6711	0.128454 52.7617 6.69022	-4.02475 56.6694 6.51875	-15.2257 55.5322 8.1266	-23.8456 55.1904 8.70069	5.02359 32.6976 6.8173	4.59787 17.7917 6.43068	3.8532 3.30396 9.26419	-1.63853 32.3147 5.43139	-2.35288 17.4179 5.13007	-3.32657 3.11645 8.73562	
1.4433 33.5875 6.3329	0.941685 35.9668 8.52974	0.762775 39.5367 9.19406	0.700907 43.1688 9.33725	0.787891 46.7908 9.03574	1.23646 56.199 6.98218	1.77241 61.1566 6.6303	2.27147 52.7863 6.73055	6.5296 56.111 8.56434	17.4424 54.4666 11.3113	26.0806 54.5426 11.6651	-0.02175 52.872 6.62247	-4.20354 56.7484 6.43642	-15.3851 55.4917 8.08962	-24.0004 55.0714 8.68112	4.85953 32.7395 6.79575	4.49821 17.8306 6.46569	3.85416 3.32906 9.25312	-1.83665 32.4744 5.55388	-2.35871 17.5786 4.95458	-3.3523 3.318 8.71302	
1.32721 33.6905 6.3693	0.928902 36.0956 8.5592	0.782383 39.6704 9.20444	0.713021 43.3033 9.32622	0.752442 46.9238 8.9993	1.06865 56.326 6.89415	1.66118 61.2812 6.60451	2.13862 52.9238 6.64579	6.41284 56.2382 8.46088	17.2783 54.4131 11.2805	25.9141 54.3304 11.6872	-0.156621 52.9834 6.56706	-4.34749 56.8479 6.34175	-15.5135 55.4929 8.02177	-24.1193 54.9596 8.65901	4.74331 32.7955 6.73407	4.40168 17.8835 6.5542	3.84631 3.35841 9.23599	-1.99131 32.62 5.70187	-2.49946 17.7303 4.9573	-3.40601 3.4568 8.68877	
1.23331 33.7696 6.3551	0.901587 36.1848 8.54495	0.781549 39.7619 9.18286	0.7137 43.3952 9.29109	0.722346 47.0154 8.95708	0.933449 56.4198 6.84882	1.55325 61.3735 6.59263	2.02696 53.0263 6.58487	6.30159 56.3555 8.37159	17.1421 54.4185 11.2123	25.7696 54.1542 11.7091	-0.26957 53.0675 6.53873	-4.45633 56.9345 6.28173	-15.6173 55.5297 7.95489	-24.2126 54.8962 8.63949	4.65156 32.8547 6.64234	4.32592 17.9415 6.7065	3.83532 3.38474 9.22436	-2.10653 32.7173 5.77021	-2.68139 17.8246 5.14387	-3.44592 3.49871 8.70243	
1.12891 33.8268 6.31781	0.820763 36.2456 8.50717	0.717124 39.8241 9.14044	0.66247 43.4579 9.23838	0.666379 47.0788 8.91302	0.837271 56.4913 6.83711	1.4583 61.445 6.58501	1.93582 53.1012 6.5508	6.21188 56.4369 8.3219	17.0525 54.45 11.1277	25.6688 54.0312 11.7058	-0.36112 53.1374 6.5259	-4.55433 56.9969 6.26179	-15.7155 55.566 7.91098	-24.3034 54.8662 8.62327	4.54647 32.9021 6.58061	4.26269 17.9908 6.88134	3.8306 3.40332 9.22574	-2.21833 32.7838 5.75914	-2.87837 17.884 5.48167	-3.46604 3.47699 8.7328	
1.02691 33.8596 6.28521	0.710087 36.2847 8.46634	0.61395 39.865 9.09046	0.576157 43.4992 9.1816	0.588785 47.1215 8.87185	0.764312 56.5437 6.84133	1.36986 61.499 6.58296	1.85934 53.1541 6.5366	6.1445 56.4798 8.30458	16.9976 54.4746 11.0486	25.6037 53.9494 11.6871	-0.437614 53.1925 6.516	-4.64575 57.0363 6.26078	-15.8041 55.5682 7.89627	-24.3878 54.8272 8.61855	4.44235 32.9327 6.56734	4.2115 18.0254 7.05057	3.83584 3.41138 9.23423	-2.31843 32.8179 5.71298	-2.99255 17.9165 5.81441	-3.48233 3.43951 8.75633	
0.935711 33.8733 6.2496	0.600374 36.3051 8.42049	0.503301 39.887 9.03511	0.474378 43.5213 9.12611	0.49839 47.1448 8.8314	0.704886 56.5753 6.84254	1.28545 61.5335 6.58354	1.79286 53.1843 6.52742	6.09073 56.4968 8.28931	16.9503 54.4709 10.9919	25.5507 53.9035 11.6718	-0.50389 53.2284 6.49791	-4.72464 57.0595 6.26094	-15.8743 55.5335 7.90271	-24.4562 54.7687 8.62113	4.34875 32.9477 6.56325	4.17085 18.0447 7.18395	3.8438 3.41028 9.23451	-2.40462 32.8294 5.65257	-3.0277 17.9306 6.04324	-3.48971 3.41044 8.7691	
0.837814 33.8766 6.20651	0.492316 36.3124 8.37133	0.397014 39.8951 8.98136	0.375954 43.5293 9.07664	0.412225 47.1534 8.79061	0.655704 56.5884 6.82731	1.21411 61.55 6.58383	1.73398 53.1948 6.50707	6.04306 56.4977 8.25953	16.8961 54.438 10.9628	25.4963 53.8928 11.662	-0.562505 53.2463 6.46965	-4.79146 57.0701 6.26141	-15.9295 55.4835 7.92459	-24.5122 54.7143 8.62798	4.24876 32.9501 6.53948	4.12719 18.0518 7.27664	3.85221 3.40384 9.23617	-2.49984 32.8331 5.59399	-3.04285 17.9378 6.18496	-3.49355 3.39249 8.77528	
0.744815 33.8751 6.15561	0.401575 36.3102 8.32153	0.312438 39.8921 8.93759	0.297884 43.526 9.04308	0.342828 47.1502 8.75963	0.611639 56.5862 6.80434	1.15367 61.5505 6.58088	1.68087 53.19 6.48129	5.99724 56.4876 8.22589	16.839 54.3996 10.9528	25.4428 53.9121 11.6496	-0.615467 53.2477 6.44377	-4.84862 57.0683 6.26464	-15.9768 55.4406 7.95364	-24.5626 54.6832 8.6328	4.15398 32.9428 6.49077	4.07943 18.0492 7.32172	3.85117 3.39463 9.23748	-2.59405 32.8374 5.53987	-3.05394 17.9454 6.26955	-3.4959 3.38536 8.77706	
