Hips	Spine	Spine1	Spine2	Spine3	Neck	Head	RightShoulder	RightArm	RightForeArm	RightHand	LeftShoulder	LeftArm	LeftForeArm	LeftHand	RightUpLeg	RightLeg	RightFoot	LeftUpLeg	LeftLeg	LeftFoot	
-1.8485 35.9721 9.3526	-1.56613 38.6754 11.1991	-1.4912 42.3108 11.4588	-1.50508 45.9491 11.2315	-1.52174 49.5589 10.7237	-1.51175 58.8504 8.05781	-1.36761 63.4528 6.07741	-0.249728 55.7705 7.89451	4.25934 59.3558 9.60247	15.8355 54.7482 11.6413	24.4007 54.0483 8.28385	-2.66587 55.7375 7.77026	-7.73207 58.9009 7.11538	-19.5207 54.4423 7.8521	-27.827 53.1781 4.03997	1.6576 34.6906 9.14023	3.12819 18.8126 6.25508	4.26157 2.85063 9.07613	-5.49353 35.1614 9.54443	-4.69109 19.2424 6.62302	-3.39294 3.46845 10.3009	
-1.70421 35.9961 9.3768	-1.45886 38.7379 11.1711	-1.37752 42.374 11.4192	-1.37885 46.0127 11.1985	-1.40309 49.6221 10.6882	-1.44288 58.9116 8.01567	-1.31764 63.5302 6.07215	-0.176029 55.8344 7.84062	4.38454 59.3181 9.62049	15.9326 54.6059 11.5779	24.4907 53.9407 8.19545	-2.59332 55.796 7.74316	-7.71849 58.8895 7.22816	-19.454 54.2946 7.97557	-27.7345 53.0857 4.09011	1.82651 34.7881 9.14231	3.05089 18.8844 6.28462	4.25977 2.93745 9.15928	-5.32771 35.1093 9.62977	-4.70768 19.2364 6.42633	-3.40186 3.50687 10.287	
-1.60761 36.1232 9.4344	-1.48256 38.9079 11.1742	-1.46364 42.5462 11.402	-1.47666 46.184 11.1677	-1.44131 49.7926 10.6514	-1.33176 59.0802 7.97451	-1.25299 63.7132 6.06301	-0.116354 55.9823 7.79881	4.495 59.3827 9.6086	15.9751 54.4827 11.5031	24.5301 53.8049 8.1151	-2.53411 55.9839 7.70544	-7.70478 59.0195 7.31522	-19.3343 54.1784 8.15864	-27.5739 52.9673 4.18786	1.9673 35.0414 9.26135	3.07903 19.1774 6.14789	4.28712 3.22194 8.97479	-5.19884 35.109 9.66821	-4.6617 19.2601 6.33359	-3.39077 3.54566 10.2666	
-1.6133 36.2686 9.3779	-1.59232 39.047 11.1321	-1.63613 42.6846 11.3664	-1.65598 46.3216 11.1201	-1.54474 49.9294 10.6096	-1.22488 59.2215 7.96517	-1.17862 63.8627 6.07256	-0.0733046 56.0995 7.7863	4.56736 59.4976 9.52417	15.9802 54.4425 11.4179	24.5292 53.6688 8.03534	-2.48988 56.1519 7.67814	-7.66201 59.1864 7.29927	-19.1866 54.1392 8.34921	-27.3917 52.8778 4.32299	1.98444 35.2528 9.3096	3.18178 19.4179 6.08224	4.31983 3.44997 8.8678	-5.1908 35.1882 9.49781	-4.5632 19.2966 6.38999	-3.37867 3.56057 10.2634	
-1.6647 36.3697 9.24361	-1.69302 39.1111 11.0551	-1.75955 42.7463 11.3187	-1.77273 46.3839 11.0809	-1.62028 49.9917 10.5813	-1.16456 59.2883 7.97272	-1.10759 63.9329 6.08886	-0.0478166 56.1536 7.79479	4.60888 59.5724 9.44692	16.003 54.4685 11.3222	24.5369 53.5658 7.93368	-2.46237 56.2347 7.66209	-7.62459 59.2799 7.23621	-19.0956 54.1563 8.48425	-27.2792 52.8362 4.43304	1.92946 35.3396 9.27627	3.29955 19.5046 6.11849	4.37016 3.52255 8.849	-5.24822 35.3029 9.21951	-4.44707 19.337 6.56567	-3.36011 3.554 10.2729	
-1.6823 36.4167 9.11661	-1.71573 39.1235 10.9792	-1.76512 42.7567 11.2729	-1.76688 46.396 11.0607	-1.62165 50.0059 10.5743	-1.15605 59.3091 7.99136	-1.05252 63.9525 6.10662	-0.0329948 56.1765 7.81648	4.63784 59.5991 9.42017	16.0589 54.5235 11.2062	24.5702 53.5052 7.79349	-2.44635 56.2544 7.66181	-7.60546 59.2993 7.19842	-19.0764 54.2009 8.54665	-27.2434 52.8133 4.48463	1.89617 35.3369 9.21098	3.39725 19.4761 6.24872	4.41636 3.47493 8.88553	-5.27818 35.3998 8.99082	-4.34651 19.3742 6.77597	-3.35028 3.53988 10.2846	
-1.6646 36.4259 9.03541	-1.66569 39.1175 10.9203	-1.66962 42.7496 11.2307	-1.6549 46.3903 11.0465	-1.54393 50.0037 10.5769	-1.1656 59.3184 8.02142	-1.01711 63.9609 6.13719	-0.0121925 56.1974 7.83857	4.66779 59.6142 9.42784	16.1229 54.575 11.0955	24.6009 53.4783 7.62492	-2.42604 56.2524 7.68171	-7.58413 59.2982 7.21291	-19.0851 54.2651 8.55077	-27.2448 52.7954 4.50301	1.89861 35.2968 9.129	3.46236 19.4032 6.38232	4.4296 3.38273 8.91957	-5.27367 35.4592 8.89298	-4.30069 19.4011 6.9473	-3.35711 3.52822 10.2925	
-1.62991 36.4248 9.003	-1.58372 39.1221 10.8791	-1.54674 42.754 11.1908	-1.51937 46.3955 11.0256	-1.43888 50.0119 10.5736	-1.16311 59.3396 8.05252	-0.994751 63.9899 6.18929	0.015985 56.2296 7.84765	4.69773 59.6417 9.44171	16.1706 54.6073 10.9974	24.617 53.4763 7.46118	-2.39946 56.264 7.71088	-7.55274 59.3203 7.25763	-19.0801 54.3297 8.5251	-27.2498 52.7887 4.52422	1.92437 35.2652 9.05469	3.52339 19.3511 6.45127	4.42201 3.3182 8.93487	-5.24868 35.4888 8.90978	-4.31221 19.4178 7.0557	-3.37178 3.52292 10.2958	
-1.58041 36.4408 8.9898	-1.50604 39.1559 10.8392	-1.46678 42.788 11.1473	-1.44899 46.4301 10.9934	-1.37922 50.0484 10.555	-1.14263 59.3864 8.06813	-0.977564 64.0548 6.25074	0.0422693 56.2799 7.84312	4.72901 59.6778 9.45293	16.202 54.617 10.9194	24.6244 53.4852 7.32666	-2.37414 56.3092 7.72314	-7.52782 59.3694 7.30219	-19.0586 54.3711 8.50671	-27.2583 52.7976 4.58048	1.97508 35.2838 8.99539	3.57512 19.3482 6.52756	4.41552 3.30073 8.93629	-5.19953 35.5019 8.96366	-4.33858 19.4257 7.11776	-3.38109 3.51964 10.2973	
-1.54091 36.4765 8.9555	-1.46249 39.2037 10.7868	-1.44193 42.8355 11.1001	-1.43945 46.4781 10.9556	-1.36494 50.0977 10.529	-1.1181 59.4459 8.08181	-0.958058 64.1356 6.31971	0.0589442 56.3378 7.83831	4.75757 59.7086 9.4702	16.2247 54.6129 10.8601	24.6314 53.5026 7.22403	-2.35787 56.3729 7.72865	-7.51992 59.4241 7.34613	-19.037 54.3839 8.50615	-27.2779 52.8211 4.6628	2.02144 35.3411 8.9285	3.58979 19.3781 6.62227	4.41573 3.31561 8.93354	-5.15428 35.5156 8.97588	-4.3531 19.4328 7.16005	-3.37878 3.51946 10.2975	
-1.52411 36.5189 8.89181	-1.45036 39.247 10.7219	-1.44466 42.8774 11.0527	-1.44809 46.5206 10.9259	-1.36298 50.1418 10.5156	-1.09295 59.5017 8.11616	-0.934663 64.2078 6.39789	0.0733615 56.3912 7.85318	4.78693 59.7325 9.50262	16.2456 54.5985 10.8193	24.6389 53.5306 7.14001	-2.34364 56.4347 7.75064	-7.51699 59.4706 7.40123	-19.0184 54.3841 8.51378	-27.3013 52.844 4.75231	2.0445 35.404 8.84357	3.55551 19.4132 6.69784	4.4223 3.34163 8.93004	-5.13169 35.5372 8.93426	-4.34785 19.4438 7.20744	-3.36349 3.5216 10.2968	
-1.5121 36.5503 8.82002	-1.43987 39.2718 10.6601	-1.44008 42.9 11.0134	-1.44326 46.5439 10.9083	-1.35109 50.1671 10.5174	-1.06764 59.5398 8.17002	-0.908765 64.2573 6.4834	0.0911539 56.4283 7.88613	4.81883 59.7467 9.54147	16.2689 54.5796 10.8024	24.6414 53.5701 7.05983	-2.32603 56.4776 7.79083	-7.50649 59.5037 7.46218	-18.9979 54.3858 8.53383	-27.3121 52.8566 4.83789	2.05962 35.4463 8.75467	3.48058 19.4297 6.74369	4.42923 3.35529 8.92096	-5.11656 35.5576 8.87185	-4.32446 19.4533 7.25398	-3.3455 3.52119 10.2936	
-1.48981 36.5692 8.75331	-1.41446 39.2811 10.6073	-1.41453 42.9071 10.9832	-1.41757 46.5516 10.9027	-1.32602 50.1767 10.5296	-1.04842 59.5605 8.22611	-0.88572 64.2891 6.57129	0.109339 56.4503 7.92418	4.84738 59.7549 9.57754	16.2921 54.5658 10.796	24.6376 53.6268 6.97555	-2.30809 56.5001 7.83586	-7.4877 59.5288 7.51701	-18.971 54.3891 8.57075	-27.304 52.8649 4.91515	2.08313 35.4704 8.66915	3.39143 19.4286 6.78725	4.43017 3.35324 8.91634	-5.09272 35.5714 8.81313	-4.29811 19.4582 7.28743	-3.33327 3.51817 10.2898	
-1.45811 36.5795 8.69901	-1.37399 39.2854 10.5614	-1.37079 42.9096 10.9536	-1.37688 46.5546 10.8962	-1.2929 50.1814 10.5382	-1.03644 59.5743 8.26974	-0.867507 64.3159 6.65329	0.125291 56.4671 7.95267	4.87099 59.7602 9.60694	16.3122 54.5564 10.7954	24.6262 53.6932 6.88935	-2.29246 56.5135 7.87139	-7.46895 59.5488 7.56542	-18.9449 54.3941 8.62586	-27.2816 52.8793 4.97475	2.11461 35.4819 8.59313	3.32072 19.4171 6.84327	4.4227 3.3391 8.91982	-5.06044 35.5806 8.77386	-4.28271 19.4596 7.32305	-3.3282 3.51234 10.2897	
-1.43161 36.5918 8.65381	-1.33425 39.2946 10.52	-1.32538 42.9177 10.9228	-1.33438 46.5628 10.8806	-1.2593 50.191 10.5349	-1.02834 59.5921 8.29763	-0.849085 64.3488 6.72732	0.138567 56.4883 7.96645	4.88783 59.7712 9.63074	16.3292 54.5621 10.7942	24.6097 53.7688 6.80306	-2.27951 56.5301 7.89267	-7.45587 59.5676 7.60681	-18.9236 54.3993 8.68949	-27.2573 52.9082 5.02166	2.1401 35.4938 8.52168	3.28341 19.4098 6.91123	4.40193 3.32567 8.93053	-5.03352 35.5934 8.7517	-4.27517 19.4639 7.38751	-3.3338 3.50432 10.2915	
-1.41551 36.6112 8.60981	-1.30551 39.3117 10.4787	-1.29185 42.9338 10.8901	-1.3037 46.579 10.8572	-1.23507 50.2084 10.5226	-1.02251 59.6177 8.31846	-0.83397 64.3899 6.79674	0.147651 56.5167 7.9731	4.89856 59.791 9.64948	16.3455 54.587 10.7803	24.6002 53.8462 6.72612	-2.27066 56.5556 7.90584	-7.45035 59.5899 7.64828	-18.9133 54.4156 8.75315	-27.2374 52.9474 5.05463	2.15448 35.5103 8.45656	3.28391 19.4127 6.97811	4.37969 3.32012 8.94178	-5.01767 35.6157 8.72647	-4.26633 19.4762 7.4825	-3.34327 3.49956 10.2973	
-1.4113 36.6313 8.56471	-1.29093 39.3286 10.4375	-1.27252 42.9495 10.8587	-1.28436 46.5948 10.8335	-1.21755 50.2253 10.5104	-1.01327 59.643 8.34179	-0.820249 64.4295 6.86618	0.157015 56.5437 7.98171	4.91025 59.8121 9.66311	16.3671 54.6221 10.7573	24.602 53.9177 6.65663	-2.26147 56.5821 7.92046	-7.44543 59.6114 7.69173	-18.9078 54.4395 8.8134	-27.222 52.9853 5.08723	2.15623 35.5243 8.39913	3.31161 19.4186 7.03256	4.37157 3.3177 8.94708	-5.01489 35.6421 8.69044	-4.25207 19.4921 7.59937	-3.34796 3.49538 10.3044	
-1.4148 36.6485 8.52291	-1.28828 39.3429 10.3995	-1.26467 42.9626 10.8306	-1.27292 46.608 10.8149	-1.2047 50.2394 10.5033	-1.00088 59.665 8.36899	-0.80414 64.4647 6.93747	0.166952 56.5665 7.99462	4.92466 59.8307 9.67144	16.3932 54.6584 10.7268	24.6144 53.9832 6.59384	-2.25165 56.6063 7.93937	-7.44112 59.628 7.73646	-18.9022 54.4574 8.87702	-27.2077 53.017 5.12605	2.15027 35.5339 8.35538	3.34513 19.425 7.06249	4.37459 3.31897 8.95049	-5.02054 35.667 8.64766	-4.23985 19.5078 7.71795	-3.34627 3.49167 10.309	
