Hips	Spine	Spine1	Spine2	Spine3	Neck	Head	RightShoulder	RightArm	RightForeArm	RightHand	LeftShoulder	LeftArm	LeftForeArm	LeftHand	RightUpLeg	RightLeg	RightFoot	LeftUpLeg	LeftLeg	LeftFoot	
0.682526 0.00798995 -0.0285399 0.73026	0.69792 0.0219833 -0.00427141 0.715826	0.696424 0.0254655 -0.000470729 0.717178	0.69544 0.0247076 0.0277119 0.717624	0.694334 0.0220252 0.0339808 0.718513	0.687003 -0.0179635 0.0226615 0.726079	0.694751 -0.00382497 0.00861038 0.719189	0.685352 0.0767434 0.112272 0.715401	0.807814 -0.00517883 0.0786506 0.584144	0.780992 0.2065 -0.0770306 0.584359	0.778484 0.232261 0.00285732 0.583103	0.683379 -0.0973171 -0.067747 0.72037	0.814422 0.0399319 -0.143795 0.560755	0.799032 -0.162557 -0.000768228 0.578897	0.738599 -0.297239 -0.0672655 0.601328	0.726695 0.0803316 -0.0343053 0.681384	0.629172 0.0841939 -0.0232682 0.772342	0.694128 0.0690198 -0.0186711 0.716292	0.708109 0.0106953 0.0194656 0.705754	0.687053 0.0101183 0.0197716 0.726268	0.714183 0.0421974 -0.00600546 0.698661	
0.681401 0.00692947 -0.0272149 0.731371	0.699635 0.0199382 -0.00495165 0.714205	0.698878 0.0234166 -0.00127752 0.714856	0.696743 0.0255163 0.0267988 0.716366	0.695208 0.0233478 0.0330703 0.717668	0.688016 -0.0159712 0.0224868 0.725171	0.696529 -0.00284341 0.00874402 0.71747	0.68892 0.0757915 0.110234 0.712385	0.810227 -0.00492707 0.0780512 0.580876	0.78321 0.207541 -0.0768773 0.581032	0.781052 0.232445 0.00568894 0.579564	0.685909 -0.0930336 -0.0670715 0.718592	0.816215 0.0410083 -0.144327 0.557925	0.800795 -0.163144 -0.00112966 0.57629	0.740552 -0.298865 -0.0680149 0.598027	0.721248 0.0880641 -0.0476639 0.685401	0.62852 0.0933969 -0.036113 0.771321	0.699821 0.08874 -0.00691054 0.708751	0.706916 0.00907816 0.0198811 0.70696	0.686136 0.00849832 0.0201358 0.727145	0.713772 0.0426555 -0.0053948 0.699057	
0.678973 0.00835855 -0.0144365 0.733974	0.701813 0.0161637 -0.000474484 0.712177	0.70367 0.0179545 0.00164188 0.710299	0.698048 0.0210729 0.0245268 0.71532	0.695653 0.0196519 0.030212 0.717473	0.690273 -0.0110354 0.0236128 0.723079	0.699935 -0.00110262 0.00953236 0.714142	0.688865 0.0711528 0.109399 0.713046	0.814529 -0.0067812 0.0748706 0.575232	0.787497 0.20821 -0.0794388 0.574619	0.78514 0.234804 0.0101426 0.572991	0.686782 -0.0810936 -0.0669861 0.719212	0.819266 0.0470609 -0.144442 0.552925	0.803996 -0.164321 0.00197728 0.571476	0.745934 -0.30274 -0.0726927 0.588767	0.714428 0.0873421 -0.0499316 0.692438	0.636562 0.0921662 -0.0403386 0.764636	0.692766 0.0935517 -0.00641273 0.71504	0.705219 0.00137444 0.0256558 0.708523	0.68414 0.000621557 0.0256851 0.728898	0.712772 0.0412122 -0.00653852 0.700154	
0.676132 0.00735499 -0.000398783 0.736743	0.702008 0.0131461 0.00866542 0.711995	0.705445 0.0123266 0.00830971 0.708609	0.700874 0.012449 0.0225085 0.712821	0.698557 0.0113018 0.026698 0.714967	0.692314 -0.00593096 0.0243722 0.72116	0.69968 0.00149054 0.0111819 0.714367	0.687465 0.0711747 0.11012 0.714283	0.815966 -0.0100757 0.0710399 0.573631	0.789567 0.206118 -0.0832245 0.57199	0.786916 0.234611 0.00942652 0.570642	0.687708 -0.07545 -0.0685445 0.718796	0.819427 0.0561755 -0.143688 0.55203	0.805154 -0.162306 0.00725842 0.570377	0.75513 -0.301401 -0.0759765 0.577204	0.703392 0.0917114 -0.0524693 0.702905	0.648484 0.0954009 -0.0454167 0.753859	0.687553 0.0666665 -0.0197795 0.722796	0.70404 -0.00910667 0.035448 0.709217	0.681758 -0.0101991 0.0351492 0.730661	0.711241 0.0386936 -0.00953352 0.701818	
0.672662 0.00317741 0.00953053 0.739882	0.701199 0.00892541 0.0164229 0.71272	0.705392 0.00584349 0.0137635 0.70866	0.704436 0.00479574 0.020372 0.709459	0.702861 0.00451456 0.0231039 0.710937	0.693902 -0.00218814 0.0239591 0.719668	0.697926 0.00447883 0.0128954 0.71604	0.691876 0.0755254 0.110218 0.709546	0.814813 -0.0115922 0.0691142 0.575472	0.789049 0.203609 -0.0850295 0.573337	0.788074 0.226602 0.000289697 0.572355	0.693257 -0.0779014 -0.0702277 0.713018	0.819617 0.0631152 -0.142911 0.551199	0.80703 -0.156392 0.00830308 0.569363	0.760037 -0.297353 -0.0663724 0.574038	0.698602 0.0899859 -0.0493315 0.708113	0.654013 0.092833 -0.0437389 0.749491	0.684546 0.0655487 -0.0221631 0.725678	0.704081 -0.0131281 0.039416 0.708903	0.678683 -0.0145079 0.0389293 0.733256	0.709411 0.0371757 -0.0115437 0.703719	
0.669399 -0.00101643 0.0172029 0.742703	0.700615 0.00505112 0.022752 0.713159	0.705429 0.000952673 0.0188972 0.708528	0.706596 -0.000654197 0.0201506 0.70733	0.70551 -0.000860812 0.0214852 0.708373	0.696238 -0.00127246 0.0227346 0.71745	0.697503 0.00682653 0.0127948 0.716435	0.695873 0.077826 0.109397 0.705504	0.815132 -0.0105207 0.0681165 0.575161	0.789889 0.201558 -0.0836099 0.573113	0.78905 0.221847 -0.0118157 0.572751	0.6983 -0.0806954 -0.071247 0.707665	0.819279 0.0661802 -0.143633 0.551155	0.808111 -0.150178 0.00536126 0.569538	0.749424 -0.288862 -0.0605218 0.592672	0.696512 0.0681546 -0.0226369 0.713942	0.661533 0.0691602 -0.0193479 0.74647	0.684132 0.0577942 -0.0302342 0.726436	0.705378 -0.0115471 0.0365289 0.707795	0.675434 -0.0130513 0.0360189 0.736425	0.708484 0.0358242 -0.0127939 0.7047	
0.667168 -0.0044391 0.0214363 0.744586	0.700632 0.00214046 0.0262823 0.713035	0.706296 -0.00198546 0.0221772 0.707566	0.707185 -0.00236168 0.0206585 0.706723	0.706174 -0.00242655 0.0209526 0.707724	0.699174 -0.00256119 0.0211344 0.714634	0.699059 0.00715174 0.0112208 0.71494	0.696804 0.0765071 0.108316 0.704896	0.81632 -0.0078243 0.067606 0.573577	0.791185 0.201162 -0.0813002 0.571796	0.790126 0.220561 -0.0161026 0.571659	0.699694 -0.0806222 -0.0711494 0.706305	0.817687 0.0647708 -0.145462 0.553204	0.807433 -0.144427 -0.000615437 0.572008	0.735914 -0.279272 -0.0535036 0.614472	0.693809 0.0547275 -0.00750055 0.718038	0.666517 0.0549694 -0.00545204 0.743441	0.684606 0.0516703 -0.0359971 0.726188	0.706724 -0.0110089 0.0337071 0.7066	0.672317 -0.0125996 0.0331454 0.739414	0.707603 0.0360622 -0.01195 0.705588	
0.666605 -0.00691897 0.0230473 0.745023	0.701335 -0.000398948 0.0274543 0.712303	0.707799 -0.00381799 0.0239243 0.705998	0.707066 -0.0019973 0.0219047 0.706805	0.705869 -0.00191935 0.0217204 0.708007	0.701764 -0.00560365 0.019592 0.712118	0.702666 0.00587856 0.00843893 0.711446	0.695467 0.0735315 0.107078 0.70672	0.815828 -0.00533105 0.0679469 0.574265	0.790562 0.20153 -0.0797578 0.572744	0.788989 0.222651 -0.0118493 0.572523	0.698226 -0.079628 -0.0707738 0.707906	0.815134 0.0613797 -0.147538 0.556797	0.805581 -0.138742 -0.00766815 0.575961	0.72347 -0.270722 -0.053437 0.632807	0.691083 0.048667 -0.00271517 0.72113	0.669099 0.0487266 -0.00125141 0.741573	0.685441 0.0505802 -0.0361664 0.725468	0.706876 -0.0126506 0.033079 0.706451	0.67041 -0.0143001 0.0324001 0.741145	0.707548 0.0364113 -0.0111785 0.705638	
0.667949 -0.00797102 0.022402 0.743828	0.702767 -0.00155024 0.0270829 0.710903	0.709641 -0.0041893 0.024244 0.704134	0.70683 -0.000475478 0.0233836 0.706996	0.705329 -0.000323518 0.0232877 0.708497	0.703807 -0.00912566 0.0184907 0.710092	0.707546 0.00352049 0.00483985 0.706642	0.694259 0.0705504 0.106503 0.708297	0.814595 -0.00420174 0.0687298 0.575929	0.789144 0.202074 -0.0792503 0.574576	0.787013 0.225927 -0.00350524 0.57407	0.696748 -0.0799862 -0.0711508 0.709283	0.813684 0.0586608 -0.149516 0.558679	0.804741 -0.133845 -0.0142926 0.578164	0.722936 -0.263953 -0.0580993 0.635859	0.688234 0.0471553 -0.00364875 0.723946	0.670168 0.047231 -0.00248455 0.740701	0.687457 0.0469437 -0.0379497 0.723712	0.705971 -0.014044 0.0322866 0.707365	0.669359 -0.0156561 0.0315364 0.742105	0.707949 0.0366129 -0.0109849 0.705228	
0.671004 -0.00782317 0.0205688 0.741127	0.704648 -0.00175595 0.025654 0.709091	0.711454 -0.00358499 0.0236185 0.702327	0.707008 0.00128421 0.0246702 0.706774	0.705114 0.00154385 0.0249971 0.708651	0.705006 -0.0124963 0.0178478 0.708866	0.711972 0.0010754 0.00152864 0.702205	0.694796 0.0688529 0.105745 0.708051	0.815468 -0.00488412 0.0692416 0.574625	0.789819 0.202973 -0.0793963 0.57331	0.78694 0.229962 0.00381815 0.572563	0.696692 -0.0814888 -0.0712626 0.709156	0.815452 0.0573964 -0.151077 0.555805	0.806878 -0.131167 -0.0195694 0.575639	0.73061 -0.261543 -0.0666347 0.627188	0.684966 0.052862 -0.0129724 0.726539	0.669966 0.0531162 -0.0118887 0.740394	0.688243 0.0476021 -0.0352377 0.723059	0.704245 -0.0155936 0.0320099 0.709064	0.668822 -0.0171363 0.0312112 0.74257	0.708024 0.0374987 -0.0106965 0.705111	
0.674164 -0.00760432 0.018885 0.738301	0.706223 -0.00228066 0.0236117 0.707592	0.712707 -0.00357691 0.0221915 0.701101	0.707912 0.00182089 0.025445 0.70584	0.705858 0.00210066 0.0263588 0.707859	0.705696 -0.0152381 0.0179022 0.708124	0.715196 -0.000880915 -8.89138e-05 0.698924	0.697041 0.0680459 0.105316 0.705983	0.819118 -0.00690728 0.0690997 0.569406	0.793148 0.204741 -0.0802052 0.567948	0.79009 0.232774 0.00731363 0.567028	0.697762 -0.0820921 -0.0711174 0.708048	0.820101 0.0570314 -0.151916 0.548729	0.811478 -0.131613 -0.0226924 0.568917	0.743905 -0.26097 -0.0770293 0.610381	0.681135 0.0601081 -0.0232125 0.729317	0.669755 0.0604605 -0.0222785 0.739781	0.68965 0.0467768 -0.034345 0.721814	0.701385 -0.0183013 0.0338609 0.711742	0.66928 -0.0197783 0.0330199 0.742013	0.708782 0.0375534 -0.0113878 0.704335	
0.675676 -0.00691 0.01716 0.736967	0.707342 -0.0020787 0.0215367 0.70654	0.713982 -0.00312439 0.0204964 0.699857	0.708936 0.00175848 0.0252507 0.704819	0.706766 0.00198254 0.0266862 0.706941	0.706716 -0.0164886 0.0180234 0.707075	0.71711 -0.00217843 -8.83785e-05 0.696957	0.699019 0.0662003 0.105355 0.704195	0.823241 -0.00945668 0.0690517 0.563398	0.796851 0.206988 -0.0812704 0.561765	0.7941 0.234258 0.00614444 0.560795	0.698926 -0.0803855 -0.0709303 0.707113	0.825033 0.0573197 -0.152329 0.541138	0.816081 -0.134078 -0.023712 0.561669	0.759692 -0.263947 -0.0822537 0.588587	0.677889 0.066089 -0.0312376 0.731521	0.669397 0.0664453 -0.0304723 0.7393	0.690301 0.0456719 -0.0347054 0.721245	0.69926 -0.0197863 0.0347482 0.713748	0.66942 -0.0211938 0.033908 0.741807	0.709011 0.0371057 -0.0124115 0.704111	
0.674908 -0.00522856 0.0156191 0.737718	0.70826 -0.000415745 0.0198817 0.705672	0.715374 -0.00165861 0.0187688 0.698487	0.710241 0.00117914 0.0241809 0.703543	0.707982 0.0010303 0.0258715 0.705756	0.707765 -0.0162576 0.018336 0.706023	0.717399 -0.00292468 0.00108467 0.696655	0.700333 0.0630586 0.104701 0.703275	0.826493 -0.0115468 0.0687967 0.558608	0.799719 0.208983 -0.0824575 0.556756	0.797511 0.234653 0.0027897 0.555793	0.70066 -0.0775725 -0.0703762 0.705766	0.828935 0.0584907 -0.15212 0.535074	0.819548 -0.137461 -0.0224473 0.555825	0.771252 -0.268173 -0.0879924 0.570535	0.675545 0.070453 -0.0368896 0.733018	0.668776 0.0707892 -0.0362402 0.739198	0.68997 0.0452605 -0.0350962 0.721568	0.697317 -0.0209517 0.0352007 0.715592	0.669978 -0.0222576 0.0343898 0.741249	0.709248 0.0378438 -0.0122654 0.703835	
