Hips	Spine	Spine1	Spine2	Spine3	Neck	Head	RightShoulder	RightArm	RightForeArm	RightHand	LeftShoulder	LeftArm	LeftForeArm	LeftHand	RightUpLeg	RightLeg	RightFoot	LeftUpLeg	LeftLeg	LeftFoot	
-1.259 35.1483 7.4807	-1.07298 36.9966 10.0073	-1.03252 40.3231 11.0256	-1.0461 43.7464 11.6461	-1.20797 47.213 11.4008	-1.59208 56.1598 9.18379	-1.6166 60.8569 8.27782	-0.198342 53.4934 8.87821	4.65398 56.8316 9.49515	15.0432 55.6232 9.29233	23.8814 56.4745 6.49421	-2.57004 53.3427 8.68084	-7.59478 56.4165 9.29122	-17.7904 54.1473 8.71026	-26.5236 54.3835 5.49447	2.2051 33.9822 7.01151	3.28185 18.3025 3.59397	4.15428 3.48129 9.10773	-4.85459 34.377 7.24249	-4.64449 18.3997 9.07916	-4.49459 2.62072 10.4329	
-1.1947 35.0303 7.2754	-0.971658 36.8785 9.79909	-0.903367 40.1997 10.833	-0.89276 43.6186 11.4773	-1.05627 47.0885 11.2846	-1.4692 56.0667 9.20406	-1.52098 60.7664 8.31303	-0.0733617 53.4075 8.84942	4.76482 56.7643 9.47645	15.1579 55.6046 9.2003	23.9851 56.5151 6.38623	-2.44608 53.2558 8.66562	-7.46432 56.3183 9.37786	-17.6669 54.0789 8.80297	-26.4038 54.3839 5.6031	2.24179 33.7806 6.81843	3.17232 17.8424 4.86988	4.06667 2.79494 9.72851	-4.80705 34.3449 7.02819	-4.61764 18.3896 9.04904	-4.5105 2.61321 10.4368	
-1.11581 34.9762 7.1165	-0.887583 36.8257 9.63878	-0.792472 40.1423 10.6854	-0.757634 43.5572 11.3496	-0.917069 47.029 11.191	-1.33829 56.0261 9.19582	-1.41624 60.7288 8.32223	0.0563661 53.3705 8.81118	4.89505 56.7228 9.4581	15.2881 55.5833 9.10742	24.1022 56.5485 6.27072	-2.31702 53.2203 8.63484	-7.34219 56.2472 9.44382	-17.548 54.0121 8.91112	-26.284 54.3923 5.71673	2.31005 33.6904 6.68031	3.0395 17.6487 5.77418	3.87559 2.39703 9.95989	-4.73363 34.3278 6.85029	-4.54723 18.3952 9.0432	-4.47197 2.6191 10.4363	
-1.01121 34.9577 7.0214	-0.807104 36.8193 9.53682	-0.704669 40.1334 10.5904	-0.657469 43.5457 11.2671	-0.804601 47.0187 11.1224	-1.20086 56.0247 9.16222	-1.30669 60.7316 8.31508	0.186849 53.3669 8.76781	5.0296 56.7108 9.42732	15.4209 55.5757 9.01604	24.2218 56.5778 6.15118	-2.18685 53.2237 8.58987	-7.22014 56.2147 9.47818	-17.4235 53.9527 9.01789	-26.1638 54.3868 5.84219	2.41733 33.6654 6.62768	2.99006 17.5921 6.51781	3.73834 2.16939 10.0409	-4.62689 34.3126 6.72025	-4.48991 18.3914 8.99734	-4.46806 2.61938 10.4382	
-0.890712 34.989 6.9717	-0.741775 36.861 9.48325	-0.645498 40.1728 10.5448	-0.594122 43.5828 11.2328	-0.72197 47.0564 11.0855	-1.06517 56.0628 9.11703	-1.19158 60.7736 8.29497	0.311956 53.3981 8.73173	5.16159 56.7337 9.38288	15.55 55.5874 8.93135	24.3371 56.603 6.02924	-2.06143 53.2661 8.54143	-7.10924 56.22 9.47062	-17.3054 53.9084 9.1073	-26.0608 54.3615 5.97603	2.55454 33.7251 6.63588	2.99929 17.6512 6.98533	3.67194 2.12279 10.0265	-4.49559 34.3116 6.61683	-4.43368 18.3887 8.88618	-4.46586 2.62708 10.4359	
-0.766014 35.05 6.9613	-0.684245 36.9307 9.46947	-0.601088 40.2427 10.5315	-0.549497 43.6522 11.2217	-0.656131 47.126 11.0628	-0.936034 56.1282 9.06548	-1.07243 60.8421 8.26246	0.430559 53.4554 8.69966	5.28763 56.7839 9.33143	15.6732 55.6219 8.85565	24.4467 56.626 5.90851	-1.94177 53.335 8.48945	-7.00473 56.2603 9.42671	-17.1933 53.9028 9.15592	-25.9795 54.3297 6.1085	2.7 33.8282 6.68939	3.08718 17.7585 7.24264	3.70108 2.17386 9.99457	-4.35545 34.3267 6.54563	-4.37803 18.3917 8.7284	-4.45628 2.64552 10.4268	
-0.655215 35.1236 6.9864	-0.630473 37.014 9.48848	-0.562826 40.3287 10.5429	-0.511865 43.7399 11.2252	-0.597659 47.2136 11.051	-0.814802 56.2101 9.02081	-0.95202 60.9257 8.22791	0.541788 53.5294 8.67646	5.4036 56.8555 9.28358	15.7869 55.6785 8.79394	24.5476 56.6447 5.79671	-1.8291 53.42 8.44512	-6.90096 56.3374 9.35816	-17.0834 53.9455 9.1704	-25.9114 54.291 6.23564	2.82885 33.9435 6.7659	3.21674 17.8759 7.37815	3.76756 2.26049 9.96386	-4.22957 34.3549 6.52489	-4.32332 18.4006 8.56054	-4.43139 2.67243 10.4164	
-0.567314 35.1851 7.03159	-0.570199 37.0903 9.52254	-0.513855 40.4093 10.5642	-0.464054 43.8232 11.2328	-0.534599 47.2966 11.0475	-0.705168 56.2894 8.99637	-0.842376 61.0047 8.20182	0.643005 53.6027 8.66577	5.50698 56.9311 9.24279	15.8894 55.7484 8.74767	24.6404 56.6659 5.7071	-1.72691 53.5019 8.42092	-6.80178 56.4294 9.28389	-16.9814 54.0221 9.15057	-25.858 54.2555 6.3543	2.92655 34.0297 6.83689	3.34517 17.9619 7.42149	3.83546 2.33491 9.94917	-4.13331 34.3871 6.55536	-4.28302 18.4135 8.42946	-4.41798 2.70021 10.4061	
-0.499513 35.2159 7.08729	-0.494713 37.1384 9.56487	-0.441378 40.4628 10.5894	-0.394271 43.8803 11.2395	-0.460787 47.3535 11.0479	-0.614367 56.3452 8.99066	-0.735176 61.0601 8.19087	0.729454 53.656 8.66289	5.59496 56.9855 9.21982	15.9773 55.8091 8.70955	24.7198 56.6932 5.63481	-1.64044 53.5591 8.41629	-6.70642 56.5147 9.23449	-16.8889 54.1188 9.11069	-25.811 54.2278 6.45542	2.99509 34.0638 6.8862	3.44371 17.9952 7.42349	3.8625 2.36468 9.94213	-4.06635 34.4098 6.63141	-4.25768 18.4188 8.34706	-4.40931 2.71529 10.3982	
-0.438013 35.2194 7.12619	-0.39996 37.1526 9.59518	-0.341229 40.4813 10.6052	-0.297216 43.902 11.2386	-0.370924 47.3749 11.0454	-0.54011 56.3671 8.99154	-0.636431 61.0818 8.18723	0.804168 53.679 8.65699	5.67136 57.007 9.20841	16.0545 55.845 8.68037	24.7878 56.7257 5.57885	-1.56673 53.5804 8.4209	-6.61469 56.575 9.20799	-16.8042 54.2109 9.0616	-25.7663 54.2282 6.54205	3.05055 34.0554 6.89174	3.49619 17.9885 7.47999	3.85061 2.34915 9.95352	-4.01215 34.4227 6.71302	-4.24314 18.4225 8.33583	-4.41108 2.72059 10.398	
-0.373715 35.2044 7.1453	-0.290467 37.1364 9.61412	-0.220531 40.4672 10.6164	-0.179018 43.8896 11.2405	-0.267741 47.3622 11.047	-0.477615 56.3538 8.99412	-0.545875 61.0684 8.18683	0.870901 53.6692 8.64855	5.74192 56.9915 9.20006	16.126 55.8454 8.65806	24.8478 56.7564 5.53282	-1.50161 53.5644 8.43217	-6.53078 56.5935 9.20739	-16.7291 54.2697 9.03111	-25.7193 54.2423 6.61401	3.1053 34.0232 6.86013	3.51564 17.9614 7.59424	3.83818 2.30684 9.97397	-3.95734 34.4255 6.78349	-4.22098 18.4253 8.40057	-4.41724 2.71634 10.4059	
-0.305317 35.1745 7.1468	-0.179568 37.0946 9.62306	-0.0967144 40.4258 10.6232	-0.0563922 43.8488 11.2444	-0.162008 47.3208 11.05	-0.421418 56.3099 8.99177	-0.45976 61.0249 8.18489	0.93315 53.6296 8.6362	5.80752 56.9468 9.18903	16.1929 55.8152 8.63981	24.9046 56.7713 5.50002	-1.44085 53.5165 8.4414	-6.45853 56.5643 9.21776	-16.6662 54.283 9.02451	-25.6705 54.2655 6.6607	3.16457 33.981 6.80717	3.5209 17.929 7.75512	3.82624 2.25339 9.994	-3.89678 34.4114 6.832	-4.18145 18.4183 8.51431	-4.41987 2.69706 10.4161	
-0.245916 35.1428 7.1401	-0.0882265 37.047 9.62685	0.00604855 40.3771 10.6295	0.0480938 43.7997 11.2525	-0.0691669 47.2712 11.0544	-0.364995 56.2555 8.9807	-0.377584 60.9714 8.17768	0.993792 53.5779 8.62108	5.87106 56.8909 9.1737	16.2572 55.768 8.62199	24.9631 56.7632 5.47814	-1.38119 53.4585 8.4427	-6.39445 56.5107 9.23069	-16.6101 54.265 9.043	-25.617 54.2946 6.68875	3.21729 33.944 6.75418	3.52919 17.9044 7.90545	3.82121 2.20927 10.0054	-3.84236 34.3895 6.86068	-4.13772 18.4049 8.62012	-4.41536 2.67272 10.4238	
-0.197814 35.1246 7.1396	-0.0235184 37.0186 9.63299	0.0773115 40.3466 10.642	0.122673 43.768 11.2713	0.00219479 47.239 11.0664	-0.306562 56.2166 8.96546	-0.302076 60.9329 8.16533	1.05245 53.5386 8.60924	5.9347 56.8454 9.1549	16.3208 55.7223 8.60234	25.0274 56.7316 5.46496	-1.32311 53.4173 8.44004	-6.33865 56.4614 9.24424	-16.5569 54.225 9.09158	-25.55 54.3242 6.68702	3.26268 33.9272 6.72584	3.54771 17.898 8.01937	3.82586 2.18852 10.0112	-3.79608 34.3726 6.88096	-4.09641 18.3973 8.72192	-4.41224 2.65508 10.4295	
-0.157413 35.1226 7.1486	0.019312 37.0184 9.64041	0.122599 40.344 10.6574	0.172857 43.7636 11.296	0.0562417 47.2343 11.0846	-0.247155 56.2061 8.9584	-0.234448 60.9222 8.15682	1.10888 53.5259 8.60794	5.99739 56.826 9.138	16.3816 55.6861 8.58545	25.0921 56.6807 5.45407	-1.26702 53.4063 8.44241	-6.28996 56.4339 9.26266	-16.5053 54.181 9.16486	-25.4742 54.3449 6.67539	3.30386 33.9296 6.72868	3.5706 17.9049 8.08073	3.8354 2.18783 10.0134	-3.75517 34.3655 6.89766	-4.06285 18.3981 8.80469	-4.41393 2.64828 10.4331	
-0.126211 35.1331 7.1636	0.0489964 37.039 9.64785	0.154911 40.363 10.6695	0.211683 43.7812 11.3151	0.102129 47.252 11.1024	-0.18881 56.2227 8.96965	-0.174228 60.9374 8.16008	1.16234 53.54 8.61967	6.05803 56.8325 9.13012	16.4389 55.665 8.57073	25.1565 56.6172 5.44608	-1.21395 53.4242 8.45701	-6.24444 56.4344 9.29495	-16.4514 54.1426 9.24086	-25.3914 54.3555 6.6526	3.33646 33.943 6.74704	3.58878 17.9191 8.11224	3.84244 2.1981 10.014	-3.72308 34.3704 6.91703	-4.03875 18.408 8.86517	-4.4174 2.65273 10.4331	
-0.0988107 35.1474 7.18009	0.0794616 37.0636 9.65616	0.190005 40.3878 10.6767	0.253219 43.8058 11.3229	0.149984 47.2772 11.1159	-0.132363 56.2522 9.00044	-0.124843 60.9649 8.17863	1.21376 53.5681 8.64215	6.11552 56.8539 9.13698	16.4915 55.6548 8.55586	25.2182 56.547 5.43877	-1.16311 53.4563 8.4852	-6.19649 56.4549 9.34699	-16.3952 54.1264 9.31442	-25.3076 54.3581 6.63432	3.36384 33.9576 6.76264	3.60248 17.935 8.14515	3.84514 2.20997 10.015	-3.69564 34.3816 6.94273	-4.02144 18.4215 8.90699	-4.4223 2.66253 10.4323	
-0.0744103 35.1592 7.1922	0.114047 37.081 9.66314	0.232738 40.4061 10.6799	0.302839 43.8244 11.3235	0.202885 47.2966 11.1277	-0.079231 56.2799 9.04739	-0.0800433 60.9902 8.21244	1.26247 53.5957 8.67308	6.16912 56.8761 9.15535	16.54 55.6496 8.53966	25.276 56.4783 5.43145	-1.11517 53.487 8.5261	-6.14601 56.4828 9.41181	-16.3394 54.1309 9.37598	-25.2313 54.3594 6.62871	3.38647 33.9683 6.76329	3.61339 17.9492 8.18794	3.84433 2.21903 10.0154	-3.67221 34.393 6.97129	-4.007 18.4341 8.94367	-4.42684 2.67194 10.4306	
-0.0505106 35.1651 7.2006	0.153787 37.0869 9.67033	0.281626 40.413 10.6826	0.357363 43.832 11.3218	0.258126 47.3048 11.1377	-0.0292704 56.2965 9.09491	-0.0409598 61.0059 8.25444	1.30864 53.613 8.70265	6.21954 56.8883 9.17683	16.5855 55.6401 8.52331	25.3283 56.4179 5.42091	-1.06983 53.5064 8.56804	-6.09261 56.5091 9.47608	-16.2843 54.1504 9.42348	-25.1623 54.3666 6.63021	3.4068 33.9711 6.75194	3.62471 17.9585 8.24879	3.8428 2.22141 10.0173	-3.65019 34.4021 7.00033	-3.99147 18.4441 8.97913	-4.42896 2.67901 10.4296	
-0.0272108 35.163 7.2079	0.193759 37.0809 9.67924	0.328978 40.4076 10.6884	0.40833 43.8272 11.3241	0.30915 47.3005 11.1489	0.0171108 56.2986 9.13504	-0.00603305 61.0081 8.29613	1.35164 53.6155 8.72823	6.26634 56.8858 9.19711	16.6282 55.6216 8.51124	25.3734 56.3731 5.40907	-1.0275 53.5106 8.60458	-6.04058 56.5249 9.52777	-16.2344 54.1757 9.45612	-25.1069 54.3755 6.64459	3.42614 33.9661 6.7369	3.63455 17.9614 8.31657	3.83966 2.21702 10.0211	-3.6288 34.404 7.0279	-3.97381 18.4466 9.01109	-4.42782 2.67906 10.4292	
-0.00621038 35.157 7.2176	0.22866 37.0695 9.69185	0.368803 40.3961 10.7009	0.450721 43.8157 11.336	0.352527 47.2892 11.1648	0.0606905 56.2902 9.16386	0.0290157 61.0011 8.33308	1.39155 53.6066 8.74873	6.31126 56.8702 9.21153	16.6705 55.5953 8.50613	25.414 56.3454 5.39867	-0.988104 53.5038 8.63345	-5.99285 56.5302 9.56216	-16.1907 54.1989 9.48117	-25.066 54.3867 6.67773	3.44363 33.9578 6.7273	3.64256 17.9601 8.37814	3.83818 2.20939 10.0242	-3.60938 34.4019 7.05353	-3.95756 18.4444 9.03585	-4.42631 2.67522 10.43	
0.010491 35.1506 7.2288	0.253838 37.0581 9.70603	0.397145 40.3833 10.7192	0.481526 43.8022 11.358	0.386182 47.2758 11.1863	0.100968 56.2763 9.18253	0.0640538 60.989 8.36193	1.42803 53.5911 8.76602	6.35505 56.8449 9.22045	16.7132 55.564 8.50898	25.4521 56.3286 5.39236	-0.951939 53.491 8.65505	-5.95326 56.524 9.58066	-16.1549 54.209 9.50724	-25.0364 54.3897 6.72274	3.45823 33.9506 6.72565	3.64968 17.9585 8.43017	3.83983 2.20274 10.0277	-3.59353 34.3975 7.07425	-3.94528 18.4396 9.05155	-4.42531 2.6695 10.4325	
0.0244919 35.1452 7.24119	0.270859 37.0497 9.72043	0.416354 40.3729 10.7401	0.503287 43.7904 11.3856	0.411766 47.2639 11.2109	0.137421 56.2623 9.19558	0.0973618 60.9765 8.38386	1.46091 53.5748 8.78212	6.3957 56.8178 9.22915	16.7531 55.5315 8.51746	25.4853 56.3107 5.38539	-0.919224 53.4775 8.67206	-5.92116 56.5113 9.59193	-16.1248 54.2048 9.53356	-25.0143 54.3895 6.77497	3.47167 33.9461 6.73221	3.65823 17.9574 8.46938	3.84468 2.19793 10.0301	-3.57967 34.3921 7.09032	-3.93751 18.4325 9.05355	-4.42423 2.66249 10.4326	
