Hips	Spine	Spine1	Spine2	Spine3	Neck	Head	RightShoulder	RightArm	RightForeArm	RightHand	LeftShoulder	LeftArm	LeftForeArm	LeftHand	RightUpLeg	RightLeg	RightFoot	LeftUpLeg	LeftLeg	LeftFoot	
0.819121 -0.01352 -0.0293822 0.572708	0.749046 0.00799838 -0.0117177 0.662366	0.738788 0.0127342 -0.00726857 0.673778	0.681724 -0.00283377 0.0371618 0.730659	0.670332 -0.00947285 0.0512749 0.740227	0.700618 -0.0265709 0.0431155 0.711737	0.741369 0.00512384 0.023787 0.670656	0.763016 0.203636 0.220999 0.572275	0.887233 -0.0469686 -0.0351495 0.457575	0.881658 0.109853 -0.115101 0.444255	0.850061 0.335069 0.0831933 0.397748	0.65145 -0.143506 -0.234854 0.70701	0.893756 0.0859714 0.0728319 0.434171	0.893829 -0.0852152 0.153908 0.412457	0.858194 -0.307625 0.0231145 0.410287	0.778356 0.0200811 0.0268304 0.626928	0.570781 0.0117309 0.0313928 0.820418	0.643046 0.0046906 0.00424899 0.765802	0.663915 0.0460473 -0.0418483 0.745215	0.674683 0.0454338 -0.0425135 0.735481	0.733175 0.0641558 -0.0380113 0.675939	
0.818398 -0.0241852 -0.03505 0.573071	0.750627 0.00394939 -0.0138992 0.660569	0.741176 0.00952392 -0.00913207 0.671181	0.687255 -0.000910667 0.0351538 0.725565	0.676013 -0.00684447 0.0495643 0.735189	0.701925 -0.0227261 0.0424163 0.710623	0.740762 0.00685701 0.0242975 0.671293	0.767159 0.206364 0.221169 0.565654	0.89025 -0.0435232 -0.0369177 0.451883	0.884193 0.112432 -0.115175 0.438515	0.852965 0.33503 0.0844397 0.391248	0.656386 -0.138041 -0.239258 0.702039	0.896388 0.0852087 0.0714421 0.429097	0.896175 -0.0874168 0.152015 0.407578	0.859053 -0.306633 0.0223828 0.409273	0.748371 0.0227174 0.0185392 0.662632	0.588456 0.0182017 0.0229887 0.807998	0.697512 0.0193862 0.0164928 0.716121	0.659494 0.0473853 -0.0448788 0.748871	0.673813 0.046511 -0.0457842 0.736014	0.733469 0.0635637 -0.0374476 0.675708	
0.817943 -0.030022 -0.0357341 0.573403	0.75189 -0.00177287 -0.0149132 0.659117	0.743179 0.00460459 -0.00973794 0.669006	0.690797 -0.00050343 0.0336958 0.722263	0.679528 -0.00567606 0.0482953 0.732037	0.70337 -0.0194433 0.0423232 0.709297	0.741452 0.00785067 0.0252969 0.670483	0.771685 0.206767 0.220697 0.559503	0.894012 -0.0413759 -0.0393147 0.444393	0.887589 0.114697 -0.115983 0.430789	0.857652 0.337115 0.085957 0.37868	0.660891 -0.131142 -0.2419 0.698219	0.898489 0.0862216 0.0691085 0.424862	0.898087 -0.0903092 0.150482 0.403286	0.861773 -0.303756 0.0224917 0.405678	0.726259 0.0267722 0.00590345 0.686874	0.605976 0.0254697 0.0101439 0.79501	0.726851 0.018751 0.0291249 0.685922	0.655226 0.0500744 -0.0486419 0.7522	0.673522 0.0488633 -0.0498583 0.735863	0.733037 0.0655889 -0.036727 0.676022	
0.816686 -0.0336676 -0.0317245 0.575225	0.752543 -0.00749237 -0.0126751 0.658378	0.744404 -0.00120926 -0.00757425 0.667685	0.69224 -0.00245995 0.0331078 0.720903	0.680937 -0.00683924 0.0474522 0.730771	0.705472 -0.0161294 0.0424374 0.707282	0.742589 0.0103887 0.0257787 0.66917	0.774257 0.206437 0.220229 0.556246	0.896715 -0.0401589 -0.0415735 0.438818	0.890027 0.116459 -0.117283 0.424893	0.861845 0.339064 0.0868788 0.36703	0.66305 -0.124536 -0.243966 0.696661	0.900169 0.0891544 0.0661516 0.421155	0.899888 -0.0919405 0.148718 0.399538	0.863903 -0.302075 0.0211011 0.402464	0.708795 0.0320232 -0.00671665 0.704655	0.622667 0.0325847 -0.00297316 0.781803	0.741671 0.0182625 0.0362259 0.669536	0.65333 0.0487077 -0.0496852 0.75387	0.672505 0.0474135 -0.0509216 0.736815	0.73278 0.0653525 -0.0368947 0.676314	
0.816026 -0.0346595 -0.0228369 0.576522	0.753241 -0.0138423 -0.00780771 0.657553	0.745465 -0.00822221 -0.00307052 0.666487	0.691937 -0.00676654 0.0336063 0.721144	0.680537 -0.0103561 0.047506 0.731099	0.707416 -0.0139304 0.0428441 0.70536	0.743988 0.0127696 0.0261563 0.667559	0.774609 0.206243 0.219087 0.556278	0.897679 -0.0398957 -0.0434485 0.436684	0.89082 0.117726 -0.119156 0.422353	0.864171 0.340862 0.0865146 0.359912	0.663204 -0.119512 -0.243967 0.697394	0.901268 0.0934942 0.0626688 0.418386	0.901481 -0.09142 0.146301 0.396951	0.866194 -0.302708 0.0182665 0.397168	0.698181 0.0409912 -0.0221406 0.714404	0.634163 0.0427433 -0.0185337 0.771794	0.74464 0.015748 0.038654 0.66616	0.653754 0.0453691 -0.0493637 0.753731	0.670161 0.0442733 -0.0503488 0.739181	0.732373 0.0645974 -0.0372768 0.676807	
0.815564 -0.0346478 -0.0120758 0.577502	0.753165 -0.0198523 -0.0019772 0.657529	0.745579 -0.0152322 0.00212958 0.66624	0.690659 -0.0122165 0.0349639 0.722232	0.679235 -0.0151614 0.0485451 0.732157	0.708853 -0.0132842 0.0435864 0.703883	0.746348 0.0145049 0.0265447 0.664868	0.773354 0.206069 0.217815 0.558584	0.896609 -0.0399661 -0.0449183 0.438722	0.889642 0.118499 -0.12145 0.423962	0.864373 0.343036 0.0840186 0.357947	0.661949 -0.116593 -0.242754 0.6995	0.902046 0.0975234 0.0593521 0.416268	0.903034 -0.087911 0.142745 0.395506	0.867723 -0.301464 0.0134537 0.394963	0.693342 0.0455938 -0.0298913 0.718544	0.640981 0.047587 -0.0266039 0.765618	0.742125 0.0141159 0.0357396 0.669159	0.656172 0.039784 -0.0466709 0.752115	0.666971 0.0391054 -0.0472409 0.742555	0.731551 0.0638061 -0.0383072 0.677713	
0.814781 -0.0335866 -0.00295277 0.578788	0.752332 -0.023429 0.00281522 0.658361	0.744692 -0.0201847 0.00597447 0.667076	0.688957 -0.0174694 0.0362465 0.723685	0.677721 -0.0200812 0.0498453 0.733352	0.709588 -0.0138307 0.0444284 0.703078	0.748725 0.0152084 0.0267952 0.662164	0.771211 0.20624 0.216731 0.561896	0.893522 -0.0400074 -0.0461089 0.44485	0.88651 0.118671 -0.124067 0.42968	0.862464 0.344863 0.078912 0.361937	0.659112 -0.116552 -0.241222 0.702708	0.901613 0.100675 0.0564996 0.416852	0.903551 -0.0814717 0.138636 0.397162	0.868574 -0.29705 0.00855205 0.396569	0.692445 0.0385689 -0.0226937 0.720082	0.64558 0.0399253 -0.0202123 0.76238	0.73774 0.0142873 0.0322876 0.674161	0.660049 0.0324459 -0.0412529 0.749387	0.663603 0.0322495 -0.0414066 0.746241	0.730382 0.0627547 -0.0401505 0.678964	
0.813195 -0.0321367 0.00150358 0.581101	0.751052 -0.0238965 0.00504913 0.659791	0.743324 -0.0217629 0.00742001 0.668536	0.687695 -0.0208329 0.0366988 0.724772	0.676726 -0.0234591 0.0504127 0.734132	0.709455 -0.0141141 0.0448411 0.703182	0.750096 0.0162806 0.025703 0.660629	0.769146 0.207126 0.215461 0.564881	0.889413 -0.0397036 -0.0468269 0.452963	0.88238 0.118482 -0.126328 0.437504	0.859209 0.344059 0.0716988 0.37181	0.655963 -0.119235 -0.239376 0.705829	0.901203 0.102405 0.0545213 0.417582	0.90406 -0.0729906 0.133885 0.399277	0.867924 -0.288579 0.00169944 0.404261	0.69373 0.0237627 -0.00589707 0.719818	0.647781 0.0240826 -0.00441288 0.761433	0.734831 0.0152185 0.0301319 0.67741	0.664057 0.0277172 -0.0381538 0.746193	0.660922 0.0278769 -0.0380373 0.748971	0.729105 0.0629893 -0.042825 0.680151	
0.811183 -0.0303805 0.000327521 0.584002	0.749416 -0.0216207 0.00423362 0.661733	0.741548 -0.0197176 0.00643209 0.670579	0.687034 -0.0213254 0.0364303 0.725398	0.67644 -0.0243045 0.050052 0.734393	0.709017 -0.0158617 0.0443891 0.703614	0.750359 0.0154845 0.0245106 0.660395	0.768637 0.208034 0.214282 0.565688	0.886304 -0.0387868 -0.047605 0.459015	0.879192 0.118576 -0.128036 0.44336	0.854424 0.343946 0.0650235 0.383969	0.655422 -0.123744 -0.238656 0.7058	0.900907 0.102047 0.0539586 0.41838	0.904414 -0.0638859 0.12932 0.401534	0.864905 -0.279237 -0.00319581 0.41708	0.695164 0.00663644 0.013201 0.718699	0.648423 0.00579013 0.0135935 0.761137	0.733637 0.0152545 0.0295307 0.678729	0.667694 0.0291489 -0.0413322 0.742715	0.659065 0.0296247 -0.0409925 0.750384	0.728335 0.0634783 -0.0445499 0.680818	
0.809857 -0.0284465 -0.00498377 0.585916	0.748054 -0.017742 0.000993083 0.6634	0.740007 -0.0151997 0.00361394 0.672417	0.68693 -0.0189711 0.0354602 0.72561	0.676668 -0.022435 0.0488071 0.734326	0.708623 -0.0179893 0.0430055 0.704046	0.750021 0.0137534 0.0228654 0.660875	0.769413 0.208467 0.213529 0.564758	0.884889 -0.0376303 -0.0481582 0.461774	0.877591 0.119499 -0.129086 0.445973	0.851296 0.344383 0.0597861 0.391306	0.657576 -0.129089 -0.239011 0.702711	0.902308 0.100351 0.0539933 0.415757	0.906139 -0.0560575 0.124573 0.400314	0.863443 -0.268035 -0.00588973 0.427305	0.694039 -0.0048572 0.0249961 0.719487	0.649515 -0.0063516 0.0246587 0.759923	0.734421 0.0154033 0.0303013 0.677842	0.669461 0.0370701 -0.0517088 0.740118	0.658382 0.0378348 -0.0511519 0.74999	0.727972 0.062497 -0.0452489 0.681251	
